Player,UID,AF,CF,DLF,F9,P,PF,TM
Sergi Pascual,2000196434,14.0,14.3,16.0,14.4,14.0,13.1,13.8
António Silva,83320135,11.8,10.8,12.5,10.5,11.8,11.6,11.0
David Carmo,83111598,12.0,12.5,13.2,11.8,12.0,12.5,13.0
Mikel Oyarzábal,67220143,14.6,15.4,15.4,15.2,14.6,14.4,14.2
Gaetano Oristanio,43425611,14.1,13.5,14.8,14.5,14.1,12.4,12.9
Adam Hlozek,31041522,14.1,12.0,12.8,12.1,14.1,13.0,12.5
Scott Diaz,2000706461,11.9,12.2,13.0,12.5,11.9,11.7,11.4
John Bueno,2000419425,15.6,14.7,16.0,15.9,15.6,14.2,13.7
Luka Bransteter,2000054638,14.5,13.2,13.4,12.9,14.5,13.5,13.0
William Saliba,49039004,13.0,12.5,13.2,12.1,13.0,13.4,13.3
Tibo De Vos,2000663034,14.1,12.3,13.0,12.8,14.1,12.4,11.9
Özgün Karatepe,2000631119,11.9,10.0,11.0,10.6,11.9,11.8,10.3
Ignacio Vallina,2000570634,13.1,13.9,15.0,14.2,13.1,14.3,14.0
Alen Bartolović,2000506471,13.2,11.1,11.5,11.1,13.2,11.4,11.1
Paweł Brzyski,2000433744,13.4,13.8,14.0,13.2,13.4,12.7,13.0
Ayrton Tallura,2000274550,13.3,14.1,14.7,14.6,13.3,13.5,12.1
Renato Pereira,2000190646,12.4,12.1,13.6,12.4,12.4,12.1,12.0
José Gragera,67263880,11.3,13.0,12.8,12.1,11.3,12.2,12.4
Álex Remiro,67183918,8.9,9.2,11.4,9.4,8.9,9.3,9.6
Gabriel Martinelli,19351309,14.7,14.1,13.8,13.9,14.7,14.3,13.6
Piotr Jabłoński,2000623979,13.3,11.1,11.4,11.5,13.3,13.1,10.5
Pablo,2000572050,14.3,12.7,13.5,13.5,14.3,13.0,12.3
Vicente,2000571659,12.2,10.2,11.9,11.3,12.2,10.8,10.5
Matthias Hasa,2000568032,13.1,12.5,13.1,13.3,13.1,12.2,11.9
Manuel Bosch,2000514796,12.6,11.7,12.8,11.9,12.6,11.9,11.0
Harald Klingmann,2000504134,11.2,10.3,10.8,9.8,11.2,11.2,10.7
Aritz García,2000439255,10.4,9.3,10.4,8.7,10.4,11.0,10.5
John Damiano,2000435431,11.5,10.6,12.1,11.3,11.5,12.2,10.6
Kai Ocaña,2000194470,13.3,11.5,12.5,12.8,13.3,12.8,11.3
Denis Zakaria,98034601,13.0,12.7,13.2,12.6,13.0,13.7,12.7
Robin Le Normand,48037162,11.4,12.1,12.3,10.9,11.4,12.8,12.6
Brandon Williams,28115834,13.4,11.6,12.1,12.2,13.4,13.7,12.1
Francesco Zamuner,2000626880,11.4,11.5,12.6,12.4,11.4,11.0,11.0
Felipe,2000510074,13.7,11.8,11.9,12.1,13.7,13.2,12.4
Lukas Mohr,2000432897,12.2,10.6,12.0,11.4,12.2,11.6,11.1
Kim Christian Høyenhall,2000182998,9.2,8.2,10.7,9.2,9.2,8.4,8.8
Koldo Valencia,2000663358,11.8,10.7,10.4,10.8,11.8,11.3,9.4
Souza,2000607666,13.2,12.6,13.5,13.2,13.2,13.4,13.4
Agustín Kranevitter,2000612966,8.1,7.5,10.2,8.7,8.1,8.1,8.8
Antonio Navarro,2000571902,11.1,8.3,10.1,9.9,11.1,11.1,8.8
Stefán Þór Jónsson,2000531873,9.7,9.4,9.8,8.9,9.7,11.4,10.2
Ronald Woudenberg,2000633117,7.6,6.7,8.5,7.5,7.6,7.7,6.6
