Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Diego Llamazares,2000013481.0,5.65,5.2,5.1,4.65,4.65,5.95,5.95,5.6
Hugo Rincón,2000065892.0,11.1,10.7,11.7,11.1,11.3,11.0,10.5,12.0
Rodri,67293708.0,8.3,8.35,10.7,8.8,8.6,7.75,8.3,10.1
Alejandro Ferre,2000569554.0,12.6,11.65,12.75,11.75,12.3,10.95,10.6,12.1
Felipe Medina,2000572053.0,9.5,9.25,12.1,10.95,11.2,8.75,9.4,11.8
Marcel Mehlem,92076601.0,11.6,11.0,14.55,12.55,12.15,9.4,9.9,13.05
Mario Fernández,2000439263.0,11.4,10.7,8.9,10.4,11.2,11.8,12.1,10.3
José María Garai,2000437777.0,12.9,12.75,10.6,13.15,13.55,14.05,13.65,11.75
Alan Espeche,14197823.0,10.6,10.1,8.6,10.7,10.7,10.9,11.0,9.5
0,2000194479.0,9.4,9.2,8.2,10.0,9.6,12.0,11.4,8.3
Jorge Pascual,2000019418.0,10.0,10.0,7.6,10.6,10.1,12.0,12.1,9.1
0,2000711945.0,5.2,4.8,4.55,4.35,4.35,4.3,5.3,5.15
Ángel García,2000685240.0,8.15,6.1,11.9,8.8,8.8,5.95,6.85,10.75
Alejandro Aleñá,2000202600.0,10.2,7.4,11.85,11.2,11.2,7.25,8.25,11.65
Jesús García,2000513275.0,8.5,9.4,8.9,10.1,9.8,10.7,11.1,9.3
Aitor Paredes,67276232.0,8.9,9.05,10.9,8.65,8.75,8.75,8.35,10.4
Juan Pablo Castellano,2000513639.0,9.0,8.85,6.15,10.15,10.0,11.65,11.35,7.4
Carlos,2000193994.0,8.8,9.1,7.65,9.7,9.3,11.4,11.9,8.05
Roberto Olabe,67183968.0,12.1,11.9,9.8,11.7,12.0,11.6,11.5,10.9
Unai Rementeria,67246387.0,7.0,6.9,7.8,7.75,8.35,7.6,8.35,7.25
Hugo Neves,83333462.0,8.45,9.25,7.55,9.9,9.5,11.9,11.9,8.05
Ander Martín,2000058172.0,9.9,10.1,6.8,10.4,10.5,11.6,12.2,8.9
Jaime Reques,2000077283.0,10.25,10.05,8.25,9.65,10.15,11.5,11.4,9.15
Moustapha Diop,2000666501.0,8.2,7.3,6.0,10.1,9.2,9.7,9.6,7.2
