Player,UID,AMC,AP,T,SS,AM,EG
Diego Llamazares,2000013481.0,4.05,3.1,4.05,3.9,3.9,2.8
Hugo Rincón,2000065892.0,10.1,9.5,10.1,9.55,10.1,9.0
Rodri,67293708.0,7.5,7.3,7.5,7.2,7.6,6.8
Alejandro Ferre,2000569554.0,11.4,10.7,11.4,10.25,10.6,10.2
Felipe Medina,2000572053.0,10.6,10.1,10.6,9.4,9.55,10.3
Marcel Mehlem,92076601.0,11.85,11.75,11.85,11.15,11.05,11.05
Mario Fernández,2000439263.0,11.2,12.0,11.2,10.2,11.2,12.0
José María Garai,2000437777.0,12.95,13.55,12.95,12.45,13.45,12.85
Alan Espeche,14197823.0,11.4,11.7,11.4,11.0,11.1,11.6
0,2000194479.0,10.4,11.4,10.4,11.4,11.0,11.5
Jorge Pascual,2000019418.0,11.3,11.9,11.3,12.2,11.8,11.2
0,2000711945.0,3.75,2.95,3.75,3.25,3.25,3.45
Ángel García,2000685240.0,7.75,6.8,7.75,6.1,6.1,6.45
Alejandro Aleñá,2000202600.0,10.15,9.2,10.15,9.25,9.25,8.1
Jesús García,2000513275.0,9.9,10.0,9.9,10.8,10.8,10.9
Aitor Paredes,67276232.0,8.45,7.75,8.45,7.25,7.65,6.65
Juan Pablo Castellano,2000513639.0,11.65,12.35,11.65,10.05,10.95,12.05
Carlos,2000193994.0,9.6,10.1,9.6,11.6,11.0,11.2
Roberto Olabe,67183968.0,11.7,11.8,11.7,11.6,11.5,11.1
Unai Rementeria,67246387.0,8.45,9.1,8.45,6.65,7.75,9.15
Hugo Neves,83333462.0,10.35,11.0,10.35,11.0,11.3,11.6
Ander Martín,2000058172.0,11.6,12.1,11.6,11.2,12.2,12.2
Jaime Reques,2000077283.0,10.7,11.1,10.7,10.0,10.9,11.1
Moustapha Diop,2000666501.0,10.4,11.8,10.4,11.35,10.0,11.0
