Player,UID,CD,BPD,NNCB,Lib
Diego Llamazares,2000013481.0,5.25,5.45,5.25,4.05
Hugo Rincón,2000065892.0,10.8,11.0,10.7,10.7
Rodri,67293708.0,12.6,12.3,13.1,10.0
Alejandro Ferre,2000569554.0,12.7,12.3,12.85,11.7
Felipe Medina,2000572053.0,10.25,10.4,10.3,9.1
Marcel Mehlem,92076601.0,13.5,12.3,13.8,12.4
Mario Fernández,2000439263.0,8.2,9.2,8.0,10.4
José María Garai,2000437777.0,9.2,10.35,9.5,11.95
Alan Espeche,14197823.0,6.8,6.8,6.4,8.7
0,2000194479.0,7.8,7.5,7.4,8.2
Jorge Pascual,2000019418.0,7.4,8.2,7.4,8.3
0,2000711945.0,5.2,5.5,5.2,3.6
Ángel García,2000685240.0,12.05,11.1,11.65,7.65
Alejandro Aleñá,2000202600.0,9.55,8.4,9.15,7.15
Jesús García,2000513275.0,7.9,8.5,8.0,8.0
Aitor Paredes,67276232.0,12.0,12.0,12.6,10.25
Juan Pablo Castellano,2000513639.0,4.55,4.9,3.75,6.55
Carlos,2000193994.0,6.6,7.2,7.2,7.6
Roberto Olabe,67183968.0,8.85,8.85,8.65,9.85
Unai Rementeria,67246387.0,6.15,6.35,6.25,7.9
Hugo Neves,83333462.0,4.9,5.6,5.2,7.05
Ander Martín,2000058172.0,4.9,6.1,4.5,8.5
Jaime Reques,2000077283.0,7.55,8.75,8.05,9.75
Moustapha Diop,2000666501.0,4.2,4.4,3.9,5.5
