Player,UID,CD,BPD,NNCB,Lib
Youssoufa Moukoko,2000074825,11.5,12.4,11.1,13.2
Thiago Almada,14172522,9.7,10.6,9.6,13.6
Ibrahim Zagré,2000435828,12.1,12.7,11.8,12.4
Abdulaziz Yılmazer,2000433229,10.8,11.6,10.9,12.1
Eduardo Camavinga,49056243,14.0,14.6,14.0,15.5
Gianluigi Donnarumma,43252073,12.8,11.5,12.0,9.5
Ryan Gravenberch,37071197,13.4,13.9,12.6,14.4
Manuel Oliveira,2000434824,11.5,12.3,10.9,13.2
Jhonatan Mejía,2000415671,11.6,12.4,11.4,14.5
Nicolai Witt,2000322718,14.6,14.1,14.2,13.1
Karl-Heinz Heckenberger,2000232571,12.6,13.0,12.0,14.5
Juan Carlos,2000192885,10.8,11.2,9.9,12.6
Romelu Lukaku,18007344,13.5,12.9,13.3,12.1
Luís Ricardo,2000410716,11.1,11.9,10.8,13.1
Alfredo Piecenti,2000272907,15.5,14.2,14.8,13.0
Nico Williams,67276230,11.3,12.1,10.8,12.9
Carlos Soler,67196204,12.2,12.8,12.3,13.7
Manuel Locatelli,43167354,14.2,14.4,14.3,15.2
Teun Koopmeiners,37057982,13.5,13.8,13.2,13.9
Kenedy,2000410526,12.8,12.7,12.4,13.8
Amar Forsberg,2000397706,15.6,15.5,15.8,13.6
Mamoudou Camara,2000197834,9.0,10.0,9.0,10.9
Marco Alves,2000189590,14.7,14.3,14.7,14.4
Nuno Mendes,83261910,13.4,13.9,13.4,14.3
Olexandr Zinchenko,71081391,11.3,11.0,10.9,12.1
Andrea Papetti,43425644,14.3,14.2,14.4,13.2
Juan Guerra,2000511832,9.0,10.6,9.2,12.7
Luciano Puglisi,2000191663,15.0,14.7,14.9,14.9
Duško Čikić,2000191147,14.3,13.9,14.9,13.4
Morten Sørensen,2000189231,10.2,9.4,9.2,9.2
Rasmus Jönsson,2000397710,9.4,11.0,10.1,11.9
Sorin Tudor,2000335174,15.6,14.8,15.9,13.3
Michele Ceccarelli,2000323829,10.4,9.2,9.5,8.7
