Player,UID,DM,AM,BWM,HB,SV,RGA
Youssoufa Moukoko,2000074825,12.8,12.4,12.4,12.0,13.6,14.6
Thiago Almada,14172522,11.9,11.9,11.9,11.9,13.0,15.4
Ibrahim Zagré,2000435828,12.6,12.5,12.5,12.5,12.9,14.1
Abdulaziz Yılmazer,2000433229,12.1,11.8,11.8,11.9,12.5,13.4
Eduardo Camavinga,49056243,15.0,14.7,14.7,14.5,15.7,15.2
Gianluigi Donnarumma,43252073,13.4,13.4,13.4,14.0,12.0,10.9
Ryan Gravenberch,37071197,13.5,13.3,13.3,12.8,14.0,15.5
Manuel Oliveira,2000434824,12.4,12.3,12.3,11.5,12.5,14.8
Jhonatan Mejía,2000415671,13.7,13.1,13.1,12.9,14.2,15.9
Nicolai Witt,2000322718,14.8,15.2,15.2,14.6,14.0,12.6
Karl-Heinz Heckenberger,2000232571,12.8,12.4,12.4,12.7,13.6,16.0
Juan Carlos,2000192885,12.4,12.7,12.7,11.7,12.5,14.0
Romelu Lukaku,18007344,13.2,13.5,13.5,14.4,12.5,13.6
Luís Ricardo,2000410716,12.5,12.3,12.3,12.3,13.3,14.1
Alfredo Piecenti,2000272907,14.7,14.9,14.9,14.7,13.7,12.2
Nico Williams,67276230,12.3,12.1,12.1,11.0,12.5,13.5
Carlos Soler,67196204,13.1,13.0,13.0,13.1,13.6,14.2
Manuel Locatelli,43167354,14.3,14.3,14.3,14.8,14.7,15.3
Teun Koopmeiners,37057982,14.6,14.5,14.5,14.2,14.5,13.8
Kenedy,2000410526,13.9,13.7,13.7,14.1,14.1,14.4
Amar Forsberg,2000397706,15.3,15.3,15.3,15.4,14.7,12.6
Mamoudou Camara,2000197834,10.5,9.8,9.8,10.6,10.9,12.8
Marco Alves,2000189590,15.1,14.7,14.7,15.0,14.9,13.6
Nuno Mendes,83261910,14.4,14.0,14.0,13.7,14.3,14.5
Olexandr Zinchenko,71081391,12.0,12.3,12.3,12.4,12.2,12.9
Andrea Papetti,43425644,14.0,13.9,13.9,13.8,13.6,12.5
Juan Guerra,2000511832,11.1,10.5,10.5,10.6,12.2,13.9
Luciano Puglisi,2000191663,14.8,14.5,14.5,14.8,14.4,14.8
Duško Čikić,2000191147,14.8,14.7,14.7,15.4,14.0,13.1
Morten Sørensen,2000189231,12.1,12.4,12.4,12.2,10.8,10.6
Rasmus Jönsson,2000397710,10.1,9.6,9.6,10.7,11.1,13.8
Sorin Tudor,2000335174,15.2,15.2,15.2,15.6,14.1,12.3
Michele Ceccarelli,2000323829,11.3,11.1,11.1,11.1,9.1,10.0
