Player,UID,CD,BPD,NNCB,Lib
Gaizka Casado,2000629746,9.6,10.7,9.0,11.8
Diego Le Coz,2000566166,9.6,9.5,10.2,11.3
Pablo Pérez,2000511072,7.2,6.5,6.9,7.6
Cédric Basile,2000506654,10.9,11.0,10.9,11.2
Michele Faraone,2000439673,7.3,7.8,7.9,8.9
Roberto Aizpurua,2000439253,8.5,8.4,8.4,8.3
Pavel Sedlacek,2000567549,7.2,7.7,7.2,8.0
Adriano Ferazzoli,2000506119,7.6,8.7,6.9,9.7
Jason Faltermeier,2000435779,10.9,10.7,10.6,11.2
Nacer Brahimi,2000199524,12.2,11.2,12.6,10.3
Moussa Aboua,2000188777,8.5,8.2,7.7,9.4
Álejandro Gándara,2000737996,5.6,6.2,5.6,7.8
Vladimir Weber,2000709956,10.8,10.7,10.8,10.7
Lukas Majernik,2000709581,8.0,9.4,8.5,10.6
José Ángel Mansilla,2000631647,11.4,11.2,11.7,10.9
Frédéric Pelletier,2000573450,7.1,7.7,6.8,9.4
Pepe Martí,2000509918,11.9,11.3,11.3,10.7
Sebastian Stefansen,2000506681,6.5,6.8,6.5,7.0
Jonay,2000570836,12.3,12.2,12.6,11.5
Erik Kurdov,2000566868,11.4,10.7,11.8,8.7
Hervé Alves,2000566859,6.8,7.9,7.3,9.0
Cédric Picard,2000566055,11.8,10.3,11.5,8.9
Diego Sarriegi,2000439257,7.9,8.2,7.9,8.7
Juraj Horvath,2000189395,7.9,9.0,8.0,9.4
William Christoffersen,2000659946,8.1,8.0,8.2,7.2
Evangelos Alexopoulos,2000658599,6.6,7.2,6.9,7.9
Asgeir Granås,2000657174,11.7,10.9,11.8,9.8
Aitor Morcillo,2000631374,11.0,10.5,10.5,10.4
Juan Manuel,2000629223,7.7,7.2,8.0,7.0
Ruymán,2000442664,9.2,9.5,8.8,9.6
Iñaki Vélez,2000439250,11.8,10.8,11.5,9.0
Ramazan Cengiz,2000435409,6.8,7.4,7.1,8.9
Héctor Otiniano,2000647504,9.6,8.8,8.5,10.3
Jorge,2000571911,10.7,10.8,10.3,11.1
Armando D'Amato,2000567834,12.5,11.3,12.3,10.7
Cláudio Mendes,2000565719,8.8,8.5,8.7,7.7
Emanuel Busnja,2000567525,7.0,6.8,7.0,6.7
Mikel Oyarzun,2000439254,10.7,10.0,10.6,8.7
