Player,UID,WM,W,DW,IW,IF,WG
Gaizka Casado,2000629746,11.7,11.8,10.6,13.3,12.5,11.75
Diego Le Coz,2000566166,11.2,11.4,10.0,12.6,11.8,10.67
Pablo Pérez,2000511072,9.8,11.7,6.9,10.4,10.3,11.08
Cédric Basile,2000506654,10.9,10.4,11.2,11.5,11.1,10.42
Michele Faraone,2000439673,10.7,11.3,8.6,11.8,11.2,10.75
Roberto Aizpurua,2000439253,10.1,11.1,8.6,10.2,10.0,11.08
Pavel Sedlacek,2000567549,8.9,11.0,6.9,10.6,10.7,11.17
Adriano Ferazzoli,2000506119,11.5,12.0,8.9,12.4,12.3,11.25
Jason Faltermeier,2000435779,11.7,11.7,10.1,13.4,12.4,11.58
Nacer Brahimi,2000199524,9.0,8.7,10.7,9.5,9.0,9.17
Moussa Aboua,2000188777,10.7,11.8,8.8,12.0,11.4,11.25
Álejandro Gándara,2000737996,10.8,12.3,8.0,11.1,11.5,11.0
Vladimir Weber,2000709956,10.8,11.0,10.5,11.8,11.5,11.25
Lukas Majernik,2000709581,11.6,12.6,9.0,12.8,12.3,12.0
José Ángel Mansilla,2000631647,10.5,9.7,11.3,10.6,10.4,9.42
Frédéric Pelletier,2000573450,10.6,11.8,8.2,11.3,10.9,10.83
Pepe Martí,2000509918,10.3,9.9,11.0,10.7,9.8,10.58
Sebastian Stefansen,2000506681,8.9,11.3,6.5,10.5,11.2,11.17
Jonay,2000570836,10.3,9.2,11.4,10.6,10.5,9.42
Erik Kurdov,2000566868,9.5,9.4,11.1,8.7,8.3,9.67
Hervé Alves,2000566859,10.4,11.9,8.7,11.5,11.7,11.08
Cédric Picard,2000566055,9.2,8.7,10.6,8.8,8.7,9.08
Diego Sarriegi,2000439257,9.3,10.5,7.8,10.5,10.4,10.42
Juraj Horvath,2000189395,10.6,10.1,8.3,12.2,12.2,10.08
William Christoffersen,2000659946,6.0,6.0,7.4,7.8,7.2,6.17
Evangelos Alexopoulos,2000658599,10.5,11.8,8.5,10.7,10.5,11.0
Asgeir Granås,2000657174,9.0,8.9,9.8,9.2,8.6,9.42
Aitor Morcillo,2000631374,11.5,10.9,11.6,10.8,10.4,10.75
Juan Manuel,2000629223,6.3,6.7,8.0,7.9,6.7,6.83
Ruymán,2000442664,11.4,12.1,10.7,11.5,11.4,11.83
Iñaki Vélez,2000439250,10.0,9.8,10.6,9.3,9.0,10.25
Ramazan Cengiz,2000435409,8.9,10.2,7.5,10.5,10.2,9.67
Héctor Otiniano,2000647504,11.9,12.2,11.6,11.6,11.0,11.0
Jorge,2000571911,11.3,10.5,11.7,11.5,11.5,9.75
Armando D'Amato,2000567834,10.1,9.9,11.2,10.3,9.7,10.42
Cláudio Mendes,2000565719,7.5,8.1,9.4,8.2,7.7,7.92
Emanuel Busnja,2000567525,5.5,6.1,6.4,7.3,6.0,6.25
Mikel Oyarzun,2000439254,9.4,8.7,10.1,9.9,9.3,9.17
