Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Gaizka Casado,2000629746,685.0,904.0,1036.0,896.0,1038.0,945.0,1126.0,1054.0,1085.0,1253.0
Diego Le Coz,2000566166,760.0,890.0,1008.0,882.0,1011.0,930.0,1076.0,1035.0,1046.0,1172.0
Pablo Pérez,2000511072,659.0,789.0,839.0,806.0,854.0,875.0,965.0,1001.0,986.0,1149.0
Cédric Basile,2000506654,752.0,951.0,1136.0,918.0,1086.0,933.0,1112.0,1047.0,1074.0,1237.0
Michele Faraone,2000439673,683.0,865.0,943.0,872.0,971.0,926.0,1054.0,1049.0,1052.0,1190.0
Roberto Aizpurua,2000439253,682.0,841.0,959.0,836.0,928.0,884.0,1002.0,990.0,987.0,1174.0
Pavel Sedlacek,2000567549,627.0,814.0,893.0,824.0,885.0,877.0,984.0,1004.0,1008.0,1227.0
Adriano Ferazzoli,2000506119,690.0,890.0,975.0,901.0,1008.0,953.0,1115.0,1075.0,1096.0,1262.0
Jason Faltermeier,2000435779,816.0,976.0,1106.0,958.0,1110.0,995.0,1185.0,1119.0,1157.0,1302.0
Nacer Brahimi,2000199524,753.0,879.0,1098.0,825.0,968.0,816.0,956.0,905.0,906.0,1071.0
Moussa Aboua,2000188777,698.0,871.0,938.0,879.0,984.0,946.0,1075.0,1065.0,1072.0,1218.0
Álejandro Gándara,2000737996,598.0,771.0,804.0,802.0,859.0,871.0,967.0,1005.0,977.0,1138.0
Vladimir Weber,2000709956,764.0,959.0,1148.0,926.0,1075.0,941.0,1126.0,1055.0,1090.0,1266.0
Lukas Majernik,2000709581,744.0,928.0,1037.0,935.0,1052.0,1001.0,1142.0,1139.0,1140.0,1314.0
José Ángel Mansilla,2000631647,805.0,965.0,1143.0,918.0,1084.0,926.0,1083.0,1038.0,1033.0,1174.0
Frédéric Pelletier,2000573450,688.0,853.0,935.0,871.0,940.0,936.0,1027.0,1064.0,1041.0,1180.0
Pepe Martí,2000509918,709.0,892.0,1097.0,851.0,1017.0,869.0,1045.0,963.0,991.0,1144.0
Sebastian Stefansen,2000506681,646.0,811.0,905.0,825.0,874.0,887.0,971.0,1021.0,1003.0,1229.0
Jonay,2000570836,776.0,940.0,1143.0,898.0,1058.0,887.0,1042.0,994.0,1001.0,1171.0
Erik Kurdov,2000566868,734.0,889.0,1086.0,838.0,967.0,813.0,958.0,913.0,903.0,1051.0
Hervé Alves,2000566859,683.0,884.0,955.0,906.0,954.0,945.0,1032.0,1094.0,1058.0,1235.0
Cédric Picard,2000566055,746.0,860.0,1044.0,805.0,938.0,790.0,932.0,882.0,882.0,1040.0
Diego Sarriegi,2000439257,677.0,831.0,940.0,830.0,929.0,889.0,980.0,1005.0,1000.0,1200.0
Juraj Horvath,2000189395,644.0,826.0,923.0,833.0,934.0,889.0,1016.0,1004.0,1017.0,1205.0
William Christoffersen,2000659946,733.0,738.0,877.0,695.0,808.0,700.0,822.0,775.0,797.0,884.0
Evangelos Alexopoulos,2000658599,630.0,811.0,859.0,846.0,872.0,904.0,968.0,1044.0,986.0,1140.0
Asgeir Granås,2000657174,783.0,921.0,1122.0,871.0,987.0,862.0,987.0,982.0,964.0,1120.0
Aitor Morcillo,2000631374,731.0,933.0,1079.0,906.0,1044.0,917.0,1067.0,1036.0,1033.0,1164.0
Juan Manuel,2000629223,668.0,697.0,811.0,654.0,766.0,659.0,794.0,726.0,757.0,802.0
Ruymán,2000442664,721.0,915.0,1040.0,913.0,1017.0,952.0,1089.0,1065.0,1059.0,1228.0
Iñaki Vélez,2000439250,752.0,892.0,1094.0,842.0,982.0,831.0,991.0,940.0,938.0,1106.0
Ramazan Cengiz,2000435409,647.0,788.0,868.0,803.0,867.0,851.0,947.0,971.0,969.0,1123.0
Héctor Otiniano,2000647504,747.0,915.0,1007.0,901.0,1026.0,927.0,1076.0,1039.0,1038.0,1114.0
Jorge,2000571911,743.0,922.0,1061.0,897.0,1049.0,899.0,1085.0,1012.0,1022.0,1141.0
Armando D'Amato,2000567834,773.0,922.0,1132.0,867.0,1028.0,864.0,1031.0,969.0,983.0,1133.0
Cláudio Mendes,2000565719,779.0,816.0,948.0,780.0,882.0,768.0,906.0,853.0,870.0,931.0
Emanuel Busnja,2000567525,648.0,672.0,789.0,635.0,731.0,642.0,760.0,719.0,745.0,780.0
Mikel Oyarzun,2000439254,726.0,855.0,1020.0,812.0,923.0,794.0,955.0,892.0,900.0,1012.0
