Player,UID,AF,CF,DLF,F9,P,PF,TM
Youssoufa Moukoko,2000074825,16.9,15.1,15.8,15.1,16.9,14.7,14.6
Thiago Almada,14172522,15.0,13.8,15.2,15.4,15.0,13.6,12.5
Ibrahim Zagré,2000435828,15.6,15.5,15.0,14.7,15.6,14.8,15.1
Abdulaziz Yılmazer,2000433229,15.3,12.9,14.8,14.7,15.3,13.9,13.2
Eduardo Camavinga,49056243,14.3,14.0,15.2,14.4,14.3,13.6,13.3
Gianluigi Donnarumma,43252073,11.1,9.1,11.9,9.2,11.1,11.2,11.0
Ryan Gravenberch,37071197,15.1,14.7,15.7,15.7,15.1,13.4,14.9
Manuel Oliveira,2000434824,16.1,14.3,15.6,16.1,16.1,14.1,14.7
Jhonatan Mejía,2000415671,16.1,14.7,16.2,16.4,16.1,14.2,13.7
Nicolai Witt,2000322718,13.3,12.1,13.7,12.4,13.3,13.4,13.6
Karl-Heinz Heckenberger,2000232571,15.4,15.1,16.5,16.3,15.4,13.4,15.2
Juan Carlos,2000192885,14.9,14.2,14.9,15.1,14.9,13.9,13.9
Romelu Lukaku,18007344,14.3,15.4,15.2,14.2,14.3,15.5,16.3
Luís Ricardo,2000410716,14.8,14.0,14.7,14.8,14.8,13.6,13.0
Alfredo Piecenti,2000272907,13.9,12.5,13.4,12.2,13.9,13.7,13.8
Nico Williams,67276230,14.5,12.9,13.7,14.0,14.5,12.7,12.7
Carlos Soler,67196204,14.0,14.2,14.3,14.1,14.0,13.9,13.2
Manuel Locatelli,43167354,13.5,14.5,15.1,14.6,13.5,13.8,13.9
Teun Koopmeiners,37057982,13.0,13.4,14.5,13.8,13.0,13.2,13.3
Kenedy,2000410526,15.4,13.4,15.0,15.1,15.4,14.1,13.4
Amar Forsberg,2000397706,12.0,12.5,13.2,11.4,12.0,13.4,13.5
Mamoudou Camara,2000197834,15.0,13.5,13.9,13.5,15.0,13.5,12.6
Marco Alves,2000189590,14.3,12.9,14.1,13.3,14.3,13.4,12.9
Nuno Mendes,83261910,14.8,13.6,14.5,14.9,14.8,13.9,13.4
Olexandr Zinchenko,71081391,13.0,12.5,13.0,13.1,13.0,12.8,12.2
Andrea Papetti,43425644,13.6,12.9,13.3,12.5,13.6,13.5,13.5
Juan Guerra,2000511832,12.9,13.2,14.1,14.5,12.9,11.7,11.3
Luciano Puglisi,2000191663,14.4,14.0,15.2,15.1,14.4,13.8,14.0
Duško Čikić,2000191147,13.6,12.7,13.4,12.4,13.6,14.5,13.0
Morten Sørensen,2000189231,9.9,9.2,12.0,10.3,9.9,10.3,10.5
Rasmus Jönsson,2000397710,14.3,13.6,14.4,14.6,14.3,13.5,12.9
Sorin Tudor,2000335174,12.4,11.5,11.8,11.2,12.4,13.5,12.8
Michele Ceccarelli,2000323829,9.0,7.8,10.1,8.7,9.0,9.5,9.0
