Player,UID,AMC,AP,T,SS,AM,EG
Youssoufa Moukoko,2000074825,15.0,15.3,15.0,16.0,15.8,16.1
Thiago Almada,14172522,15.1,15.4,15.1,15.0,15.4,15.6
Ibrahim Zagré,2000435828,14.4,14.7,14.4,15.4,15.4,15.2
Abdulaziz Yılmazer,2000433229,14.0,14.2,14.0,13.9,14.4,14.9
Eduardo Camavinga,49056243,14.8,14.7,14.8,14.5,15.2,14.8
Gianluigi Donnarumma,43252073,11.5,10.5,11.5,9.3,10.4,9.3
Ryan Gravenberch,37071197,15.5,15.6,15.5,15.1,15.6,15.7
Manuel Oliveira,2000434824,14.8,15.3,14.8,15.3,15.5,16.0
Jhonatan Mejía,2000415671,15.8,16.1,15.8,16.0,16.5,16.7
Nicolai Witt,2000322718,13.7,13.2,13.7,12.2,12.8,12.9
Karl-Heinz Heckenberger,2000232571,15.2,16.0,15.2,16.1,16.0,16.4
Juan Carlos,2000192885,14.7,15.4,14.7,14.8,15.1,15.7
Romelu Lukaku,18007344,14.6,14.6,14.6,15.0,14.4,14.5
Luís Ricardo,2000410716,14.8,14.8,14.8,14.9,15.4,15.4
Alfredo Piecenti,2000272907,13.0,12.0,13.0,12.0,12.2,11.6
Nico Williams,67276230,13.5,13.6,13.5,13.6,13.8,14.1
Carlos Soler,67196204,14.1,14.2,14.1,14.2,14.4,14.3
Manuel Locatelli,43167354,15.0,14.9,15.0,14.2,14.9,14.7
Teun Koopmeiners,37057982,14.9,14.2,14.9,13.5,14.2,13.7
Kenedy,2000410526,15.3,15.1,15.3,14.4,15.4,15.4
Amar Forsberg,2000397706,13.2,12.0,13.2,11.6,12.3,11.3
Mamoudou Camara,2000197834,12.9,13.2,12.9,14.7,14.1,13.8
Marco Alves,2000189590,13.9,13.3,13.9,13.2,13.6,13.3
Nuno Mendes,83261910,14.2,14.0,14.2,14.4,14.8,14.3
Olexandr Zinchenko,71081391,13.7,13.7,13.7,12.9,13.3,13.3
Andrea Papetti,43425644,13.0,12.2,13.0,12.5,13.0,12.1
Juan Guerra,2000511832,13.7,14.4,13.7,14.2,14.9,14.7
Luciano Puglisi,2000191663,14.5,14.3,14.5,13.8,14.7,14.7
Duško Čikić,2000191147,13.5,13.2,13.5,12.8,13.1,13.0
Morten Sørensen,2000189231,12.8,11.6,12.8,9.6,11.2,10.3
Rasmus Jönsson,2000397710,13.7,14.3,13.7,14.1,14.8,14.9
Sorin Tudor,2000335174,12.5,12.1,12.5,11.6,12.2,11.9
Michele Ceccarelli,2000323829,10.9,9.5,10.9,8.7,9.5,7.8
