Player,UID,CD,BPD,NNCB,Lib
Aarón Escandell,67192427.0,9.25,8.35,9.35,7.15
Javi Izquierdo,67288498.0,10.25,10.45,10.3,9.15
Víctor Gómez,67257950.0,10.7,10.15,10.35,11.95
Rasmus Lauritsen,27069979.0,14.3,13.35,14.15,12.05
Patric,67100019.0,14.2,13.4,14.35,14.05
Lluís Recasens,67295940.0,11.7,11.9,11.5,11.2
Dominik Kruzliak,63026929.0,13.7,12.1,13.4,11.0
Braian Cufré,14131295.0,11.3,11.05,11.05,12.75
Sergi Rosanas,67265793.0,11.15,11.2,11.45,11.65
Pep Chavarría,67277695.0,11.3,11.4,11.2,11.9
Ryan Johansson,90086790.0,11.65,12.2,11.65,12.45
Sebastián Cabrera,75036622.0,12.0,12.0,11.9,12.3
Gabriel Torres,2000438016.0,14.4,12.8,14.5,11.1
John McGinn,61043070.0,11.6,11.75,11.7,13.65
Rodrigo Zalazar,67271371.0,10.7,10.85,11.1,11.55
Ifeanyi Mathew,53141633.0,10.35,11.0,10.15,12.65
Amarildo Gojani,2000505067.0,8.3,9.9,8.1,11.7
Michel Vlap,215665.0,10.15,10.1,10.05,10.8
Che Nunnely,37055838.0,8.1,8.5,8.4,9.5
Àlex Collado,67246435.0,8.5,8.8,8.05,11.25
Óscar Clemente,67259874.0,10.55,11.2,10.15,12.5
Nils Mortimer,67265795.0,8.55,9.3,8.6,9.9
Miguel,2000192899.0,9.15,8.75,8.2,10.45
Gonzalo Maroni,14137723.0,8.1,8.7,7.95,10.5
Olaus Skarsem,89051875.0,7.05,7.8,6.7,10.6
Freddy Vargas,86061304.0,9.75,10.2,9.95,11.2
Gianluca Bellucci,2000508898.0,10.0,10.5,9.8,11.6
Javier Pascua,2000573866.0,7.15,8.3,6.8,9.5
Cheick Ibra Koné,2000631747.0,6.95,7.4,6.7,9.15
Ángel Cabello,2000438822.0,10.8,11.2,9.85,11.8
Fran López,67279609.0,9.4,10.3,9.3,11.0
Álvaro Santamaría,67298126.0,10.4,10.3,10.1,9.55
