Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Aarón Escandell,67192427.0,10.838461538461539,8.67469879518072,8.878787878787879,8.246913580246915,8.430851063829786,7.851190476190476,8.175257731958764,7.6382978723404245,8.01595744680851,7.602678571428573
Javi Izquierdo,67288498.0,11.715384615384618,9.686746987951805,9.959595959595958,9.24074074074074,9.547872340425533,8.910714285714286,9.329896907216495,8.77127659574468,9.143617021276595,8.723214285714285
Víctor Gómez,67257950.0,12.26153846153846,11.957831325301205,11.484848484848484,12.135802469135804,11.824468085106382,11.928571428571427,11.798969072164947,12.101063829787234,11.925531914893618,11.075892857142854
Rasmus Lauritsen,27069979.0,13.400000000000002,12.487951807228917,12.979797979797981,12.049382716049383,12.037234042553191,11.51190476190476,11.72680412371134,11.462765957446807,11.542553191489361,11.57589285714286
Patric,67100019.0,11.707692307692305,11.06024096385542,11.59090909090909,10.728395061728394,11.377659574468087,10.559523809523807,11.247422680412372,10.25531914893617,10.595744680851062,10.410714285714285
Lluís Recasens,67295940.0,11.707692307692307,11.313253012048191,11.838383838383836,10.851851851851851,11.095744680851064,10.321428571428571,10.68041237113402,10.382978723404253,10.382978723404257,9.982142857142856
Dominik Kruzliak,63026929.0,12.407692307692308,11.078313253012048,11.823232323232324,10.432098765432096,11.090425531914894,9.910714285714285,10.52577319587629,9.52127659574468,9.97340425531915,9.928571428571427
Braian Cufré,14131295.0,12.646153846153847,12.222891566265059,11.707070707070706,12.37037037037037,12.27127659574468,12.285714285714285,12.479381443298967,12.409574468085108,12.489361702127662,11.575892857142858
Sergi Rosanas,67265793.0,12.707692307692309,12.204819277108431,11.823232323232324,12.296296296296298,12.138297872340427,12.232142857142856,11.989690721649485,12.329787234042554,12.085106382978724,11.535714285714283
Pep Chavarría,67277695.0,12.215384615384616,11.97590361445783,11.585858585858585,12.086419753086421,11.585106382978726,11.952380952380947,11.670103092783505,12.14893617021277,11.734042553191488,11.178571428571427
