Player,UID,AF,CF,DLF,F9,P,PF,TM
Aarón Escandell,67192427.0,7.35,6.8,8.35,6.45,7.35,8.55,7.65
Javi Izquierdo,67288498.0,8.6,8.25,10.4,8.4,8.6,8.7,9.65
Víctor Gómez,67257950.0,12.2,10.3,11.45,11.65,12.2,12.1,9.65
Rasmus Lauritsen,27069979.0,11.3,11.2,11.35,10.35,11.3,12.5,12.45
Patric,67100019.0,9.85,12.65,13.1,12.5,9.85,11.65,12.45
Lluís Recasens,67295940.0,9.5,8.6,9.5,9.2,9.5,9.0,9.0
Dominik Kruzliak,63026929.0,9.15,10.1,9.9,9.05,9.15,10.9,11.1
Braian Cufré,14131295.0,12.1,11.7,12.45,12.35,12.1,12.5,10.65
Sergi Rosanas,67265793.0,12.1,10.65,11.65,11.8,12.1,11.95,10.6
Pep Chavarría,67277695.0,11.6,10.0,11.7,11.4,11.6,11.0,10.1
Ryan Johansson,90086790.0,11.8,11.95,12.75,12.1,11.8,12.35,11.7
Sebastián Cabrera,75036622.0,11.55,11.9,12.3,12.35,11.55,12.2,11.3
Gabriel Torres,2000438016.0,10.9,9.6,10.2,9.3,10.9,11.6,11.4
John McGinn,61043070.0,12.45,13.55,13.9,14.0,12.45,13.15,12.25
Rodrigo Zalazar,67271371.0,11.35,11.85,11.7,11.5,11.35,12.35,10.75
Ifeanyi Mathew,53141633.0,12.25,13.05,13.6,13.35,12.25,12.2,11.75
Amarildo Gojani,2000505067.0,14.1,13.3,14.5,14.6,14.1,11.9,12.9
Michel Vlap,215665.0,11.5,12.45,12.7,12.3,11.5,11.75,12.6
Che Nunnely,37055838.0,13.05,11.3,12.0,12.25,13.05,12.0,10.7
Àlex Collado,67246435.0,12.55,11.4,12.75,13.3,12.55,10.5,10.35
Óscar Clemente,67259874.0,12.6,12.75,13.4,13.3,12.6,11.95,11.9
Nils Mortimer,67265795.0,14.0,11.75,12.7,12.55,14.0,11.15,11.65
Miguel,2000192899.0,13.4,11.6,13.3,12.95,13.4,12.25,11.65
Gonzalo Maroni,14137723.0,12.15,11.6,12.55,12.75,12.15,11.25,10.7
Olaus Skarsem,89051875.0,12.3,10.55,11.7,11.75,12.3,9.85,9.25
Freddy Vargas,86061304.0,12.5,12.05,13.0,13.2,12.5,12.35,11.8
Gianluca Bellucci,2000508898.0,12.4,11.7,12.7,12.9,12.4,11.5,11.3
Javier Pascua,2000573866.0,12.8,11.65,12.95,12.4,12.8,11.35,11.95
Cheick Ibra Koné,2000631747.0,11.35,9.85,10.45,11.05,11.35,10.6,8.45
Ángel Cabello,2000438822.0,13.95,13.4,14.35,13.85,13.95,12.55,13.9
Fran López,67279609.0,12.75,13.2,12.7,12.95,12.75,11.5,11.6
Álvaro Santamaría,67298126.0,12.5,11.75,12.0,11.35,12.5,11.9,12.5
