Player,UID,FB,WB,IWB,CWB,NNFB
José Aurelio Suárez,67153377.0,12.65,8.7,13.0,10.77,13.05
Carlos Fernando,2000194985.0,17.9,15.15,16.7,15.31,16.4
Karim Pérez,2000193717.0,17.5,14.1,14.85,13.88,17.3
Leander Dendoncker,18057380.0,15.7,13.25,15.95,13.92,16.8
Jan Crettaz,2000571662.0,14.1,12.8,13.4,12.77,14.5
Kepa Uriarte,67277833.0,13.5,15.5,14.75,16.15,13.3
Tòfol Montiel,43459237.0,10.0,10.8,10.4,11.62,8.0
Saúl Rodríguez,2000440182.0,10.4,10.9,9.6,11.38,8.8
Joaquín Correa,14042683.0,11.4,10.25,11.8,11.35,10.6
Alberto Barace,2000663353.0,10.2,11.2,10.1,11.77,9.8
Luis Muñoz,90065199.0,16.2,12.4,14.75,12.69,16.0
Ismael Gutiérrez,67298778.0,17.4,16.05,16.15,16.0,15.5
Salva Gutiérrez,2000571656.0,14.65,14.0,13.95,14.46,13.1
Iago Salamanca,2000710728.0,14.45,14.55,13.8,14.27,12.15
Mirko Ladrón de Guevara,14197826.0,16.35,16.25,15.0,16.0,14.85
Nabil Touaizi,28113829.0,14.35,15.55,15.05,16.15,13.7
Tommaso Augello,43096264.0,15.95,15.45,16.5,16.19,16.0
Pape Gueye,48043484.0,17.4,16.75,15.3,16.31,15.6
Enock Kwateng,85134692.0,16.7,16.1,16.5,16.04,16.6
Nicolas Pépé,85136376.0,12.3,13.6,12.7,14.38,10.15
Xabier Santamaría,2000202642.0,13.85,14.35,14.05,15.58,13.05
Tasos Chatzigiovanis,36096701.0,13.05,13.15,11.95,12.58,11.65
Acyr,2000408996.0,16.45,14.0,16.95,15.42,16.25
Matías Cavalleri,75049257.0,13.95,14.6,14.45,15.35,13.1
Ricardo,2000443686.0,13.85,14.45,13.0,14.31,13.65
Dani,2000571661.0,15.35,12.65,14.65,13.23,16.95
Saúl,2000664224.0,11.5,7.3,10.85,7.0,12.45
