Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
José Aurelio Suárez,67153377.0,13.5,13.5,13.5,13.5,10.4,10.4,12.95,12.95,10.67,10.67
Carlos Fernando,2000194985.0,17.35,17.35,17.35,17.35,16.5,16.5,16.15,16.15,15.42,15.42
Karim Pérez,2000193717.0,14.6,14.6,14.6,14.6,15.9,15.9,14.65,14.65,15.75,15.75
Leander Dendoncker,18057380.0,15.55,15.55,15.55,15.55,14.8,14.8,15.65,15.65,14.67,14.67
Jan Crettaz,2000571662.0,13.0,13.0,13.0,13.0,12.0,12.0,12.9,12.9,11.92,11.92
Kepa Uriarte,67277833.0,18.7,18.7,18.7,18.7,17.3,17.3,18.3,18.3,16.33,16.33
Tòfol Montiel,43459237.0,13.6,13.6,13.6,13.6,13.1,13.1,13.4,13.4,12.17,12.17
Saúl Rodríguez,2000440182.0,12.7,12.7,12.7,12.7,14.1,14.1,12.8,12.8,13.58,13.58
Joaquín Correa,14042683.0,14.95,14.95,14.95,14.95,13.4,13.4,14.65,14.65,12.67,12.67
Alberto Barace,2000663353.0,13.0,13.0,13.0,13.0,12.8,12.8,13.0,13.0,12.92,12.92
Luis Muñoz,90065199.0,14.15,14.15,14.15,14.15,12.85,12.85,13.9,13.9,12.62,12.62
Ismael Gutiérrez,67298778.0,15.75,15.75,15.75,15.75,14.8,14.8,15.7,15.7,14.0,14.0
Salva Gutiérrez,2000571656.0,16.2,16.2,16.2,16.2,15.45,15.45,15.5,15.5,14.33,14.33
Iago Salamanca,2000710728.0,18.25,18.25,18.25,18.25,18.4,18.4,18.0,18.0,17.08,17.08
Mirko Ladrón de Guevara,14197826.0,16.4,16.4,16.4,16.4,16.7,16.7,15.8,15.8,16.42,16.42
Nabil Touaizi,28113829.0,19.0,19.0,19.0,19.0,17.8,17.8,19.1,19.1,16.92,16.92
Tommaso Augello,43096264.0,17.35,17.35,17.35,17.35,16.6,16.6,17.45,17.45,15.08,15.08
Pape Gueye,48043484.0,16.75,16.75,16.75,16.75,17.2,17.2,16.0,16.0,16.83,16.83
Enock Kwateng,85134692.0,16.65,16.65,16.65,16.65,17.25,17.25,16.15,16.15,16.12,16.12
Nicolas Pépé,85136376.0,17.85,17.85,17.85,17.85,17.65,17.65,17.55,17.55,16.21,16.21
Xabier Santamaría,2000202642.0,18.5,18.5,18.5,18.5,18.0,18.0,18.25,18.25,16.62,16.62
Tasos Chatzigiovanis,36096701.0,12.55,12.55,12.55,12.55,14.35,14.35,12.15,12.15,13.04,13.04
Acyr,2000408996.0,18.5,18.5,18.5,18.5,15.4,15.4,18.25,18.25,14.42,14.42
Matías Cavalleri,75049257.0,18.7,18.7,18.7,18.7,18.05,18.05,18.3,18.3,16.12,16.12
Ricardo,2000443686.0,15.9,15.9,15.9,15.9,17.45,17.45,16.0,16.0,16.38,16.38
Dani,2000571661.0,12.9,12.9,12.9,12.9,13.7,13.7,12.5,12.5,14.0,14.0
Saúl,2000664224.0,9.95,9.95,9.95,9.95,8.65,8.65,8.7,8.7,9.04,9.04
