Player,UID,AMC,AP,T,SS,AM,EG
José Aurelio Suárez,67153377.0,14.8,13.45,14.8,12.95,13.5,12.3
Carlos Fernando,2000194985.0,18.75,17.55,18.75,16.15,17.35,15.9
Karim Pérez,2000193717.0,15.7,15.1,15.7,14.65,14.6,14.3
Leander Dendoncker,18057380.0,16.85,16.1,16.85,15.65,15.55,15.15
Jan Crettaz,2000571662.0,12.7,12.3,12.7,12.9,13.0,12.2
Kepa Uriarte,67277833.0,18.3,18.6,18.3,18.3,18.7,18.7
Tòfol Montiel,43459237.0,13.1,13.7,13.1,13.4,13.6,13.7
Saúl Rodríguez,2000440182.0,12.5,13.1,12.5,12.8,12.7,13.5
Joaquín Correa,14042683.0,14.1,14.4,14.1,14.65,14.95,14.4
Alberto Barace,2000663353.0,12.4,12.7,12.4,13.0,13.0,13.1
Luis Muñoz,90065199.0,15.25,14.05,15.25,13.9,14.15,12.45
Ismael Gutiérrez,67298778.0,16.25,15.0,16.25,15.7,15.75,14.45
Salva Gutiérrez,2000571656.0,15.7,16.1,15.7,15.5,16.2,15.1
Iago Salamanca,2000710728.0,17.65,18.8,17.65,18.0,18.25,18.35
Mirko Ladrón de Guevara,14197826.0,16.3,16.0,16.3,15.8,16.4,15.85
Nabil Touaizi,28113829.0,17.85,18.45,17.85,19.1,19.0,19.25
Tommaso Augello,43096264.0,18.05,17.6,18.05,17.45,17.35,16.65
Pape Gueye,48043484.0,16.35,16.45,16.35,16.0,16.75,16.0
Enock Kwateng,85134692.0,17.45,17.0,17.45,16.15,16.65,16.75
Nicolas Pépé,85136376.0,16.85,18.35,16.85,17.55,17.85,18.5
Xabier Santamaría,2000202642.0,17.95,18.55,17.95,18.25,18.5,18.95
Tasos Chatzigiovanis,36096701.0,12.6,13.2,12.6,12.15,12.55,12.5
Acyr,2000408996.0,20.2,18.85,20.2,18.25,18.5,16.95
Matías Cavalleri,75049257.0,18.3,18.45,18.3,18.3,18.7,18.55
Ricardo,2000443686.0,14.9,15.8,14.9,16.0,15.9,16.9
Dani,2000571661.0,14.9,14.45,14.9,12.5,12.9,13.4
Saúl,2000664224.0,11.85,10.05,11.85,8.7,9.95,8.4
