Player,UID,CD,BPD,NNCB,Lib
José Aurelio Suárez,67153377.0,12.45,12.9,12.15,11.7
Carlos Fernando,2000194985.0,15.25,14.55,14.25,15.5
Karim Pérez,2000193717.0,15.95,14.6,15.65,12.35
Leander Dendoncker,18057380.0,16.0,15.25,16.15,15.05
Jan Crettaz,2000571662.0,13.4,13.0,13.7,13.0
Kepa Uriarte,67277833.0,10.35,11.9,11.25,14.35
Tòfol Montiel,43459237.0,8.0,8.9,7.1,10.9
Saúl Rodríguez,2000440182.0,8.3,8.9,8.4,9.9
Joaquín Correa,14042683.0,10.5,10.9,10.2,12.9
Alberto Barace,2000663353.0,10.1,10.6,10.5,11.1
Luis Muñoz,90065199.0,15.0,14.1,14.85,13.55
Ismael Gutiérrez,67298778.0,14.4,14.1,13.95,15.65
Salva Gutiérrez,2000571656.0,11.8,11.9,11.35,13.55
Iago Salamanca,2000710728.0,11.55,11.35,10.25,14.0
Mirko Ladrón de Guevara,14197826.0,14.6,14.45,14.6,15.45
Nabil Touaizi,28113829.0,12.8,13.35,12.5,15.75
Tommaso Augello,43096264.0,14.05,14.05,13.6,15.9
Pape Gueye,48043484.0,15.6,14.75,15.05,15.6
Enock Kwateng,85134692.0,14.85,14.55,14.7,15.7
Nicolas Pépé,85136376.0,10.45,10.7,9.3,14.8
Xabier Santamaría,2000202642.0,10.8,11.85,10.95,14.4
Tasos Chatzigiovanis,36096701.0,9.8,9.5,9.7,11.1
Acyr,2000408996.0,16.2,14.85,14.85,18.15
Matías Cavalleri,75049257.0,11.1,10.85,10.5,14.5
Ricardo,2000443686.0,11.85,11.7,12.6,13.25
Dani,2000571661.0,16.7,15.0,16.95,13.75
Saúl,2000664224.0,11.85,9.5,12.2,9.3
