Player,UID,DM,AM,BWM,HB,SV,RGA
José Aurelio Suárez,67153377.0,13.6,13.0,13.0,14.1,13.8,13.7
Carlos Fernando,2000194985.0,18.35,18.3,18.3,17.35,16.25,16.8
Karim Pérez,2000193717.0,18.0,18.0,18.0,18.2,15.2,12.9
Leander Dendoncker,18057380.0,16.35,16.4,16.4,17.5,16.35,15.65
Jan Crettaz,2000571662.0,14.1,14.2,14.2,14.5,13.3,12.0
Kepa Uriarte,67277833.0,14.0,12.65,12.65,13.45,14.8,16.9
Tòfol Montiel,43459237.0,9.5,9.4,9.4,8.8,10.1,13.0
Saúl Rodríguez,2000440182.0,9.2,9.2,9.2,9.7,9.7,12.2
Joaquín Correa,14042683.0,11.1,11.4,11.4,11.55,11.6,15.2
Alberto Barace,2000663353.0,9.9,9.3,9.3,10.0,10.5,12.7
Luis Muñoz,90065199.0,16.55,15.95,15.95,16.45,15.25,14.4
Ismael Gutiérrez,67298778.0,16.75,15.85,15.85,14.8,15.95,15.15
Salva Gutiérrez,2000571656.0,14.05,14.15,14.15,14.0,14.35,14.75
Iago Salamanca,2000710728.0,14.7,14.85,14.85,13.25,13.75,17.25
Mirko Ladrón de Guevara,14197826.0,15.65,15.6,15.6,15.15,15.8,15.8
Nabil Touaizi,28113829.0,14.8,13.9,13.9,13.9,14.85,18.15
Tommaso Augello,43096264.0,16.45,16.5,16.5,16.7,17.05,16.6
Pape Gueye,48043484.0,16.65,16.9,16.9,15.9,15.15,15.65
Enock Kwateng,85134692.0,16.65,16.35,16.35,16.95,16.45,16.75
Nicolas Pépé,85136376.0,11.95,12.2,12.2,11.35,12.7,17.7
Xabier Santamaría,2000202642.0,13.6,13.0,13.0,14.15,14.55,17.45
Tasos Chatzigiovanis,36096701.0,12.05,12.05,12.05,11.8,12.05,12.15
Acyr,2000408996.0,17.7,17.85,17.85,17.6,17.15,19.0
Matías Cavalleri,75049257.0,13.95,13.5,13.5,14.15,14.65,17.5
Ricardo,2000443686.0,13.25,12.8,12.8,13.85,13.25,15.8
Dani,2000571661.0,16.1,16.35,16.35,17.75,14.7,14.1
Saúl,2000664224.0,12.3,11.55,11.55,13.55,10.2,11.25
