Player,UID,WM,W,DW,IW,IF,WG
José Aurelio Suárez,67153377.0,10.95,10.4,12.0,13.5,12.95,10.67
Carlos Fernando,2000194985.0,16.25,16.5,16.9,17.35,16.15,15.42
Karim Pérez,2000193717.0,14.75,15.9,15.55,14.6,14.65,15.75
Leander Dendoncker,18057380.0,15.55,14.8,16.3,15.55,15.65,14.67
Jan Crettaz,2000571662.0,12.4,12.0,13.2,13.0,12.9,11.92
Kepa Uriarte,67277833.0,17.3,17.3,14.65,18.7,18.3,16.33
Tòfol Montiel,43459237.0,12.3,13.1,9.9,13.6,13.4,12.17
Saúl Rodríguez,2000440182.0,11.6,14.1,9.4,12.7,12.8,13.58
Joaquín Correa,14042683.0,12.35,13.4,11.4,14.95,14.65,12.67
Alberto Barace,2000663353.0,11.8,12.8,9.9,13.0,13.0,12.92
Luis Muñoz,90065199.0,13.35,12.85,14.7,14.15,13.9,12.62
Ismael Gutiérrez,67298778.0,14.75,14.8,16.0,15.75,15.7,14.0
Salva Gutiérrez,2000571656.0,15.05,15.45,14.05,16.2,15.5,14.33
Iago Salamanca,2000710728.0,16.55,18.4,13.85,18.25,18.0,17.08
Mirko Ladrón de Guevara,14197826.0,15.7,16.7,15.35,16.4,15.8,16.42
Nabil Touaizi,28113829.0,16.8,17.8,14.55,19.0,19.1,16.92
Tommaso Augello,43096264.0,18.0,16.6,17.45,17.35,17.45,15.08
Pape Gueye,48043484.0,16.05,17.2,15.85,16.75,16.0,16.83
Enock Kwateng,85134692.0,16.85,17.25,17.15,16.65,16.15,16.12
Nicolas Pépé,85136376.0,16.0,17.65,12.85,17.85,17.55,16.21
Xabier Santamaría,2000202642.0,16.35,18.0,13.7,18.5,18.25,16.62
Tasos Chatzigiovanis,36096701.0,12.75,14.35,13.0,12.55,12.15,13.04
Acyr,2000408996.0,18.15,15.4,17.8,18.5,18.25,14.42
Matías Cavalleri,75049257.0,17.0,18.05,15.1,18.7,18.3,16.12
Ricardo,2000443686.0,14.3,17.45,13.5,15.9,16.0,16.38
Dani,2000571661.0,13.2,13.7,15.3,12.9,12.5,14.0
Saúl,2000664224.0,8.25,8.65,10.8,9.95,8.7,9.04
