Player,UID,AF,CF,DLF,F9,P,PF,TM
José Aurelio Suárez,67153377.0,11.85,12.1,15.15,12.3,11.85,12.2,12.9
Carlos Fernando,2000194985.0,16.35,14.6,16.45,15.95,16.35,16.65,14.0
Karim Pérez,2000193717.0,14.75,13.35,14.4,12.85,14.75,17.15,15.0
Leander Dendoncker,18057380.0,14.35,15.6,16.45,15.45,14.35,16.1,16.25
Jan Crettaz,2000571662.0,12.8,12.8,12.4,11.9,12.8,13.7,12.2
Kepa Uriarte,67277833.0,17.05,15.55,17.35,18.15,17.05,15.6,13.95
Tòfol Montiel,43459237.0,13.2,12.5,12.8,13.5,13.2,11.4,11.3
Saúl Rodríguez,2000440182.0,14.1,12.5,12.5,12.9,14.1,13.0,12.2
Joaquín Correa,14042683.0,14.05,13.85,14.35,14.85,14.05,13.35,13.35
Alberto Barace,2000663353.0,13.6,12.4,13.6,13.6,13.6,12.1,12.6
Luis Muñoz,90065199.0,13.35,12.05,13.7,12.55,13.35,14.2,12.4
Ismael Gutiérrez,67298778.0,15.45,13.9,14.75,15.25,15.45,14.4,12.45
Salva Gutiérrez,2000571656.0,15.7,14.45,16.0,15.35,15.7,15.75,13.65
Iago Salamanca,2000710728.0,17.05,15.6,15.75,16.45,17.05,16.25,14.65
Mirko Ladrón de Guevara,14197826.0,17.7,14.75,16.75,16.3,17.7,16.25,14.95
Nabil Touaizi,28113829.0,18.25,17.0,18.0,18.95,18.25,15.7,15.9
Tommaso Augello,43096264.0,14.95,15.85,17.05,17.4,14.95,16.1,15.25
Pape Gueye,48043484.0,16.2,14.5,15.55,15.95,16.2,16.65,15.15
Enock Kwateng,85134692.0,15.6,14.85,15.8,16.3,15.6,15.75,14.2
Nicolas Pépé,85136376.0,17.8,16.45,17.45,18.4,17.8,14.85,15.1
Xabier Santamaría,2000202642.0,17.75,16.3,18.75,18.4,17.75,16.7,15.75
Tasos Chatzigiovanis,36096701.0,14.15,10.5,11.4,12.25,14.15,12.95,9.8
Acyr,2000408996.0,14.25,16.25,17.75,18.4,14.25,14.65,15.45
Matías Cavalleri,75049257.0,17.95,15.65,17.75,18.9,17.95,15.4,14.1
Ricardo,2000443686.0,17.9,13.3,15.3,16.15,17.9,15.75,13.95
Dani,2000571661.0,12.9,13.2,15.2,13.7,12.9,14.75,15.05
Saúl,2000664224.0,10.1,7.35,10.35,9.5,10.1,10.05,8.9
