Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
19.5,12.666666666666666,4.5,16.25,17.5,13.166666666666666,13.875,16.5,16.25,10.5,17.5,15.625,12.4,11.833333333333334,15.25,16.166666666666668,9.5,17.666666666666668,17.75,9.0
10.0,19.666666666666668,10.0,13.75,16.75,17.833333333333332,14.625,22.75,13.75,16.25,18.75,14.5,18.8,13.5,19.0,21.333333333333332,12.25,15.333333333333334,16.5,11.25
16.0,14.666666666666666,14.0,10.75,13.75,16.166666666666668,10.25,21.0,10.75,12.25,13.0,18.0,15.1,11.166666666666666,19.0,19.666666666666668,8.0,12.166666666666666,22.25,11.75
14.0,17.333333333333332,14.0,15.0,14.25,16.666666666666668,16.0,19.75,15.0,11.25,19.0,19.25,16.8,14.333333333333334,14.5,19.166666666666668,15.0,17.166666666666668,17.25,15.5
9.0,13.333333333333334,14.0,10.5,14.0,12.333333333333334,10.5,12.5,10.5,13.5,10.5,15.0,12.0,11.333333333333334,13.75,14.0,10.0,11.666666666666666,13.5,13.0
15.0,13.166666666666666,8.0,15.5,17.0,17.166666666666668,20.0,17.25,15.5,19.0,16.0,16.0,16.0,13.333333333333334,17.25,15.166666666666666,18.5,20.166666666666668,14.25,12.25
7.0,13.0,8.0,9.5,15.0,13.666666666666666,13.25,12.5,9.5,15.0,11.0,9.25,13.6,7.666666666666667,13.25,12.333333333333334,13.0,13.333333333333334,9.5,8.0
7.0,11.666666666666666,15.0,9.5,14.5,13.333333333333334,12.0,12.0,9.5,13.0,11.0,13.0,12.6,7.333333333333333,16.25,12.0,13.5,12.0,12.0,7.0
11.0,17.5,7.0,8.75,15.5,18.166666666666668,13.0,13.5,8.75,16.0,14.0,12.25,16.7,7.666666666666667,12.75,16.833333333333332,14.5,14.0,10.0,7.25
13.0,11.0,14.0,12.5,13.0,13.333333333333334,14.25,13.0,12.5,15.0,13.0,12.0,12.4,11.0,14.0,12.333333333333334,15.5,15.333333333333334,12.5,10.5
12.0,14.5,11.0,12.25,14.5,17.666666666666668,11.0,19.5,12.25,12.0,17.75,15.75,15.4,12.166666666666666,15.5,19.5,10.0,13.166666666666666,13.25,12.75
9.0,14.333333333333334,11.0,14.25,17.75,15.0,14.5,18.5,14.25,17.5,15.75,17.125,14.6,16.5,19.0,17.333333333333332,10.5,15.166666666666666,13.5,13.0
8.0,17.666666666666668,9.5,15.75,15.5,16.333333333333332,16.125,18.0,15.75,14.0,13.5,17.5,16.5,13.666666666666666,16.5,18.5,17.0,17.333333333333332,13.0,13.5
13.0,18.666666666666668,8.0,11.25,15.0,22.333333333333332,12.75,19.25,11.25,19.0,15.75,13.875,20.5,10.5,14.25,19.666666666666668,20.5,13.666666666666666,11.0,10.0
15.0,16.666666666666668,15.0,19.75,15.75,15.833333333333334,17.25,18.25,19.75,17.75,19.0,16.375,16.1,18.166666666666668,18.875,17.833333333333332,20.75,18.5,15.0,17.5
14.0,15.833333333333334,11.0,14.25,19.5,20.166666666666668,17.25,17.0,14.25,22.0,15.0,12.25,18.0,13.0,17.75,17.333333333333332,18.0,17.833333333333332,16.5,11.5
9.0,16.833333333333332,6.0,16.0,18.0,16.666666666666668,19.0,19.75,16.0,14.25,17.5,18.25,16.5,15.0,14.125,19.166666666666668,17.25,18.166666666666668,15.0,15.0
16.5,17.666666666666668,13.5,13.5,15.75,17.166666666666668,12.875,19.75,13.5,17.75,11.25,16.375,16.9,15.0,18.25,19.833333333333332,15.25,14.0,15.0,11.75
11.0,15.333333333333334,10.0,13.75,14.5,17.666666666666668,16.5,17.0,13.75,14.5,18.0,17.5,16.5,13.166666666666666,17.125,16.833333333333332,15.0,15.833333333333334,15.75,13.75
10.0,19.166666666666668,8.0,12.75,17.75,20.833333333333332,18.375,16.75,12.75,20.75,15.75,10.375,20.0,10.5,16.25,17.833333333333332,22.75,18.833333333333332,11.5,13.5
13.5,15.166666666666666,6.0,15.5,20.5,18.666666666666668,18.5,16.5,15.5,17.5,15.25,15.625,16.6,11.166666666666666,19.0,17.166666666666668,20.0,19.666666666666668,18.5,11.5
6.0,13.333333333333334,7.0,10.75,11.0,15.166666666666666,13.625,13.0,10.75,10.5,12.25,13.25,14.1,11.0,16.0,13.666666666666666,12.5,11.666666666666666,8.5,10.75
8.0,20.0,11.0,14.25,22.0,19.166666666666668,18.125,24.75,14.25,19.5,20.75,16.625,19.3,13.5,12.125,23.5,17.5,19.166666666666668,11.75,15.75
5.0,17.666666666666668,8.0,15.5,17.0,19.166666666666668,20.375,18.75,15.5,19.75,18.25,14.5,18.4,12.333333333333334,17.25,18.666666666666668,19.25,20.166666666666668,14.0,11.5
15.0,14.333333333333334,7.0,13.5,13.0,19.666666666666668,15.375,14.75,13.5,18.25,15.0,16.0,16.8,12.5,18.75,15.833333333333334,16.5,15.833333333333334,15.5,10.0
16.0,15.666666666666666,15.0,17.75,15.5,13.666666666666666,14.625,19.75,17.75,10.0,14.25,19.75,15.1,16.166666666666668,17.0,17.333333333333332,9.5,15.166666666666666,21.5,13.0
20.0,14.833333333333334,2.0,12.5,4.5,13.166666666666666,7.125,18.25,12.5,5.0,15.5,17.0,14.0,9.5,14.375,16.833333333333332,5.75,8.5,11.0,6.0
