Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
José Aurelio Suárez,67153377.0,1054.5,1140.5,1325.5,1094.5,1245.5,1102.0,1315.0,1221.0,1262.0,1411.5
Carlos Fernando,2000194985.0,1214.5,1441.0,1612.5,1408.0,1572.0,1426.5,1633.5,1619.5,1601.0,1758.5
Karim Pérez,2000193717.0,1119.5,1342.0,1574.5,1289.0,1479.5,1280.0,1495.0,1452.5,1439.0,1643.5
Leander Dendoncker,18057380.0,1073.0,1265.0,1498.0,1214.0,1438.0,1258.0,1493.0,1373.0,1410.5,1642.5
Jan Crettaz,2000571662.0,859.0,1091.0,1294.0,1058.0,1241.0,1069.0,1248.0,1205.0,1206.0,1402.0
Kepa Uriarte,67277833.0,1045.0,1313.5,1463.5,1320.5,1474.0,1408.5,1613.5,1563.5,1573.5,1779.0
Tòfol Montiel,43459237.0,741.0,949.0,1018.0,970.0,1078.0,1054.0,1181.0,1192.0,1190.0,1370.0
Saúl Rodríguez,2000440182.0,782.0,973.0,1060.0,989.0,1062.0,1066.0,1169.0,1217.0,1191.0,1423.0
Joaquín Correa,14042683.0,830.0,986.5,1109.0,996.0,1129.5,1075.0,1217.5,1198.0,1212.5,1425.0
Alberto Barace,2000663353.0,796.0,990.0,1152.0,987.0,1099.0,1049.0,1183.0,1183.0,1185.0,1435.0
Luis Muñoz,90065199.0,1116.0,1260.5,1485.5,1195.0,1385.0,1190.0,1389.0,1342.0,1342.5,1510.5
Ismael Gutiérrez,67298778.0,1145.0,1379.0,1624.5,1330.0,1554.5,1374.0,1589.5,1548.0,1548.0,1709.0
Salva Gutiérrez,2000571656.0,984.5,1228.0,1380.0,1234.0,1403.0,1301.0,1498.0,1463.0,1470.5,1645.0
Iago Salamanca,2000710728.0,940.5,1186.0,1327.0,1192.0,1378.5,1286.0,1493.5,1442.0,1466.5,1710.0
Mirko Ladrón de Guevara,14197826.0,1094.5,1359.0,1597.0,1339.0,1507.0,1388.5,1575.0,1566.5,1554.5,1826.0
Nabil Touaizi,28113829.0,1067.5,1327.5,1510.0,1321.5,1516.5,1411.0,1620.5,1578.5,1594.5,1862.0
Tommaso Augello,43096264.0,1017.5,1265.5,1431.5,1252.0,1455.0,1324.5,1541.5,1456.0,1450.5,1643.0
Pape Gueye,48043484.0,1055.5,1329.0,1597.5,1305.0,1495.0,1331.5,1547.5,1517.5,1507.0,1722.0
Enock Kwateng,85134692.0,1115.5,1345.0,1529.0,1320.5,1502.5,1363.0,1562.0,1518.0,1501.5,1688.0
Nicolas Pépé,85136376.0,916.5,1157.0,1256.0,1182.5,1357.0,1318.5,1485.5,1459.0,1482.0,1723.0
Xabier Santamaría,2000202642.0,1056.0,1288.0,1406.0,1312.0,1450.0,1396.0,1586.5,1559.5,1569.0,1794.5
Tasos Chatzigiovanis,36096701.0,861.0,1087.5,1181.5,1087.5,1175.5,1141.0,1235.5,1290.0,1234.0,1384.0
Acyr,2000408996.0,1084.5,1275.5,1452.0,1226.5,1475.5,1287.0,1527.0,1400.0,1440.5,1606.0
Matías Cavalleri,75049257.0,1076.5,1280.5,1359.0,1299.0,1434.0,1401.0,1567.5,1559.5,1554.0,1741.0
Ricardo,2000443686.0,1007.0,1226.5,1387.0,1230.5,1347.0,1288.0,1429.0,1460.5,1438.5,1685.0
Dani,2000571661.0,1134.5,1289.0,1552.0,1219.0,1402.5,1217.0,1418.5,1336.5,1357.0,1553.5
Saúl,2000664224.0,1056.5,998.5,1201.0,902.5,1070.5,903.0,1073.5,980.0,1036.0,1096.0
