Player,UID,AF,CF,DLF,F9,P,PF,TM
Thibaut Courtois,18026122.0,7.8,10.2,12.3,11.3,7.8,7.4,11.2
Pedro Porro,67268221.0,15.55,14.45,14.7,15.1,15.55,14.85,13.55
Boubacar Kamara,48043084.0,18.25,15.2,17.15,16.5,18.25,16.0,16.1
Takehiro Tomiyasu,45095490.0,13.95,13.45,13.6,13.1,13.95,14.15,13.35
Fabrice Mbassi,2000191910.0,13.6,14.05,15.75,15.55,13.6,13.2,12.1
Youri Tielemans,18077264.0,16.25,16.6,19.2,18.05,16.25,14.8,14.8
Juan Martín Sancho,2000377686.0,14.7,14.5,14.8,14.9,14.7,13.8,13.4
Raheem Sterling,28054109.0,15.1,15.3,15.4,15.6,15.1,14.7,13.9
Jadon Sancho,28108490.0,17.25,14.85,16.05,16.45,17.25,13.95,13.85
Lê,2000410610.0,16.6,14.9,14.7,14.6,16.6,15.0,14.7
Zinho Vanheusden,18091405.0,12.1,12.5,12.9,12.0,12.1,12.0,12.8
Angeliño,28095342.0,13.5,12.7,13.8,14.5,13.5,13.0,12.0
Francisco Mora,2000437769.0,12.55,11.75,15.4,12.6,12.55,13.05,13.75
Éder Militão,19273276.0,13.8,12.8,13.8,13.1,13.8,13.7,13.3
Abderrahmane Sefrioui,2000433189.0,13.6,12.2,13.8,12.7,13.6,13.7,12.9
Vinícius Júnior,19302146.0,16.4,13.8,14.1,14.7,16.4,15.0,12.9
Odsonne Edouard,48036880.0,13.7,13.8,13.6,13.1,13.7,13.0,13.4
Edmond Tapsoba,13196616.0,16.8,14.25,16.55,15.9,16.8,14.3,14.6
Kylian Mbappé,85139014.0,18.1,15.1,16.3,16.6,18.1,15.0,14.1
Ciprian Trandafir,2000189363.0,16.4,12.5,16.1,15.2,16.4,15.65,12.55
Matías Zeiden,2000272732.0,16.35,16.4,19.55,18.2,16.35,14.7,15.2
Andrew Sinclair,2000432933.0,18.65,16.05,18.05,17.8,18.65,17.7,15.25
Isaac Guerra,2000439269.0,17.85,15.5,17.6,16.85,17.85,16.7,14.65
Boris Peters,2000506902.0,15.9,13.2,13.8,13.6,15.9,13.8,13.1
Roberto Bonilla,2000569765.0,20.05,17.6,18.7,19.75,20.05,18.95,18.45
