Player,UID,Position
Thibaut Courtois,18026122,GK
Pedro Porro,67268221,D/WB/M (R)
Boubacar Kamara,48043084,"D (C), DM, M (C)"
Takehiro Tomiyasu,45095490,"D (RC), WB (R)"
Fabrice Mbassi,2000191910,"D (RL), WB (L), DM, M (L)"
Youri Tielemans,18077264,"DM, M/AM (C)"
Juan Martín Sancho,2000377686,"M (LC), AM (L)"
Raheem Sterling,28054109,"M (RL), AM (RLC), ST (C)"
Jadon Sancho,28108490,"M (RL), AM (RLC)"
Lê,2000410610,"AM (R), ST (C)"
Zinho Vanheusden,18091405,"D (RC), WB (R), DM"
Angeliño,28095342,D/WB/M (L)
Francisco Mora,2000437769,GK
Éder Militão,19273276,"D (RC), WB (R), DM"
Abderrahmane Sefrioui,2000433189,"D (R), DM, M (C)"
Vinícius Júnior,19302146,"M (L), AM (RL), ST (C)"
Odsonne Edouard,48036880,"AM (RLC), ST (C)"
Edmond Tapsoba,13196616,D (C)
Kylian Mbappé,85139014,"AM (RL), ST (C)"
Ciprian Trandafir,2000189363,WB/M/AM (R)
Matías Zeiden,2000272732,"DM, M (C)"
Andrew Sinclair,2000432933,M (C)
Isaac Guerra,2000439269,"D/WB (R), DM, M (RC)"
Boris Peters,2000506902,"AM (R), ST (C)"
Roberto Bonilla,2000569765,"AM (RL), ST (C)"
