Player,UID,FB,WB,IWB,CWB,NNFB
Thibaut Courtois,18026122.0,9.1,5.9,10.9,7.62,9.9
Pedro Porro,67268221.0,13.4,14.2,13.3,14.38,12.7
Boubacar Kamara,48043084.0,15.15,13.65,14.95,13.81,14.65
Takehiro Tomiyasu,45095490.0,14.9,13.8,14.5,13.69,14.4
Fabrice Mbassi,2000191910.0,14.6,13.2,14.75,13.54,13.8
Youri Tielemans,18077264.0,13.2,12.9,14.7,13.92,13.0
Juan Martín Sancho,2000377686.0,12.4,13.2,12.5,14.15,11.1
Raheem Sterling,28054109.0,13.3,13.2,13.6,13.85,12.5
Jadon Sancho,28108490.0,11.2,11.9,11.9,13.0,9.5
Lê,2000410610.0,13.3,13.25,12.6,13.65,12.6
Zinho Vanheusden,18091405.0,14.1,12.7,14.2,12.69,13.8
Angeliño,28095342.0,13.6,13.6,13.8,13.77,12.8
Francisco Mora,2000437769.0,9.5,6.9,9.85,7.19,10.05
Éder Militão,19273276.0,14.8,13.6,14.3,13.46,14.9
Abderrahmane Sefrioui,2000433189.0,14.1,12.9,13.3,13.08,14.3
Vinícius Júnior,19302146.0,11.8,12.35,11.0,12.73,11.3
Odsonne Edouard,48036880.0,10.8,11.5,11.1,12.0,10.9
Edmond Tapsoba,13196616.0,13.5,12.65,13.6,12.88,13.3
Kylian Mbappé,85139014.0,12.3,13.1,11.8,13.69,10.4
Ciprian Trandafir,2000189363.0,13.1,13.15,12.7,13.27,12.35
Matías Zeiden,2000272732.0,13.25,13.15,14.65,14.42,13.25
Andrew Sinclair,2000432933.0,13.35,13.15,13.45,13.58,13.05
Isaac Guerra,2000439269.0,14.0,12.5,13.9,13.0,13.15
Boris Peters,2000506902.0,11.0,11.9,10.4,12.69,9.7
Roberto Bonilla,2000569765.0,12.9,12.6,12.2,13.0,11.8
