Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Thibaut Courtois,18026122.0,11.1,11.1,11.1,11.1,8.0,8.0,10.0,10.0,9.0,9.0
Pedro Porro,67268221.0,15.0,15.0,15.0,15.0,15.1,15.1,15.25,15.25,14.0,14.0
Boubacar Kamara,48043084.0,16.6,16.6,16.6,16.6,17.35,17.35,15.55,15.55,16.79,16.79
Takehiro Tomiyasu,45095490.0,13.8,13.8,13.8,13.8,13.8,13.8,13.55,13.55,13.75,13.75
Fabrice Mbassi,2000191910.0,15.55,15.55,15.55,15.55,14.6,14.6,13.9,13.9,13.33,13.33
Youri Tielemans,18077264.0,18.15,18.15,18.15,18.15,14.1,14.1,17.45,17.45,13.17,13.17
Juan Martín Sancho,2000377686.0,15.1,15.1,15.1,15.1,14.5,14.5,14.8,14.8,14.08,14.08
Raheem Sterling,28054109.0,15.7,15.7,15.7,15.7,15.0,15.0,15.5,15.5,13.92,13.92
Jadon Sancho,28108490.0,16.15,16.15,16.15,16.15,14.3,14.3,15.75,15.75,13.42,13.42
Lê,2000410610.0,15.0,15.0,15.0,15.0,14.7,14.7,15.1,15.1,14.67,14.67
Zinho Vanheusden,18091405.0,12.4,12.4,12.4,12.4,12.3,12.3,11.9,11.9,12.75,12.75
Angeliño,28095342.0,14.4,14.4,14.4,14.4,14.2,14.2,14.0,14.0,13.08,13.08
Francisco Mora,2000437769.0,13.95,13.95,13.95,13.95,11.05,11.05,12.6,12.6,11.54,11.54
Éder Militão,19273276.0,13.4,13.4,13.4,13.4,13.3,13.3,12.9,12.9,13.42,13.42
Abderrahmane Sefrioui,2000433189.0,13.0,13.0,13.0,13.0,12.8,12.8,12.5,12.5,12.42,12.42
Vinícius Júnior,19302146.0,14.9,14.9,14.9,14.9,14.9,14.9,15.0,15.0,13.75,13.75
Odsonne Edouard,48036880.0,13.4,13.4,13.4,13.4,12.9,12.9,13.9,13.9,13.0,13.0
Edmond Tapsoba,13196616.0,16.2,16.2,16.2,16.2,15.95,15.95,15.0,15.0,15.96,15.96
Kylian Mbappé,85139014.0,16.2,16.2,16.2,16.2,16.4,16.4,16.4,16.4,15.0,15.0
Ciprian Trandafir,2000189363.0,16.0,16.0,16.0,16.0,16.3,16.3,14.75,14.75,15.17,15.17
Matías Zeiden,2000272732.0,18.5,18.5,18.5,18.5,13.9,13.9,17.7,17.7,13.17,13.17
Andrew Sinclair,2000432933.0,17.5,17.5,17.5,17.5,17.2,17.2,17.3,17.3,16.46,16.46
Isaac Guerra,2000439269.0,17.8,17.8,17.8,17.8,17.1,17.1,17.3,17.3,16.0,16.0
Boris Peters,2000506902.0,14.3,14.3,14.3,14.3,14.3,14.3,15.1,15.1,13.75,13.75
Roberto Bonilla,2000569765.0,20.85,20.85,20.85,20.85,21.15,21.15,20.65,20.65,20.21,20.21
