Player,UID,WM,W,DW,IW,IF,WG
Mauricio Morán,2000192669.0,10.05,11.55,12.5,11.2,10.4,11.25
Ángel Luis Arcas,2000571805.0,16.1,16.05,16.05,17.95,16.45,16.46
Juan Ángel Muñoz,2000512204.0,14.5,14.3,15.4,14.95,13.75,14.17
Ricardo Peralta,2000438819.0,15.45,15.35,16.25,14.75,14.35,15.21
Josep,2000513274.0,14.35,16.65,14.5,14.4,13.35,15.38
Ramiro Gabarri,2000198124.0,15.1,16.85,12.9,17.9,17.6,15.62
Gustavo Zamora,2000512210.0,14.5,17.3,11.35,18.25,17.0,16.46
Mamadou Coly,2000440193.0,12.85,14.3,12.95,13.25,12.95,13.25
Luis Nsambi,2000631649.0,18.05,17.95,14.3,19.95,18.2,17.46
Alberto,2000512206.0,14.8,15.55,14.0,15.35,15.05,14.71
Bright Adjei,2000660374.0,12.3,13.0,10.8,13.5,13.8,12.25
Guillermo Centurión,78095397.0,10.35,10.05,11.4,12.25,11.6,10.29
Kike Barja,67196202.0,17.25,17.3,15.55,18.35,17.45,15.67
Ezequiel Aranda,14246685.0,17.8,18.45,15.1,19.05,20.0,17.12
Álex Olmedo,2000034591.0,10.8,10.1,9.1,12.4,11.5,9.5
Raúl De Tomás,67156425.0,15.65,15.9,13.95,16.3,16.7,15.17
Sem Westerveld,37079077.0,7.4,6.6,8.8,7.85,7.85,7.42
Fali,67155014.0,15.15,13.7,16.95,14.9,14.15,14.62
Chema Nuñez,67232678.0,15.1,15.5,14.7,16.85,16.5,13.92
Antonio Sánchez,67272744.0,15.2,16.25,15.85,15.15,14.55,15.5
Fran Pérez,95078306.0,15.35,15.85,14.4,16.65,16.9,15.04
Diego Moreno,2000024303.0,16.6,18.35,16.4,15.85,15.25,16.62
Junior Esparragoza,2000179937.0,14.25,14.8,16.1,15.2,14.35,14.17
Francisco Jesús Carbonell,2000440196.0,18.5,17.7,17.8,20.05,18.4,16.58
