Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Mauricio Morán,2000192669.0,12.0,9.83,2.0,12.0,5.0,8.33,6.83,11.75,12.0,3.5,9.25,13.12,8.8,8.83,13.0,11.33,1.0,8.75,14.5,3.17,2.5
Ángel Luis Arcas,2000571805.0,16.0,16.33,10.5,12.75,13.0,10.33,9.33,14.25,12.75,11.0,12.5,11.88,13.0,12.5,14.0,14.5,12.0,11.5,12.25,7.17,12.0
Juan Ángel Muñoz,2000512204.0,16.0,14.0,11.0,13.0,9.0,10.83,8.33,14.25,13.0,7.0,10.75,12.0,12.1,12.67,12.62,14.17,6.0,8.75,12.25,5.5,13.0
Ricardo Peralta,2000438819.0,18.0,13.0,11.0,10.5,7.75,10.67,6.5,16.25,10.5,8.5,11.0,13.25,11.7,10.33,11.12,15.0,8.5,8.0,10.0,6.67,15.0
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,12.75,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0
Ramiro Gabarri,2000198124.0,7.0,11.0,12.0,8.75,14.0,12.5,14.0,9.25,8.75,14.0,10.25,9.25,11.5,6.67,15.62,10.5,13.0,15.75,13.75,13.5,4.5
Gustavo Zamora,2000512210.0,10.5,12.33,10.0,8.75,15.75,13.17,10.0,11.0,8.75,13.5,10.5,8.88,12.9,7.33,15.25,11.33,16.0,13.0,11.75,11.0,5.0
Mamadou Coly,2000440193.0,11.0,9.5,5.0,7.0,11.0,11.5,12.33,8.5,7.0,12.5,8.5,10.75,10.2,7.67,14.75,9.67,10.0,12.0,11.5,8.67,5.5
Luis Nsambi,2000631649.0,16.0,15.83,7.0,9.0,15.0,12.83,11.0,16.25,9.0,15.25,10.5,9.62,15.1,8.33,13.0,14.33,15.5,14.25,10.0,12.33,9.0
Alberto,2000512206.0,12.0,12.83,9.0,10.25,14.0,12.67,13.33,10.75,10.25,15.0,11.5,10.62,12.7,8.83,13.38,11.5,13.0,14.0,11.75,13.0,5.5
Bright Adjei,2000660374.0,9.0,15.0,8.0,9.5,16.5,13.67,12.0,14.0,9.5,15.0,10.5,9.5,13.8,8.67,12.0,15.0,14.0,14.0,12.5,14.33,6.0
Guillermo Centurión,78095397.0,14.5,8.83,1.5,9.0,9.75,8.33,9.33,12.0,9.0,6.25,8.0,11.75,8.6,7.17,12.0,10.83,1.5,13.0,9.5,5.67,2.5
Kike Barja,67196202.0,7.0,13.67,8.0,10.5,14.0,13.83,13.33,13.75,10.5,14.5,12.0,10.25,14.1,8.83,12.38,13.17,14.0,13.5,10.25,11.17,8.5
Ezequiel Aranda,14246685.0,5.0,13.0,16.0,12.0,14.75,14.33,12.5,16.0,12.0,14.75,10.75,11.5,13.4,9.5,15.5,15.67,14.0,15.0,15.5,13.0,4.5
Álex Olmedo,2000034591.0,4.0,12.0,9.0,9.0,15.5,11.67,12.0,13.0,9.0,12.0,9.5,9.25,12.2,7.67,13.0,12.0,10.0,14.5,10.5,10.67,9.0
Raúl De Tomás,67156425.0,10.0,12.17,13.0,12.5,13.75,13.33,13.17,12.75,12.5,10.5,13.25,10.38,13.0,9.33,11.25,12.33,13.5,12.75,11.75,13.83,7.0
Sem Westerveld,37079077.0,16.0,4.33,0.0,10.0,4.0,6.33,5.33,10.0,10.0,2.5,10.5,11.75,5.2,6.67,8.25,8.67,3.0,8.0,7.0,1.67,0.0
Fali,67155014.0,13.0,13.5,14.0,11.75,12.0,10.0,10.17,13.25,11.75,8.5,12.25,16.0,11.6,12.5,8.0,13.0,9.5,10.5,9.25,8.0,13.0
Chema Nuñez,67232678.0,5.0,11.17,7.0,11.5,13.5,13.33,12.67,11.0,11.5,12.25,11.5,10.0,12.6,10.83,12.0,10.83,11.5,13.5,8.75,12.17,6.0
Antonio Sánchez,67272744.0,7.0,12.17,10.0,12.75,9.25,12.33,9.17,11.75,12.75,9.0,12.75,12.38,12.2,11.83,12.0,12.0,12.5,10.0,11.75,8.67,12.0
Fran Pérez,95078306.0,13.0,8.5,9.0,9.0,15.5,12.33,14.33,10.0,9.0,13.75,10.5,8.75,10.4,8.5,14.0,10.17,12.5,15.5,9.75,10.83,5.0
Diego Moreno,2000024303.0,7.0,12.0,9.0,11.5,9.5,10.5,11.33,11.25,11.5,10.5,10.25,11.5,10.7,11.67,14.12,12.17,13.0,10.25,12.25,7.17,13.0
Junior Esparragoza,2000179937.0,13.0,11.83,9.0,11.5,6.75,12.67,6.83,12.0,11.5,7.0,12.0,12.5,11.6,12.33,12.62,13.17,9.5,8.0,13.0,5.67,13.0
Francisco Jesús Carbonell,2000440196.0,9.0,15.0,13.0,12.0,14.0,14.83,11.67,16.25,12.0,13.0,13.5,11.25,15.3,11.5,13.88,15.17,13.0,13.5,12.25,10.17,10.5
