Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Txomin Zubiri,2000439530.0,6.2,6.2,6.2,6.2,5.5,5.5,6.2,6.2,5.5,5.5
Eugenio,2000196447.0,10.0,10.0,10.0,10.0,8.7,8.7,9.3,9.3,8.83,8.83
Ángel Rueda,2000053923.0,5.2,5.2,5.2,5.2,6.55,6.55,5.2,5.2,7.17,7.17
Jesús María Lope,2000680621.0,6.7,6.7,6.7,6.7,4.8,4.8,6.7,6.7,5.92,5.92
Jeremy Socorro,67275291.0,8.7,8.7,8.7,8.7,9.1,9.1,7.8,7.8,8.46,8.46
Iván Gil,67277668.0,11.0,11.0,11.0,11.0,10.1,10.1,10.1,10.1,9.25,9.25
Mati,2000556504.0,8.55,8.55,8.55,8.55,10.65,10.65,8.8,8.8,10.54,10.54
Ale Sánchez,2000512877.0,9.8,9.8,9.8,9.8,11.3,11.3,10.0,10.0,10.58,10.58
Martín Alonso,2000681854.0,10.55,10.55,10.55,10.55,13.1,13.1,10.45,10.45,12.42,12.42
Gustavo Abizanda,67293305.0,11.6,11.6,11.6,11.6,11.2,11.2,11.2,11.2,10.42,10.42
Pascual,2000632678.0,10.7,10.7,10.7,10.7,11.4,11.4,10.6,10.6,11.58,11.58
Jaume Ramón,2000198629.0,3.65,3.65,3.65,3.65,3.85,3.85,3.65,3.65,4.75,4.75
Jesús García,2000443709.0,7.5,7.5,7.5,7.5,4.05,4.05,7.5,7.5,4.96,4.96
Josh Pérez,72046491.0,9.7,9.7,9.7,9.7,10.8,10.8,9.9,9.9,10.33,10.33
Jesus,2000443702.0,11.6,11.6,11.6,11.6,9.2,9.2,11.8,11.8,9.33,9.33
Esteban Navarro,2000685451.0,6.2,6.2,6.2,6.2,7.4,7.4,6.3,6.3,7.67,7.67
Juan Ramón Acosta,2000680229.0,10.5,10.5,10.5,10.5,10.35,10.35,10.65,10.65,9.42,9.42
Ramón López,2000679928.0,9.7,9.7,9.7,9.7,9.1,9.1,9.6,9.6,8.92,8.92
Javier Vidorreta,2000066246.0,9.6,9.6,9.6,9.6,9.8,9.8,10.3,10.3,10.33,10.33
Óscar Coll,67277671.0,10.65,10.65,10.65,10.65,10.0,10.0,9.65,9.65,8.92,8.92
Aitor Añibarro,2000035882.0,9.55,9.55,9.55,9.55,10.2,10.2,9.8,9.8,10.08,10.08
Christian Díaz,2000510073.0,9.2,9.2,9.2,9.2,9.3,9.3,7.9,7.9,9.67,9.67
Iván,2000574699.0,6.7,6.7,6.7,6.7,6.75,6.75,6.2,6.2,7.04,7.04
Roger Colomina,2000015276.0,10.45,10.45,10.45,10.45,11.35,11.35,10.0,10.0,10.79,10.79
