Player,UID,AMC,AP,T,SS,AM,EG
Andrés Céspedes,2000043877.0,12.6,11.2,12.6,10.25,11.55,9.6
José Curras,67294881.0,17.8,16.75,17.8,16.6,17.15,15.75
Arnar Bragason,2000357424.0,16.3,14.95,16.3,16.3,16.7,15.2
Arnau Comas,67258409.0,16.1,15.2,16.1,14.45,15.4,14.85
Javi López,67293674.0,18.0,18.0,18.0,17.0,18.05,18.15
Lirim Kastrati,24058534.0,10.8,11.0,10.8,11.5,11.4,11.8
Schurrle,83223653.0,19.05,19.5,19.05,18.1,19.15,18.9
Ibrahim Sangaré,48042717.0,16.6,15.95,16.6,15.9,16.25,16.0
Asier Rodríguez,2000572954.0,12.85,13.0,12.85,12.15,12.55,12.7
0,2000068663.0,16.75,17.2,16.75,17.25,16.65,15.55
Xabier Garmendia,2000631378.0,20.65,20.8,20.65,21.75,21.2,21.0
Carlos Abad,67198215.0,15.5,14.15,15.5,12.7,14.0,12.05
David Martínez,14136117.0,17.85,16.95,17.85,16.45,17.8,16.65
Ander Imaz,2000439533.0,16.15,17.2,16.15,17.35,17.45,18.15
Rafa Mir,67221051.0,16.6,16.75,16.6,17.5,17.0,17.25
Samir Kacem,2000433838.0,14.65,13.45,14.65,12.5,13.25,13.35
Vyacheslav Karavaev,58076747.0,17.55,17.55,17.55,17.05,17.2,17.1
Joseph Ngwem,2000202611.0,16.35,16.8,16.35,17.8,17.65,17.85
Birger Meling,29126536.0,17.3,16.55,17.3,16.25,16.45,15.6
Adil Aouchiche,49048441.0,15.7,15.8,15.7,16.35,16.35,16.55
Alexander Sørloth,53063430.0,17.6,17.3,17.6,17.9,17.55,17.5
Luca Sangalli,67190076.0,17.3,17.1,17.3,16.7,16.2,16.6
Borja Sainz,67277845.0,16.45,17.5,16.45,17.05,16.95,18.05
Suleimane Rodrigues,2000190096.0,16.0,15.65,16.0,16.9,16.7,16.15
Stefan Ranđelović,62247042.0,16.0,14.75,16.0,12.0,14.15,12.35
Rubén Garrido,2000515088.0,17.9,17.15,17.9,16.8,17.25,16.55
