Player,UID,CD,BPD,NNCB,Lib
Andrés Céspedes,2000043877.0,12.0,11.6,12.6,10.35
José Curras,67294881.0,15.3,15.3,15.45,16.3
Arnar Bragason,2000357424.0,15.95,15.95,17.45,15.85
Arnau Comas,67258409.0,16.0,15.85,16.45,15.1
Javi López,67293674.0,15.8,16.6,15.0,17.2
Lirim Kastrati,24058534.0,7.95,7.75,8.45,9.05
Schurrle,83223653.0,14.35,14.25,13.2,17.75
Ibrahim Sangaré,48042717.0,18.1,17.25,17.95,16.15
Asier Rodríguez,2000572954.0,10.05,9.2,9.75,10.8
0,2000068663.0,14.7,13.65,13.3,15.2
Xabier Garmendia,2000631378.0,14.25,14.6,13.65,17.05
Carlos Abad,67198215.0,12.7,12.55,12.7,12.3
David Martínez,14136117.0,15.85,16.65,16.15,17.3
Ander Imaz,2000439533.0,8.35,9.55,7.9,12.15
Rafa Mir,67221051.0,13.75,13.6,13.75,14.6
Samir Kacem,2000433838.0,15.55,13.6,15.05,13.5
Vyacheslav Karavaev,58076747.0,15.15,15.2,15.3,16.4
Joseph Ngwem,2000202611.0,12.2,12.4,12.2,12.6
Birger Meling,29126536.0,13.65,13.2,13.65,15.0
Adil Aouchiche,49048441.0,13.1,12.5,12.6,13.9
Alexander Sørloth,53063430.0,14.0,12.45,13.7,13.95
Luca Sangalli,67190076.0,14.25,11.8,13.95,14.75
Borja Sainz,67277845.0,12.4,12.75,12.7,15.75
Suleimane Rodrigues,2000190096.0,14.0,14.3,14.15,14.75
Stefan Ranđelović,62247042.0,14.15,12.7,12.8,12.55
Rubén Garrido,2000515088.0,13.45,12.95,12.25,14.1
