Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Andrés Céspedes,2000043877.0,11.55,11.55,11.55,11.55,10.55,10.55,10.25,10.25,10.62,10.62
José Curras,67294881.0,17.15,17.15,17.15,17.15,16.0,16.0,16.6,16.6,15.08,15.08
Arnar Bragason,2000357424.0,16.7,16.7,16.7,16.7,14.85,14.85,16.3,16.3,14.21,14.21
Arnau Comas,67258409.0,15.4,15.4,15.4,15.4,14.35,14.35,14.45,14.45,14.38,14.38
Javi López,67293674.0,18.05,18.05,18.05,18.05,18.5,18.5,17.0,17.0,17.58,17.58
Lirim Kastrati,24058534.0,11.4,11.4,11.4,11.4,13.3,13.3,11.5,11.5,12.25,12.25
Schurrle,83223653.0,19.15,19.15,19.15,19.15,17.7,17.7,18.1,18.1,16.08,16.08
Ibrahim Sangaré,48042717.0,16.25,16.25,16.25,16.25,16.6,16.6,15.9,15.9,17.25,17.25
Asier Rodríguez,2000572954.0,12.55,12.55,12.55,12.55,14.4,14.4,12.15,12.15,13.17,13.17
0,2000068663.0,16.65,16.65,16.65,16.65,15.7,15.7,17.25,17.25,15.5,15.5
Xabier Garmendia,2000631378.0,21.2,21.2,21.2,21.2,19.45,19.45,21.75,21.75,18.54,18.54
Carlos Abad,67198215.0,14.0,14.0,14.0,14.0,9.85,9.85,12.7,12.7,10.12,10.12
David Martínez,14136117.0,17.8,17.8,17.8,17.8,15.65,15.65,16.45,16.45,15.04,15.04
Ander Imaz,2000439533.0,17.45,17.45,17.45,17.45,18.3,18.3,17.35,17.35,16.25,16.25
Rafa Mir,67221051.0,17.0,17.0,17.0,17.0,16.7,16.7,17.5,17.5,16.42,16.42
Samir Kacem,2000433838.0,13.25,13.25,13.25,13.25,13.8,13.8,12.5,12.5,13.5,13.5
Vyacheslav Karavaev,58076747.0,17.2,17.2,17.2,17.2,17.75,17.75,17.05,17.05,16.46,16.46
Joseph Ngwem,2000202611.0,17.65,17.65,17.65,17.65,19.1,19.1,17.8,17.8,18.17,18.17
Birger Meling,29126536.0,16.45,16.45,16.45,16.45,16.3,16.3,16.25,16.25,14.75,14.75
Adil Aouchiche,49048441.0,16.35,16.35,16.35,16.35,17.85,17.85,16.35,16.35,17.46,17.46
Alexander Sørloth,53063430.0,17.55,17.55,17.55,17.55,16.7,16.7,17.9,17.9,16.33,16.33
Luca Sangalli,67190076.0,16.2,16.2,16.2,16.2,17.2,17.2,16.7,16.7,15.21,15.21
Borja Sainz,67277845.0,16.95,16.95,16.95,16.95,17.5,17.5,17.05,17.05,16.17,16.17
Suleimane Rodrigues,2000190096.0,16.7,16.7,16.7,16.7,15.85,15.85,16.9,16.9,15.62,15.62
Stefan Ranđelović,62247042.0,14.15,14.15,14.15,14.15,12.25,12.25,12.0,12.0,12.08,12.08
Rubén Garrido,2000515088.0,17.25,17.25,17.25,17.25,17.6,17.6,16.8,16.8,17.04,17.04
