Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Andrés Céspedes,2000043877.0,6.83,15.75,21.0,10.83,6.5,6.17,11.0,17.75
José Curras,67294881.0,13.0,18.62,19.5,15.67,11.33,15.67,10.5,19.17
Arnar Bragason,2000357424.0,14.33,21.0,18.0,10.5,13.0,13.83,11.0,17.92
Arnau Comas,67258409.0,13.33,19.12,20.0,14.0,12.0,13.5,14.5,17.17
Javi López,67293674.0,14.0,20.0,21.25,18.33,15.67,19.0,13.0,15.83
Lirim Kastrati,24058534.0,5.83,13.0,18.0,8.67,12.0,10.67,7.0,10.33
Schurrle,83223653.0,14.5,16.62,13.0,20.67,17.67,16.83,8.0,17.92
Ibrahim Sangaré,48042717.0,17.67,19.12,15.5,13.83,14.0,14.67,20.5,17.42
Asier Rodríguez,2000572954.0,8.17,13.88,15.0,13.17,9.83,15.33,7.0,15.75
0,2000068663.0,12.5,10.88,14.0,18.33,18.67,18.83,14.5,18.0
Xabier Garmendia,2000631378.0,10.0,21.12,14.5,19.67,22.0,19.5,14.0,20.08
Carlos Abad,67198215.0,8.17,15.0,12.75,14.0,7.83,8.5,11.5,17.0
David Martínez,14136117.0,14.0,18.38,19.5,17.0,13.33,17.0,12.0,17.42
Ander Imaz,2000439533.0,5.67,18.5,16.0,17.67,13.83,18.17,6.0,13.75
Rafa Mir,67221051.0,9.83,19.38,14.0,15.17,18.83,15.17,15.0,16.0
Samir Kacem,2000433838.0,13.33,18.75,14.0,12.33,9.17,11.0,12.0,17.75
Vyacheslav Karavaev,58076747.0,14.0,16.12,18.75,19.0,16.33,16.5,10.0,19.0
Joseph Ngwem,2000202611.0,5.33,20.62,20.25,17.5,18.33,18.0,13.5,16.5
Birger Meling,29126536.0,12.0,15.0,15.5,17.0,14.0,15.0,7.0,18.25
Adil Aouchiche,49048441.0,7.67,17.12,20.5,15.83,20.17,18.67,15.5,16.75
Alexander Sørloth,53063430.0,6.33,18.38,12.5,16.17,20.33,17.0,14.5,19.25
Luca Sangalli,67190076.0,14.83,15.88,12.75,15.83,17.0,15.17,5.25,18.75
Borja Sainz,67277845.0,14.33,15.62,14.0,18.5,18.5,17.17,9.5,16.17
Suleimane Rodrigues,2000190096.0,13.5,17.25,16.25,12.67,15.5,14.67,14.5,14.42
Stefan Ranđelović,62247042.0,7.83,15.38,16.5,14.83,8.5,9.5,11.25,19.92
Rubén Garrido,2000515088.0,8.67,19.0,16.5,15.5,16.83,14.67,14.25,18.75
