Player,UID,AF,CF,DLF,F9,P,PF,TM
Andrés Céspedes,2000043877.0,12.7,9.9,13.25,10.85,12.7,13.65,11.45
José Curras,67294881.0,16.65,14.7,16.4,16.3,16.65,16.9,14.45
Arnar Bragason,2000357424.0,17.3,15.2,17.4,15.85,17.3,17.45,14.8
Arnau Comas,67258409.0,15.7,15.6,17.2,15.15,15.7,16.4,15.6
Javi López,67293674.0,18.6,16.5,18.7,18.25,18.6,16.65,16.4
Lirim Kastrati,24058534.0,13.6,10.7,10.3,10.6,13.6,13.4,10.0
Schurrle,83223653.0,17.25,16.7,17.9,18.35,17.25,15.85,14.75
Ibrahim Sangaré,48042717.0,16.5,14.95,16.25,15.6,16.5,16.0,16.05
Asier Rodríguez,2000572954.0,13.5,10.2,12.0,13.6,13.5,11.8,10.15
0,2000068663.0,15.65,16.2,14.7,15.2,15.65,16.05,15.4
Xabier Garmendia,2000631378.0,21.2,19.1,19.9,20.05,21.2,19.55,19.5
Carlos Abad,67198215.0,10.85,12.4,14.8,12.05,10.85,12.9,12.0
David Martínez,14136117.0,17.1,16.5,18.8,17.55,17.1,16.9,15.95
Ander Imaz,2000439533.0,17.5,14.25,14.65,16.6,17.5,14.9,12.7
Rafa Mir,67221051.0,18.25,16.45,16.7,16.3,18.25,16.4,15.95
Samir Kacem,2000433838.0,14.05,12.1,14.0,13.1,14.05,13.8,13.35
Vyacheslav Karavaev,58076747.0,16.8,16.3,17.6,17.55,16.8,17.65,16.0
Joseph Ngwem,2000202611.0,20.4,16.65,18.05,18.15,20.4,19.3,18.35
Birger Meling,29126536.0,15.25,14.8,15.85,16.05,15.25,16.55,14.1
Adil Aouchiche,49048441.0,19.8,15.15,17.35,17.45,19.8,16.25,16.15
Alexander Sørloth,53063430.0,18.55,16.7,17.45,17.0,18.55,17.05,16.75
Luca Sangalli,67190076.0,15.65,14.65,15.3,15.35,15.65,17.05,13.65
Borja Sainz,67277845.0,17.05,15.45,16.75,17.9,17.05,15.3,14.6
Suleimane Rodrigues,2000190096.0,16.65,15.4,15.95,15.75,16.65,16.0,14.95
Stefan Ranđelović,62247042.0,12.35,13.25,15.45,12.55,12.35,14.85,13.3
Rubén Garrido,2000515088.0,18.0,15.0,17.3,17.0,18.0,16.7,16.25
