Player,UID,AF,CF,DLF,F9,P,PF,TM
Sergi Pascual,2000196434,14.0,14.3,16.0,14.4,14.0,13.1,13.8
Anders Nygaard,2000569028,13.7,13.4,14.7,14.0,13.7,12.9,14.0
Laszlo Nicolau,2000665931,14.2,14.2,14.7,14.7,14.2,13.6,12.9
Alberto Barace,2000663353,13.4,12.4,13.5,13.6,13.4,12.0,12.6
Miguel Vicente,2000509867,9.7,8.8,11.2,9.9,9.7,9.3,8.7
Víctor,2000440738,12.9,12.5,13.5,13.1,12.9,12.0,12.3
António Silva,83320135,11.8,10.8,12.5,10.5,11.8,11.6,11.0
David Carmo,83111598,12.0,12.5,13.2,11.8,12.0,12.5,13.0
Mikel Oyarzábal,67220143,14.6,15.4,15.4,15.2,14.6,14.4,14.2
Gaetano Oristanio,43425611,14.1,13.5,14.8,14.5,14.1,12.4,12.9
Samuele Mulattieri,43390644,14.0,13.0,13.8,13.4,14.0,12.4,12.7
Adam Hlozek,31041522,14.1,12.0,12.8,12.1,14.1,13.0,12.5
Scott Diaz,2000706461,11.9,12.2,13.0,12.5,11.9,11.7,11.4
Leandro Alves,2000568887,13.8,10.2,10.9,10.3,13.8,11.9,11.2
Jeppe Søjberg,2000558105,14.1,13.3,13.0,12.4,14.1,13.2,12.4
John Bueno,2000419425,15.6,14.7,16.0,15.9,15.6,14.2,13.7
Fabián Aguilera,2000415818,14.6,12.6,13.3,13.0,14.6,13.4,11.9
Brendan McCrudden,2000410869,13.0,13.0,13.4,12.6,13.0,13.1,12.1
Luka Bransteter,2000054638,14.5,13.2,13.4,12.9,14.5,13.5,13.0
William Saliba,49039004,13.0,12.5,13.2,12.1,13.0,13.4,13.3
Carlos Agirre,2000710523,10.3,10.0,11.4,10.6,10.3,10.0,10.2
Josu Prieto,2000663360,12.4,12.5,12.3,12.7,12.4,12.2,11.2
Tibo De Vos,2000663034,14.1,12.3,13.0,12.8,14.1,12.4,11.9
Bright Adjei,2000660374,13.1,13.3,13.3,12.8,13.1,13.2,13.1
Jacinto,2000631650,12.2,10.2,11.0,11.1,12.2,10.7,10.9
Raúl Arconada,2000631377,11.7,11.6,12.9,12.8,11.7,10.4,11.4
Özgün Karatepe,2000631119,11.9,10.0,11.0,10.6,11.9,11.8,10.3
Johannes Schmid,2000630363,10.5,10.5,11.8,11.0,10.5,10.5,10.2
Gaizka Casado,2000629746,11.5,12.8,13.2,12.9,11.5,10.6,12.0
Ignacio Vallina,2000570634,13.1,13.9,15.0,14.2,13.1,14.3,14.0
Morris Pietranera,2000568425,11.8,12.3,12.8,12.1,11.8,11.6,12.5
Diego Le Coz,2000566166,11.0,11.0,12.8,12.9,11.0,10.3,10.1
Federico Trinidad,2000561699,12.6,12.2,11.9,11.5,12.6,11.6,12.5
Christian Arghandewall,2000511616,11.9,11.2,12.7,11.9,11.9,11.5,10.9
Pablo Pérez,2000511072,11.2,9.6,10.7,10.4,11.2,10.6,10.0
Cédric Basile,2000506654,11.1,10.6,11.5,10.6,11.1,11.6,10.5
Alen Bartolović,2000506471,13.2,11.1,11.5,11.1,13.2,11.4,11.1
Michele Faraone,2000439673,11.9,10.1,11.5,11.2,11.9,11.4,9.8
Roberto Aizpurua,2000439253,11.5,9.9,11.0,10.4,11.5,10.7,10.8
Beñat Sanz,2000439251,12.0,13.6,14.1,13.3,12.0,11.2,12.2
Saverio van Lopik,2000437951,10.8,11.2,12.7,11.9,10.8,10.1,10.5
Paweł Brzyski,2000433744,13.4,13.8,14.0,13.2,13.4,12.7,13.0
Thiago Mineiro,2000411061,14.6,12.3,12.5,12.2,14.6,12.6,12.0
Ayrton Tallura,2000274550,13.3,14.1,14.7,14.6,13.3,13.5,12.1
Renato Pereira,2000190646,12.4,12.1,13.6,12.4,12.4,12.1,12.0
Filip Bilić,2000186485,14.7,12.5,12.9,12.4,14.7,14.6,12.3
Fran Čuljak,2000056918,14.0,13.2,13.0,12.7,14.0,13.2,13.0
José Gragera,67263880,11.3,13.0,12.8,12.1,11.3,12.2,12.4
Álex Remiro,67183918,8.9,9.2,11.4,9.4,8.9,9.3,9.6
Gabriel Martinelli,19351309,14.7,14.1,13.8,13.9,14.7,14.3,13.6
Xabier Garai,2000737993,10.3,10.1,11.5,11.1,10.3,10.8,10.0
Olexandr Holovko,2000707979,10.6,9.3,10.4,9.3,10.6,9.4,10.7
Xabier Gourgues,2000663362,12.1,10.6,11.3,10.4,12.1,11.9,12.0
Pierre Gosselin,2000663361,12.1,11.3,12.4,12.5,12.1,12.0,12.3
Piero Cruz,2000647520,11.2,11.4,12.4,11.9,11.2,11.8,11.4
Gonzalo Cuadros,2000647507,12.1,11.0,12.6,12.4,12.1,10.8,10.4
Gorka Santamaría,2000629739,12.0,10.0,10.1,10.9,12.0,10.6,10.7
Dan Christian Mortensen,2000627311,9.3,10.0,11.7,10.6,9.3,10.3,10.1
Tristan Horrocks,2000625541,12.1,11.3,12.3,11.0,12.1,12.8,12.8
Piotr Jabłoński,2000623979,13.3,11.1,11.4,11.5,13.3,13.1,10.5
Luka Jovanović,2000604683,12.4,9.9,11.3,12.1,12.4,10.3,9.6
Pablo,2000572050,14.3,12.7,13.5,13.5,14.3,13.0,12.3
Vicente,2000571659,12.2,10.2,11.9,11.3,12.2,10.8,10.5
Matthias Hasa,2000568032,13.1,12.5,13.1,13.3,13.1,12.2,11.9
Pavel Sedlacek,2000567549,11.5,10.9,10.6,9.6,11.5,11.0,10.2
Ensar Jeremić,2000566730,13.4,12.7,14.0,14.1,13.4,12.3,12.7
Rayco,2000515256,11.7,11.2,11.6,10.9,11.7,11.5,11.0
Manuel Bosch,2000514796,12.6,11.7,12.8,11.9,12.6,11.9,11.0
Giovanni Ruggeri,2000512807,11.4,11.1,12.3,11.6,11.4,11.8,11.7
Tomás,2000510081,13.0,12.7,11.8,11.5,13.0,12.7,12.6
Alessandro Maiorano,2000507386,10.9,9.6,11.8,10.7,10.9,10.5,8.6
Sullivan Mayele,2000506525,10.6,11.8,12.9,12.3,10.6,11.2,11.6
Adriano Ferazzoli,2000506119,11.8,12.0,12.8,12.0,11.8,11.3,11.6
Arstanbek Akhmatov,2000505349,12.8,11.3,12.6,12.7,12.8,12.0,11.2
Amarildo Gojani,2000505067,14.1,13.3,14.5,14.6,14.1,11.9,12.9
Jannis Emde,2000504247,12.4,10.9,12.5,12.2,12.4,10.7,11.3
Harald Klingmann,2000504134,11.2,10.3,10.8,9.8,11.2,11.2,10.7
Yoo Sung-Yeul,2000495380,13.3,11.7,12.8,13.1,13.3,12.6,10.9
Aritz García,2000439255,10.4,9.3,10.4,8.7,10.4,11.0,10.5
Jason Faltermeier,2000435779,11.9,12.2,13.8,12.8,11.9,11.9,12.5
John Damiano,2000435431,11.5,10.6,12.1,11.3,11.5,12.2,10.6
Michael Lavery,2000412177,12.1,12.6,13.9,13.8,12.1,11.4,11.7
Carl Mooney,2000410920,13.2,12.6,12.0,11.6,13.2,13.1,12.8
Ali Kemal Altay,2000234151,11.8,12.8,11.4,10.7,11.8,11.8,12.0
Nacer Brahimi,2000199524,9.5,8.7,10.5,9.4,9.5,9.7,9.7
Kai Ocaña,2000194470,13.3,11.5,12.5,12.8,13.3,12.8,11.3
Moussa Aboua,2000188777,11.4,11.4,12.2,11.5,11.4,11.4,10.9
Sebastián Spiga,2000186493,12.0,11.2,12.5,11.4,12.0,12.0,11.4
Denis Zakaria,98034601,13.0,12.7,13.2,12.6,13.0,13.7,12.7
Robin Le Normand,48037162,11.4,12.1,12.3,10.9,11.4,12.8,12.6
Brandon Williams,28115834,13.4,11.6,12.1,12.2,13.4,13.7,12.1
Álejandro Gándara,2000737996,12.2,10.0,10.1,10.6,12.2,11.8,9.7
Asier Tena,2000737989,10.1,9.4,9.5,8.7,10.1,10.3,10.2
Mikel López,2000710526,9.4,12.1,12.4,12.1,9.4,10.3,10.5
Vladimir Weber,2000709956,11.4,10.9,11.8,10.8,11.4,11.7,11.2
Lukas Majernik,2000709581,12.8,11.9,12.7,13.2,12.8,11.4,11.2
Álvaro Sánchez,2000685713,11.7,10.7,12.2,12.8,11.7,11.5,10.9
Javier Tornos,2000663368,9.3,9.3,10.6,9.7,9.3,10.1,9.5
Rubinho,2000648243,12.1,11.0,13.0,12.6,12.1,10.6,10.5
José Ángel Mansilla,2000631647,10.6,10.0,11.0,10.2,10.6,10.5,9.6
Arsen Hoxha,2000630161,10.5,9.6,10.9,10.0,10.5,10.8,10.4
Jorge Moreno,2000629420,11.1,11.5,12.5,11.3,11.1,12.2,12.4
Francesco Zamuner,2000626880,11.4,11.5,12.6,12.4,11.4,11.0,11.0
Lubomir Toth,2000626733,12.7,11.7,12.2,12.9,12.7,11.7,11.4
Lorenz Reith,2000626640,12.4,11.7,12.5,12.4,12.4,10.9,11.6
Samuel Amadi,2000573803,10.3,11.3,11.8,10.6,10.3,11.2,10.7
Frédéric Pelletier,2000573450,11.6,9.6,11.5,12.0,11.6,9.9,9.6
Roberto van Brakel,2000572868,12.6,11.8,12.7,12.4,12.6,12.6,11.1
Ivan De Clercq,2000571814,13.8,12.1,12.7,12.4,13.8,12.3,13.1
Ferdinando Dentale,2000569307,10.5,11.0,12.4,12.1,10.5,10.1,10.8
Thomas Amanzi,2000566979,11.1,11.8,12.6,12.0,11.1,11.4,11.3
Manolo Santos,2000515234,13.3,10.3,11.7,11.5,13.3,12.1,10.6
Mateo Gómez,2000512705,10.3,8.6,9.9,8.9,10.3,10.0,10.2
Felipe,2000510074,13.7,11.8,11.9,12.1,13.7,13.2,12.4
Pepe Martí,2000509918,9.7,10.4,10.8,10.0,9.7,10.2,10.7
Gianluca Bellucci,2000508898,12.4,11.7,12.7,12.9,12.4,11.5,11.3
Sebastian Stefansen,2000506681,12.2,9.9,10.3,9.9,12.2,11.0,10.1
Lukas Mohr,2000432897,12.2,10.6,12.0,11.4,12.2,11.6,11.1
Uğur Özbay,2000432893,10.6,10.3,11.2,10.0,10.6,11.5,10.8
Aleksandros Tambakis,2000431632,10.7,12.1,12.5,12.0,10.7,10.5,12.1
Fernando Juan,2000198639,9.5,8.6,9.1,7.7,9.5,10.3,9.4
Kim Christian Høyenhall,2000182998,9.2,8.2,10.7,9.2,9.2,8.4,8.8
Iñigo Sarriegi,2000737992,8.4,8.6,9.2,8.0,8.4,10.4,9.7
Ángel Prieto,2000737990,9.0,8.5,8.7,8.8,9.0,9.6,8.3
Aritz Díez,2000710520,11.9,9.4,11.0,11.7,11.9,9.8,9.8
Baba Dieng,2000664358,13.0,12.6,13.0,13.3,13.0,12.1,11.1
Isaac Yamoah,2000663816,12.1,10.7,10.3,10.9,12.1,11.4,9.7
Koldo Valencia,2000663358,11.8,10.7,10.4,10.8,11.8,11.3,9.4
Suren Khachatryan,2000660762,9.0,9.3,9.9,9.2,9.0,9.8,9.3
Vítor,2000647664,13.8,13.5,14.1,14.3,13.8,13.7,12.8
Imanol Rodríguez,2000629744,11.9,11.2,13.0,12.4,11.9,12.9,11.5
Pedro Soriano,2000629226,10.8,10.7,11.1,10.6,10.8,11.4,11.2
Cristian Curci,2000628247,8.2,9.0,9.7,9.2,8.2,9.5,8.4
Arnaldo Paiva,2000627807,12.1,10.8,10.7,11.6,12.1,11.5,10.3
Lukas Bachmayr,2000624324,12.8,9.8,10.4,10.3,12.8,12.3,10.3
Souza,2000607666,13.2,12.6,13.5,13.2,13.2,13.4,13.4
Nassim Ramdane,2000572058,12.0,10.0,10.6,11.0,12.0,10.8,9.6
Jonay,2000570836,10.1,10.1,11.2,10.1,10.1,11.1,10.7
Gorka Iglesias,2000570645,10.4,9.4,10.5,9.8,10.4,10.2,10.4
Sergio Ramírez,2000570641,10.9,10.0,10.7,9.8,10.9,10.8,10.7
David Krecek,2000569970,11.5,10.1,10.3,9.3,11.5,13.1,11.4
Jordan Charrier,2000567534,11.2,10.7,11.5,10.4,11.2,11.3,11.9
Erik Kurdov,2000566868,8.9,7.9,8.5,7.2,8.9,10.9,8.8
Hervé Alves,2000566859,12.7,10.0,10.6,10.9,12.7,11.5,9.4
Cédric Picard,2000566055,9.0,8.4,8.8,7.5,9.0,10.1,9.1
Anouar Gharbi,2000565029,11.6,10.6,10.6,9.9,11.6,12.2,10.7
Juanmi Hidalgo,2000512561,9.9,10.6,11.6,10.5,9.9,10.6,10.3
Pedro Ferreirinha,2000512096,10.9,9.5,11.3,11.1,10.9,10.9,9.8
José Vicente,2000510244,10.8,9.5,10.2,9.8,10.8,10.5,10.2
Luís Jorge,2000507872,10.0,9.3,10.7,9.6,10.0,11.0,10.7
Agustín Agirre,2000439259,11.3,11.0,12.4,11.5,11.3,11.4,11.5
Diego Sarriegi,2000439257,11.5,10.5,10.7,11.1,11.5,9.8,10.0
Fernando Urrutia,2000737988,9.3,9.4,10.8,10.2,9.3,9.7,9.9
Yanis Mohamed,2000710637,10.7,10.5,11.3,10.5,10.7,11.7,12.3
Julien Michot,2000710517,7.1,6.3,8.7,7.4,7.1,8.2,8.6
Urtzi Arrizabalaga,2000663357,9.4,9.0,9.5,9.0,9.4,10.3,9.4
Jagoba Jiménez,2000663356,9.7,7.6,8.7,8.3,9.7,9.6,8.0
Elia Cortese,2000660015,11.1,10.2,10.3,9.9,11.1,10.6,10.7
William Christoffersen,2000659946,8.4,6.9,8.8,7.3,8.4,7.9,7.7
Evangelos Alexopoulos,2000658599,11.4,9.2,9.5,10.4,11.4,10.8,8.8
Asgeir Granås,2000657174,9.6,8.0,9.4,8.7,9.6,9.4,8.9
Kian Van Den Bergh,2000632259,13.1,10.8,11.3,12.2,13.1,12.3,11.1
Aitor Morcillo,2000631374,10.4,9.5,10.1,9.8,10.4,11.6,10.3
Bjørn Grøn,2000629811,10.5,8.6,9.1,9.1,10.5,11.0,8.3
Juan Manuel,2000629223,7.8,6.4,8.0,7.0,7.8,7.6,6.7
Robert Jevšenak,2000628329,12.1,11.6,12.5,12.3,12.1,12.8,12.3
Agustín Kranevitter,2000612966,8.1,7.5,10.2,8.7,8.1,8.1,8.8
Antonio Navarro,2000571902,11.1,8.3,10.1,9.9,11.1,11.1,8.8
Iker Llamas,2000570644,10.2,7.2,8.1,8.1,10.2,9.5,7.8
Anže Türk,2000567255,12.4,10.2,10.9,11.0,12.4,10.8,10.3
Julio Guerra,2000511850,10.5,9.9,10.8,9.8,10.5,10.6,10.2
Manuel Merino,2000511073,11.4,9.4,10.3,10.5,11.4,9.8,10.2
Ruymán,2000442664,11.5,10.9,10.9,10.8,11.5,11.7,11.0
Iñaki Vélez,2000439250,9.7,8.7,9.0,8.0,9.7,10.6,10.0
Ramazan Cengiz,2000435409,11.6,9.5,10.3,10.5,11.6,10.2,9.3
Carlos Lourenço,2000190859,10.1,9.2,9.9,9.5,10.1,9.4,10.1
Javier Goikoetxea,2000710529,9.5,8.6,8.8,8.6,9.5,9.7,9.5
David Franco,2000710527,7.4,8.8,8.9,7.7,7.4,9.8,9.6
Igor Martínez,2000663363,7.8,7.6,7.9,7.4,7.8,10.8,8.1
Iñaki Franco,2000663359,11.0,9.6,9.9,10.7,11.0,10.7,9.3
Lukas Chrenko,2000662685,11.5,10.8,11.0,10.6,11.5,11.9,10.7
Vegard Skeie,2000656688,10.5,8.5,10.0,10.2,10.5,10.6,9.2
Héctor Otiniano,2000647504,10.2,9.9,10.7,10.8,10.2,11.1,9.4
Chechu,2000629747,9.3,8.7,9.3,8.8,9.3,9.9,9.1
Ander Etxaniz,2000629745,7.4,7.3,8.3,7.5,7.4,8.5,8.8
Ferrán Nus,2000569547,8.5,5.9,8.0,7.1,8.5,7.3,7.3
Armando D'Amato,2000567834,9.6,9.8,9.8,9.3,9.6,10.4,10.0
Matt Bonfield,2000567798,10.7,8.9,9.7,9.7,10.7,10.2,8.9
Maurice Korb,2000566062,9.7,10.2,11.3,11.4,9.7,10.4,10.4
Cláudio Mendes,2000565719,8.3,7.1,8.8,7.4,8.3,9.1,8.0
Stefán Þór Jónsson,2000531873,9.7,9.4,9.8,8.9,9.7,11.4,10.2
Álvaro Goñi,2000511076,11.7,11.3,11.1,10.5,11.7,12.6,11.6
Loïc Pinau,2000504244,11.4,9.0,10.0,10.8,11.4,9.8,8.9
