Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Sergi Pascual,2000196434,942.0,1177.0,1408.0,1140.0,1345.0,1171.0,1397.0,1304.0,1346.0,1565.0
António Silva,83320135,941.0,1121.0,1389.0,1062.0,1233.0,1044.0,1233.0,1174.0,1189.0,1360.0
David Carmo,83111598,866.0,1070.0,1310.0,1030.0,1193.0,1039.0,1224.0,1164.0,1171.0,1394.0
Mikel Oyarzábal,67220143,911.0,1155.0,1345.0,1141.0,1328.0,1198.0,1406.0,1335.0,1360.0,1589.0
Gaetano Oristanio,43425611,835.0,1051.0,1183.0,1056.0,1202.0,1128.0,1290.0,1265.0,1282.0,1482.0
Adam Hlozek,31041522,806.0,1006.0,1147.0,1004.0,1100.0,1058.0,1173.0,1209.0,1183.0,1450.0
Scott Diaz,2000706461,824.0,991.0,1146.0,971.0,1111.0,1011.0,1168.0,1128.0,1149.0,1319.0
John Bueno,2000419425,887.0,1145.0,1255.0,1156.0,1317.0,1226.0,1415.0,1377.0,1383.0,1575.0
Luka Bransteter,2000054638,882.0,1054.0,1194.0,1042.0,1158.0,1104.0,1241.0,1251.0,1254.0,1524.0
William Saliba,49039004,940.0,1158.0,1395.0,1114.0,1280.0,1127.0,1305.0,1265.0,1262.0,1486.0
Tibo De Vos,2000663034,804.0,1025.0,1132.0,1030.0,1135.0,1085.0,1206.0,1239.0,1221.0,1438.0
Özgün Karatepe,2000631119,889.0,1051.0,1254.0,1006.0,1144.0,1009.0,1154.0,1148.0,1116.0,1304.0
Ignacio Vallina,2000570634,954.0,1185.0,1412.0,1149.0,1344.0,1177.0,1409.0,1314.0,1345.0,1512.0
Alen Bartolović,2000506471,678.0,887.0,989.0,898.0,976.0,953.0,1070.0,1094.0,1088.0,1316.0
Paweł Brzyski,2000433744,924.0,1102.0,1293.0,1073.0,1253.0,1111.0,1306.0,1243.0,1278.0,1481.0
Ayrton Tallura,2000274550,785.0,1020.0,1113.0,1038.0,1177.0,1104.0,1299.0,1247.0,1270.0,1406.0
Renato Pereira,2000190646,890.0,1073.0,1272.0,1037.0,1218.0,1055.0,1262.0,1176.0,1207.0,1354.0
José Gragera,67263880,830.0,1054.0,1266.0,1017.0,1192.0,1041.0,1234.0,1161.0,1182.0,1383.0
Álex Remiro,67183918,806.0,867.0,1019.0,834.0,952.0,843.0,1001.0,930.0,967.0,1067.0
Gabriel Martinelli,19351309,875.0,1067.0,1206.0,1068.0,1186.0,1137.0,1284.0,1290.0,1284.0,1534.0
Piotr Jabłoński,2000623979,822.0,1063.0,1185.0,1057.0,1189.0,1080.0,1239.0,1230.0,1200.0,1335.0
Pablo,2000572050,780.0,1040.0,1176.0,1055.0,1170.0,1105.0,1249.0,1261.0,1241.0,1448.0
Vicente,2000571659,781.0,920.0,1014.0,917.0,1001.0,973.0,1089.0,1104.0,1106.0,1273.0
Matthias Hasa,2000568032,726.0,974.0,1064.0,997.0,1112.0,1067.0,1215.0,1219.0,1205.0,1374.0
Manuel Bosch,2000514796,776.0,1012.0,1173.0,1011.0,1131.0,1033.0,1208.0,1172.0,1189.0,1359.0
Harald Klingmann,2000504134,811.0,990.0,1190.0,948.0,1092.0,951.0,1097.0,1069.0,1064.0,1251.0
Aritz García,2000439255,837.0,979.0,1210.0,913.0,1076.0,896.0,1059.0,1005.0,1002.0,1173.0
John Damiano,2000435431,916.0,1084.0,1255.0,1041.0,1209.0,1035.0,1222.0,1161.0,1166.0,1272.0
Kai Ocaña,2000194470,866.0,1047.0,1174.0,1043.0,1137.0,1096.0,1225.0,1245.0,1214.0,1392.0
Denis Zakaria,98034601,874.0,1102.0,1306.0,1068.0,1241.0,1084.0,1276.0,1223.0,1229.0,1429.0
Robin Le Normand,48037162,892.0,1102.0,1360.0,1050.0,1232.0,1042.0,1236.0,1166.0,1172.0,1378.0
Brandon Williams,28115834,871.0,1076.0,1256.0,1060.0,1182.0,1082.0,1217.0,1227.0,1188.0,1410.0
Francesco Zamuner,2000626880,806.0,975.0,1137.0,949.0,1104.0,983.0,1148.0,1095.0,1115.0,1267.0
Felipe,2000510074,783.0,994.0,1138.0,993.0,1091.0,1033.0,1155.0,1170.0,1140.0,1381.0
Lukas Mohr,2000432897,889.0,1097.0,1325.0,1052.0,1218.0,1047.0,1208.0,1182.0,1180.0,1363.0
Kim Christian Høyenhall,2000182998,769.0,840.0,990.0,808.0,916.0,800.0,945.0,891.0,915.0,1009.0
Koldo Valencia,2000663358,745.0,918.0,990.0,917.0,1023.0,972.0,1092.0,1108.0,1089.0,1234.0
Souza,2000607666,938.0,1180.0,1414.0,1128.0,1323.0,1134.0,1330.0,1270.0,1281.0,1473.0
Agustín Kranevitter,2000612966,709.0,758.0,905.0,711.0,838.0,704.0,859.0,771.0,814.0,892.0
Antonio Navarro,2000571902,850.0,967.0,1085.0,939.0,1037.0,942.0,1063.0,1073.0,1055.0,1151.0
Stefán Þór Jónsson,2000531873,757.0,933.0,1147.0,883.0,1043.0,867.0,1027.0,971.0,969.0,1127.0
Ronald Woudenberg,2000633117,696.0,734.0,884.0,689.0,815.0,691.0,837.0,770.0,800.0,848.0
