Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Sergi Pascual,2000196434,13.33,15.25,13.5,11.67,14.0,13.67,14.0,13.17
Anders Nygaard,2000569028,6.0,13.75,12.5,14.0,15.33,13.0,11.0,13.33
Laszlo Nicolau,2000665931,8.67,13.25,14.5,14.0,14.33,15.67,8.5,13.0
Alberto Barace,2000663353,7.33,12.0,14.0,12.67,14.0,13.67,13.5,12.0
Miguel Vicente,2000509867,8.67,11.0,9.0,9.67,7.67,8.33,4.0,11.5
Víctor,2000440738,9.33,13.25,12.0,12.67,13.0,13.33,10.0,10.83
António Silva,83320135,15.33,14.0,17.0,9.67,8.67,7.33,13.5,12.5
David Carmo,83111598,13.33,13.75,13.0,11.67,11.0,11.33,14.5,13.83
Mikel Oyarzábal,67220143,12.0,14.0,13.5,14.67,15.67,15.33,11.5,14.33
Gaetano Oristanio,43425611,7.33,14.0,14.5,13.67,13.67,14.67,10.0,12.33
Samuele Mulattieri,43390644,5.67,12.75,13.5,12.67,15.0,14.33,11.5,11.83
Adam Hlozek,31041522,6.33,14.25,16.0,12.67,13.33,13.33,12.0,11.5
Scott Diaz,2000706461,9.33,11.0,13.5,11.33,11.0,12.0,11.0,14.0
Leandro Alves,2000568887,3.33,14.25,14.5,9.33,12.33,11.67,12.0,8.83
Jeppe Søjberg,2000558105,6.0,12.5,13.5,11.0,15.33,14.67,9.0,10.5
John Bueno,2000419425,9.0,17.5,14.0,14.67,14.67,16.33,6.5,12.5
Fabián Aguilera,2000415818,3.67,15.0,16.0,12.67,12.33,12.67,10.0,12.17
Brendan McCrudden,2000410869,8.67,13.25,12.0,12.67,12.67,13.67,12.0,11.17
Luka Bransteter,2000054638,6.33,14.25,15.0,11.67,15.0,13.67,13.0,13.67
William Saliba,49039004,13.67,15.5,15.0,12.33,10.33,11.33,15.5,14.0
Carlos Agirre,2000710523,13.0,11.75,11.0,8.33,8.33,10.0,10.5,11.17
Josu Prieto,2000663360,7.33,10.25,13.5,12.0,12.67,13.67,10.0,10.33
Tibo De Vos,2000663034,7.0,13.5,16.0,12.33,12.67,14.0,10.0,11.83
Bright Adjei,2000660374,6.33,12.5,12.0,14.33,13.33,15.33,8.5,11.83
Jacinto,2000631650,5.0,13.25,13.5,10.33,10.0,11.67,12.5,9.33
Raúl Arconada,2000631377,8.33,11.0,12.0,13.33,11.0,14.0,11.0,12.33
Özgün Karatepe,2000631119,12.67,12.75,14.0,8.33,9.0,10.33,10.5,14.17
Johannes Schmid,2000630363,7.67,10.5,10.0,12.0,10.33,12.0,7.5,11.17
Gaizka Casado,2000629746,8.0,11.75,10.0,13.33,10.67,14.0,11.5,10.5
Ignacio Vallina,2000570634,13.33,14.5,14.5,15.0,10.67,14.0,13.5,15.67
Morris Pietranera,2000568425,6.0,11.75,9.0,12.67,14.33,14.67,10.0,11.33
Diego Le Coz,2000566166,8.0,10.75,10.5,12.67,9.67,13.67,7.0,11.5
Federico Trinidad,2000561699,5.33,11.75,11.5,12.0,14.0,14.33,12.0,10.0
Christian Arghandewall,2000511616,10.33,13.0,13.0,12.0,10.67,12.0,9.0,12.0
Pablo Pérez,2000511072,2.67,10.5,14.0,12.33,10.67,12.67,8.0,10.67
Cédric Basile,2000506654,11.67,11.5,11.5,10.0,10.67,10.0,10.0,11.83
Alen Bartolović,2000506471,4.67,13.5,14.0,10.33,12.33,13.0,12.5,9.0
Michele Faraone,2000439673,5.0,12.5,12.5,11.33,10.0,11.33,8.0,8.5
Roberto Aizpurua,2000439253,5.67,13.25,11.5,10.67,11.0,9.0,11.0,9.5
Beñat Sanz,2000439251,6.0,12.25,11.0,14.67,11.67,13.0,9.5,12.0
Saverio van Lopik,2000437951,6.67,11.5,10.0,12.0,11.0,11.67,8.5,9.0
Paweł Brzyski,2000433744,10.0,13.75,14.5,12.67,11.67,12.33,14.0,14.5
Thiago Mineiro,2000411061,7.0,15.0,15.5,11.67,13.67,12.0,10.0,11.5
Ayrton Tallura,2000274550,7.0,13.5,13.5,16.0,11.0,17.33,8.5,12.33
Renato Pereira,2000190646,12.0,15.0,13.0,12.33,9.67,11.33,11.0,13.83
Filip Bilić,2000186485,6.0,15.0,15.5,11.67,13.33,12.67,12.0,11.33
Fran Čuljak,2000056918,4.67,14.5,14.0,11.67,13.33,14.67,12.5,11.67
José Gragera,67263880,12.33,12.0,12.0,12.0,10.0,13.0,15.0,13.67
Álex Remiro,67183918,6.0,11.25,11.5,10.33,6.0,9.0,9.0,12.67
Gabriel Martinelli,19351309,6.0,13.25,16.0,14.33,13.67,14.67,13.0,14.33
Xabier Garai,2000737993,8.67,9.5,11.0,12.0,10.0,11.33,8.5,12.0
Olexandr Holovko,2000707979,14.67,12.25,11.5,8.33,9.33,8.0,13.5,12.5
Xabier Gourgues,2000663362,12.33,13.25,13.5,9.33,9.33,10.0,15.0,14.5
Pierre Gosselin,2000663361,13.67,12.75,11.5,14.0,10.33,12.33,9.5,14.0
Piero Cruz,2000647520,11.33,12.25,11.5,9.33,9.33,12.67,13.0,13.5
Gonzalo Cuadros,2000647507,6.33,12.0,14.0,12.33,10.0,13.33,7.0,10.83
Gorka Santamaría,2000629739,5.67,10.25,13.5,11.0,11.33,13.0,12.0,10.17
Dan Christian Mortensen,2000627311,6.67,9.5,9.5,10.33,8.33,10.33,7.0,11.5
Tristan Horrocks,2000625541,13.67,14.5,13.5,11.33,9.67,8.67,13.0,13.33
Piotr Jabłoński,2000623979,12.0,14.25,15.0,11.67,10.0,12.0,5.5,13.5
Luka Jovanović,2000604683,6.0,13.0,15.0,12.0,8.67,13.0,7.5,9.83
Pablo,2000572050,8.67,15.0,16.0,12.33,12.0,14.67,10.0,9.83
Vicente,2000571659,5.33,12.75,15.5,11.0,11.0,12.33,8.5,10.67
Matthias Hasa,2000568032,5.33,13.75,15.0,14.33,9.67,16.0,10.0,10.83
Pavel Sedlacek,2000567549,3.0,11.25,14.5,9.67,12.0,10.67,12.0,7.83
Ensar Jeremić,2000566730,9.0,14.75,12.5,14.67,11.33,14.67,11.0,12.17
Rayco,2000515256,4.0,12.25,13.0,10.67,12.0,13.0,12.0,8.5
Manuel Bosch,2000514796,10.33,13.25,15.5,12.33,11.33,13.0,9.5,9.83
Giovanni Ruggeri,2000512807,11.33,13.0,13.5,11.67,10.0,11.33,11.0,12.0
Tomás,2000510081,7.33,11.25,12.5,10.67,14.67,13.0,12.5,11.67
Alessandro Maiorano,2000507386,12.0,13.0,14.5,9.0,7.0,8.33,5.5,12.0
Sullivan Mayele,2000506525,10.67,11.5,9.5,13.0,9.33,12.0,10.5,14.33
Adriano Ferazzoli,2000506119,5.33,12.75,13.0,12.67,12.0,12.33,7.5,10.0
Arstanbek Akhmatov,2000505349,5.67,12.5,16.0,12.33,11.0,13.67,8.5,12.67
Amarildo Gojani,2000505067,6.0,14.25,13.5,13.0,13.33,15.67,9.0,11.33
Jannis Emde,2000504247,5.33,13.5,13.0,13.0,9.67,12.33,9.5,12.67
Harald Klingmann,2000504134,12.67,13.0,13.0,8.67,8.33,10.67,13.0,13.0
Yoo Sung-Yeul,2000495380,6.67,12.75,17.0,15.0,11.0,12.0,5.0,11.67
Aritz García,2000439255,13.0,13.75,12.0,9.0,7.0,7.0,13.0,13.33
Jason Faltermeier,2000435779,7.0,13.5,12.5,13.0,9.0,13.67,11.0,12.17
John Damiano,2000435431,13.67,13.75,13.0,12.0,8.0,10.67,6.5,16.17
Michael Lavery,2000412177,8.33,13.0,10.5,13.67,11.33,13.33,8.5,12.0
Carl Mooney,2000410920,4.67,11.5,13.5,12.33,14.33,13.67,10.5,10.5
Ali Kemal Altay,2000234151,4.67,10.75,12.5,9.67,13.67,12.67,16.0,8.5
Nacer Brahimi,2000199524,12.0,12.0,8.5,7.0,7.33,8.33,11.5,13.17
Kai Ocaña,2000194470,8.33,15.0,15.5,10.0,10.33,14.0,10.5,12.83
Moussa Aboua,2000188777,4.0,12.75,12.0,13.67,10.0,13.0,8.5,11.17
Sebastián Spiga,2000186493,12.67,13.5,13.5,10.33,10.33,9.67,9.5,13.0
Denis Zakaria,98034601,13.33,14.0,14.0,11.67,11.33,12.33,13.0,13.83
