Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Víctor,2000440738,12.8,12.4,10.7,12.3,12.4,13.2,13.3,11.6
Scott Diaz,2000706461,13.6,12.6,11.6,12.9,13.1,13.3,12.9,12.0
Leandro Alves,2000568887,9.1,8.3,8.6,9.6,9.7,10.3,11.4,8.6
Özgün Karatepe,2000631119,11.8,11.4,13.4,12.0,12.0,11.2,11.0,12.9
Federico Trinidad,2000561699,10.8,10.2,8.7,11.7,11.2,11.4,12.1,9.8
Alen Bartolović,2000506471,10.1,9.3,8.3,11.0,10.7,10.9,12.0,9.3
Saverio van Lopik,2000437951,11.5,11.5,8.7,11.9,12.0,12.6,12.6,11.0
Gonzalo Cuadros,2000647507,12.3,11.4,8.9,12.4,12.7,12.7,13.4,10.9
Vicente,2000571659,10.4,10.2,8.8,10.8,10.7,11.8,12.2,9.3
Manuel Bosch,2000514796,12.0,11.7,10.1,12.5,12.1,12.3,12.8,11.4
Jannis Emde,2000504247,11.5,10.4,9.8,11.1,11.5,11.9,12.9,9.9
Harald Klingmann,2000504134,11.9,10.2,12.7,11.4,11.5,10.3,10.6,11.9
Aritz García,2000439255,10.7,9.0,13.4,10.6,10.8,9.0,9.5,12.0
Carl Mooney,2000410920,11.2,10.6,9.6,12.6,11.9,11.3,12.0,11.0
Álvaro Sánchez,2000685713,11.8,11.1,9.3,11.9,12.2,12.1,12.8,10.8
Francesco Zamuner,2000626880,12.6,12.2,11.8,12.3,12.5,12.2,12.6,11.9
Roberto van Brakel,2000572868,11.0,11.3,9.5,12.1,11.9,12.6,12.8,10.5
Mateo Gómez,2000512705,9.5,9.0,11.7,10.0,10.1,9.1,9.4,10.8
Felipe,2000510074,11.1,11.1,11.7,12.3,11.7,11.6,12.4,11.5
David Krecek,2000569970,10.7,9.2,14.6,11.4,12.1,9.1,10.2,12.7
Agustín Agirre,2000439259,11.9,11.9,12.8,12.8,12.7,11.4,12.1,13.2
Kian Van Den Bergh,2000632259,10.8,10.2,10.0,11.1,10.9,11.3,12.7,10.3
Agustín Kranevitter,2000612966,10.8,9.5,10.0,9.9,10.7,9.1,9.8,10.3
Antonio Navarro,2000571902,11.4,10.2,12.2,11.5,11.6,10.1,10.7,11.7
Buster Juul Vibe,2000566892,10.5,10.7,9.0,11.6,11.5,11.7,13.1,10.3
Lukas Chrenko,2000662685,11.1,11.1,13.2,11.5,11.7,10.7,11.3,12.7
Matt Bonfield,2000567798,10.3,10.3,11.8,10.9,11.3,10.2,10.3,11.5
Stefán Þór Jónsson,2000531873,10.2,9.4,13.2,10.9,10.8,9.2,9.6,12.1
Raffaele Russo,2000324450,10.1,8.1,10.0,9.1,11.0,8.5,9.2,9.2
Ronald Woudenberg,2000633117,9.5,8.6,8.7,8.4,9.4,8.4,8.7,8.9
