Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Víctor,2000440738,9.33,13.25,12.0,12.67,13.0,13.33,10.0,10.83
Scott Diaz,2000706461,9.33,11.0,13.5,11.33,11.0,12.0,11.0,14.0
Leandro Alves,2000568887,3.33,14.25,14.5,9.33,12.33,11.67,12.0,8.83
Özgün Karatepe,2000631119,12.67,12.75,14.0,8.33,9.0,10.33,10.5,14.17
Federico Trinidad,2000561699,5.33,11.75,11.5,12.0,14.0,14.33,12.0,10.0
Alen Bartolović,2000506471,4.67,13.5,14.0,10.33,12.33,13.0,12.5,9.0
Saverio van Lopik,2000437951,6.67,11.5,10.0,12.0,11.0,11.67,8.5,9.0
Gonzalo Cuadros,2000647507,6.33,12.0,14.0,12.33,10.0,13.33,7.0,10.83
Vicente,2000571659,5.33,12.75,15.5,11.0,11.0,12.33,8.5,10.67
Manuel Bosch,2000514796,10.33,13.25,15.5,12.33,11.33,13.0,9.5,9.83
Jannis Emde,2000504247,5.33,13.5,13.0,13.0,9.67,12.33,9.5,12.67
Harald Klingmann,2000504134,12.67,13.0,13.0,8.67,8.33,10.67,13.0,13.0
Aritz García,2000439255,13.0,13.75,12.0,9.0,7.0,7.0,13.0,13.33
Carl Mooney,2000410920,4.67,11.5,13.5,12.33,14.33,13.67,10.5,10.5
Álvaro Sánchez,2000685713,4.67,11.75,14.0,11.67,9.0,15.0,8.5,10.83
Francesco Zamuner,2000626880,10.67,11.75,12.0,9.0,10.0,12.67,9.5,13.33
Roberto van Brakel,2000572868,5.0,13.25,15.5,11.67,11.0,13.0,8.5,9.5
Mateo Gómez,2000512705,11.67,13.5,11.0,9.0,7.33,7.33,13.0,12.17
Felipe,2000510074,8.0,15.25,13.0,12.0,12.33,11.67,12.0,12.33
David Krecek,2000569970,12.67,14.5,13.0,9.67,7.33,7.33,13.5,13.17
Agustín Agirre,2000439259,13.33,13.25,12.5,11.0,8.67,11.33,10.0,13.17
Kian Van Den Bergh,2000632259,6.33,12.5,16.0,13.33,10.0,13.0,8.5,10.83
Agustín Kranevitter,2000612966,6.0,12.25,7.5,7.67,4.33,6.0,9.0,12.0
Antonio Navarro,2000571902,9.67,13.0,14.5,10.67,6.67,9.67,6.5,14.17
Buster Juul Vibe,2000566892,5.0,14.0,13.5,10.0,11.33,14.33,10.0,10.33
Lukas Chrenko,2000662685,14.0,12.5,13.5,8.67,8.0,10.33,9.5,12.67
Matt Bonfield,2000567798,11.67,12.5,12.5,9.67,6.67,7.0,9.0,13.0
Stefán Þór Jónsson,2000531873,13.0,12.0,11.0,8.67,6.67,8.0,12.0,12.33
Raffaele Russo,2000324450,4.67,13.25,11.0,8.33,3.33,4.33,8.5,11.17
Ronald Woudenberg,2000633117,6.33,10.5,9.5,6.0,4.0,4.33,7.0,10.5
