Player,UID,AF,CF,DLF,F9,P,PF,TM
Diego Aizpurua,2000193388,9.9,8.1,11.2,9.4,9.9,8.6,8.8
Asier Grande,2000048078,12.5,10.9,11.7,11.6,12.5,12.5,10.3
Unai Vencedor,67260207,13.7,13.4,14.0,13.2,13.7,13.0,12.6
Josema,2000682315,13.3,13.4,14.2,13.9,13.3,12.5,13.2
Julen Letamendia,2000570277,13.3,11.8,13.2,13.1,13.3,12.7,11.8
Oihan Sancet,67260204,14.1,14.2,14.6,13.6,14.1,13.7,13.8
Íñigo Herrera,2000510687,14.0,11.9,12.7,13.2,14.0,12.5,11.6
Mikel Garai,2000438623,16.0,15.7,15.5,15.2,16.0,14.7,15.2
Fran Alonso,2000570282,13.3,13.0,12.8,12.7,13.3,12.7,12.3
Carlos Bidaurrázaga,2000573859,15.6,13.2,13.6,13.4,15.6,14.3,13.0
Romain Bertrand,2000438620,14.6,14.7,15.2,14.3,14.6,13.6,14.9
Íñigo Merino,2000442705,9.6,10.2,11.6,10.8,9.6,11.1,11.4
Javier Karanka,2000193733,12.4,11.2,11.8,12.3,12.4,12.0,11.8
Javier Arrue,2000438617,13.4,12.7,13.5,13.2,13.4,11.7,12.6
Aimar Oroz,67276375,11.4,12.2,12.9,13.3,11.4,10.9,10.2
Oier López,67277836,12.1,10.4,11.6,11.4,12.1,11.4,10.3
Unai Núñez,67214595,10.9,10.9,11.4,9.9,10.9,12.1,11.5
Yeray,67192475,10.5,11.3,11.8,11.1,10.5,11.6,11.1
Ander Guevara,67246381,11.4,12.9,13.3,12.8,11.4,11.6,12.2
Jon Magunazelaia,2000438619,12.9,12.6,13.4,13.2,12.9,12.2,12.6
