Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Diego Aizpurua,2000193388,9.6,9.6,9.6,9.6,7.5,7.5,9.0,9.0,7.42,7.42
Asier Grande,2000048078,12.4,12.4,12.4,12.4,13.0,13.0,11.9,11.9,12.25,12.25
Unai Vencedor,67260207,13.8,13.8,13.8,13.8,13.0,13.0,13.4,13.4,12.17,12.17
Josema,2000682315,14.8,14.8,14.8,14.8,13.1,13.1,14.1,14.1,12.83,12.83
Julen Letamendia,2000570277,13.0,13.0,13.0,13.0,12.7,12.7,12.6,12.6,12.08,12.08
Oihan Sancet,67260204,14.4,14.4,14.4,14.4,13.4,13.4,14.0,14.0,13.42,13.42
Íñigo Herrera,2000510687,12.9,12.9,12.9,12.9,13.5,13.5,12.6,12.6,12.83,12.83
Mikel Garai,2000438623,16.0,16.0,16.0,16.0,14.8,14.8,16.7,16.7,14.33,14.33
Fran Alonso,2000570282,13.4,13.4,13.4,13.4,13.4,13.4,13.1,13.1,13.42,13.42
Carlos Bidaurrázaga,2000573859,13.8,13.8,13.8,13.8,14.2,14.2,14.4,14.4,13.5,13.5
Romain Bertrand,2000438620,14.7,14.7,14.7,14.7,13.6,13.6,15.0,15.0,13.75,13.75
Íñigo Merino,2000442705,10.6,10.6,10.6,10.6,10.7,10.7,9.8,9.8,11.08,11.08
Javier Karanka,2000193733,12.1,12.1,12.1,12.1,14.3,14.3,11.9,11.9,13.42,13.42
Javier Arrue,2000438617,13.0,13.0,13.0,13.0,13.3,13.3,12.6,12.6,13.5,13.5
Aimar Oroz,67276375,13.8,13.8,13.8,13.8,12.4,12.4,13.1,13.1,11.33,11.33
Oier López,67277836,11.9,11.9,11.9,11.9,11.5,11.5,11.1,11.1,11.33,11.33
Unai Núñez,67214595,11.0,11.0,11.0,11.0,10.3,10.3,10.9,10.9,10.83,10.83
Yeray,67192475,11.7,11.7,11.7,11.7,10.8,10.8,11.6,11.6,11.17,11.17
Ander Guevara,67246381,13.7,13.7,13.7,13.7,11.1,11.1,13.2,13.2,11.08,11.08
Jon Magunazelaia,2000438619,13.7,13.7,13.7,13.7,13.4,13.4,13.2,13.2,12.58,12.58
