Player,UID,CD,BPD,NNCB,Lib
Diego Aizpurua,2000193388,9.3,9.2,9.1,9.2
Asier Grande,2000048078,11.9,11.7,11.8,12.3
Unai Vencedor,67260207,12.5,12.9,11.7,13.4
Josema,2000682315,13.5,13.4,12.3,13.8
Julen Letamendia,2000570277,13.6,13.1,13.8,13.6
Oihan Sancet,67260204,12.1,12.9,11.9,13.4
Íñigo Herrera,2000510687,9.3,9.9,9.3,10.8
Mikel Garai,2000438623,11.3,12.5,10.7,13.1
Fran Alonso,2000570282,10.1,10.8,10.0,11.0
Carlos Bidaurrázaga,2000573859,10.1,10.5,10.1,11.5
Romain Bertrand,2000438620,12.2,12.6,11.8,12.7
Íñigo Merino,2000442705,13.6,12.5,13.0,11.3
Javier Karanka,2000193733,9.0,8.9,7.9,9.2
Javier Arrue,2000438617,8.3,9.4,8.2,9.3
Aimar Oroz,67276375,9.0,10.1,8.6,12.0
Oier López,67277836,12.3,11.8,12.3,12.3
Unai Núñez,67214595,14.2,13.4,14.2,12.0
Yeray,67192475,13.8,13.5,14.0,12.6
Ander Guevara,67246381,13.0,13.1,12.8,13.8
Jon Magunazelaia,2000438619,9.7,10.0,8.5,11.2
