Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Sergi Pascual,2000196434,14.8,14.8,14.8,14.8,12.7,12.7,14.0,14.0,12.92,12.92
António Silva,83320135,10.8,10.8,10.8,10.8,10.3,10.3,9.7,9.7,10.83,10.83
David Carmo,83111598,12.1,12.1,12.1,12.1,11.6,11.6,11.6,11.6,12.08,12.08
Mikel Oyarzábal,67220143,15.6,15.6,15.6,15.6,14.3,14.3,15.5,15.5,13.83,13.83
Gaetano Oristanio,43425611,14.2,14.2,14.2,14.2,13.3,13.3,13.7,13.7,12.75,12.75
Adam Hlozek,31041522,12.1,12.1,12.1,12.1,13.2,13.2,12.5,12.5,13.0,13.0
Scott Diaz,2000706461,12.7,12.7,12.7,12.7,10.7,10.7,12.2,12.2,10.75,10.75
John Bueno,2000419425,16.0,16.0,16.0,16.0,15.4,15.4,15.8,15.8,13.92,13.92
Luka Bransteter,2000054638,13.2,13.2,13.2,13.2,13.4,13.4,13.3,13.3,13.33,13.33
William Saliba,49039004,12.4,12.4,12.4,12.4,12.9,12.9,11.9,11.9,13.33,13.33
Tibo De Vos,2000663034,13.2,13.2,13.2,13.2,12.8,12.8,13.4,13.4,12.33,12.33
Özgün Karatepe,2000631119,11.4,11.4,11.4,11.4,11.0,11.0,11.2,11.2,10.92,10.92
Ignacio Vallina,2000570634,15.0,15.0,15.0,15.0,13.7,13.7,14.2,14.2,13.67,13.67
Alen Bartolović,2000506471,11.9,11.9,11.9,11.9,12.7,12.7,12.0,12.0,12.67,12.67
Paweł Brzyski,2000433744,14.0,14.0,14.0,14.0,12.4,12.4,13.2,13.2,12.67,12.67
Ayrton Tallura,2000274550,15.9,15.9,15.9,15.9,13.9,13.9,14.8,14.8,13.0,13.0
Renato Pereira,2000190646,13.0,13.0,13.0,13.0,12.1,12.1,12.3,12.3,11.92,11.92
José Gragera,67263880,13.1,13.1,13.1,13.1,11.1,11.1,12.5,12.5,11.75,11.75
Álex Remiro,67183918,10.1,10.1,10.1,10.1,8.0,8.0,9.5,9.5,8.17,8.17
Gabriel Martinelli,19351309,14.5,14.5,14.5,14.5,14.4,14.4,14.4,14.4,14.17,14.17
Piotr Jabłoński,2000623979,12.9,12.9,12.9,12.9,13.5,13.5,12.9,12.9,12.17,12.17
Pablo,2000572050,13.7,13.7,13.7,13.7,14.2,14.2,13.3,13.3,13.5,13.5
Vicente,2000571659,11.1,11.1,11.1,11.1,11.6,11.6,10.9,10.9,11.08,11.08
Matthias Hasa,2000568032,13.9,13.9,13.9,13.9,13.4,13.4,13.5,13.5,12.83,12.83
Manuel Bosch,2000514796,12.9,12.9,12.9,12.9,12.3,12.3,12.5,12.5,11.83,11.83
Harald Klingmann,2000504134,10.6,10.6,10.6,10.6,10.4,10.4,10.4,10.4,10.83,10.83
Aritz García,2000439255,9.5,9.5,9.5,9.5,10.1,10.1,9.2,9.2,10.58,10.58
John Damiano,2000435431,12.2,12.2,12.2,12.2,11.2,11.2,11.7,11.7,10.42,10.42
Kai Ocaña,2000194470,12.8,12.8,12.8,12.8,13.2,13.2,12.3,12.3,12.75,12.75
Denis Zakaria,98034601,13.4,13.4,13.4,13.4,13.0,13.0,12.9,12.9,13.0,13.0
Robin Le Normand,48037162,12.0,12.0,12.0,12.0,11.2,11.2,11.8,11.8,11.83,11.83
Brandon Williams,28115834,12.5,12.5,12.5,12.5,13.8,13.8,12.8,12.8,13.25,13.25
Francesco Zamuner,2000626880,12.4,12.4,12.4,12.4,10.5,10.5,12.1,12.1,10.33,10.33
Felipe,2000510074,12.4,12.4,12.4,12.4,14.2,14.2,12.6,12.6,13.83,13.83
Lukas Mohr,2000432897,12.0,12.0,12.0,12.0,11.5,11.5,11.5,11.5,11.75,11.75
Kim Christian Høyenhall,2000182998,9.7,9.7,9.7,9.7,7.4,7.4,8.9,8.9,7.58,7.58
Koldo Valencia,2000663358,11.6,11.6,11.6,11.6,12.1,12.1,11.9,11.9,11.17,11.17
Souza,2000607666,13.5,13.5,13.5,13.5,13.1,13.1,12.7,12.7,13.42,13.42
Agustín Kranevitter,2000612966,8.9,8.9,8.9,8.9,7.0,7.0,7.9,7.9,7.33,7.33
Antonio Navarro,2000571902,10.5,10.5,10.5,10.5,11.7,11.7,9.9,9.9,10.83,10.83
Stefán Þór Jónsson,2000531873,10.1,10.1,10.1,10.1,9.5,9.5,9.8,9.8,9.92,9.92
Ronald Woudenberg,2000633117,8.1,8.1,8.1,8.1,6.6,6.6,7.0,7.0,6.67,6.67
