Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Ramiro Macagno,14157119.0,12.6,12.6,12.6,12.6,12.45,12.45,10.85,10.85,12.75,12.75
Eduardo Sarriegi,2000438820.0,15.9,15.9,15.9,15.9,16.0,16.0,14.7,14.7,14.5,14.5
Omar Rekik,91187786.0,12.5,12.5,12.5,12.5,10.6,10.6,11.7,11.7,10.83,10.83
Benjamín Kuscevic,75032824.0,13.8,13.8,13.8,13.8,13.15,13.15,13.3,13.3,13.21,13.21
Pablo Pérez,2000014927.0,18.7,18.7,18.7,18.7,19.35,19.35,17.8,17.8,17.46,17.46
Fabio Blanco,2000034357.0,17.15,17.15,17.15,17.15,18.2,18.2,15.9,15.9,16.17,16.17
Gavi,2000049413.0,13.8,13.8,13.8,13.8,13.2,13.2,13.5,13.5,12.33,12.33
Valentín Delmás,2000192672.0,19.1,19.1,19.1,19.1,17.65,17.65,17.85,17.85,16.46,16.46
Alexis,2000438631.0,18.05,18.05,18.05,18.05,18.65,18.65,16.7,16.7,17.04,17.04
Alfonso Miranda,2000629593.0,18.85,18.85,18.85,18.85,16.8,16.8,18.35,18.35,15.25,15.25
Atanas Yordanov,2000215422.0,18.15,18.15,18.15,18.15,18.0,18.0,19.15,19.15,16.83,16.83
Jose Carlos,2000438639.0,18.75,18.75,18.75,18.75,18.6,18.6,17.6,17.6,16.58,16.58
Martín Martínez,2000439252.0,16.35,16.35,16.35,16.35,17.5,17.5,15.5,15.5,16.5,16.5
Jairo,2000737759.0,8.2,8.2,8.2,8.2,7.4,7.4,7.0,7.0,7.17,7.17
Adrian Molina,2000570287.0,16.8,16.8,16.8,16.8,17.15,17.15,16.4,16.4,16.12,16.12
Oumar Sangaré,2000629589.0,16.4,16.4,16.4,16.4,15.0,15.0,15.75,15.75,14.96,14.96
Mujaid Sadick,67249928.0,15.95,15.95,15.95,15.95,15.5,15.5,15.05,15.05,14.83,14.83
Giovanni Cabrera,2000439549.0,13.0,13.0,13.0,13.0,13.6,13.6,13.0,13.0,13.17,13.17
Orel Mangala,18087973.0,17.9,17.9,17.9,17.9,19.05,19.05,17.5,17.5,18.25,18.25
Ignatius Ganago,49045927.0,17.0,17.0,17.0,17.0,17.8,17.8,18.15,18.15,16.5,16.5
Dragan Rosić,62167554.0,12.05,12.05,12.05,12.05,11.25,11.25,10.8,10.8,11.88,11.88
Franjo Lazar,2000028271.0,15.85,15.85,15.85,15.85,14.65,14.65,15.45,15.45,13.42,13.42
Txus Alba,2000048420.0,17.25,17.25,17.25,17.25,16.05,16.05,16.5,16.5,14.54,14.54
Eiður Gauti Sigurpálsson,2000355767.0,12.7,12.7,12.7,12.7,15.55,15.55,12.05,12.05,15.75,15.75
Abel Angulo,2000438635.0,19.2,19.2,19.2,19.2,15.35,15.35,18.15,18.15,14.29,14.29
Marc Trives,2000439546.0,17.05,17.05,17.05,17.05,16.85,16.85,17.3,17.3,16.12,16.12
Friday Opara,2000442249.0,16.55,16.55,16.55,16.55,14.65,14.65,15.7,15.7,13.71,13.71
Kostyantyn Vivcharenko,71113673.0,17.15,17.15,17.15,17.15,19.85,19.85,17.4,17.4,18.12,18.12
Talla Mendy,2000510695.0,13.35,13.35,13.35,13.35,15.65,15.65,13.25,13.25,14.25,14.25
Joselito,2000510697.0,13.75,13.75,13.75,13.75,15.7,15.7,13.4,13.4,15.0,15.0
