Player,UID,AF,CF,DLF,F9,P,PF,TM
Ramiro Macagno,14157119.0,12.4,12.1,14.15,11.6,12.4,13.2,13.05
Eduardo Sarriegi,2000438820.0,16.25,13.3,15.95,15.95,16.25,17.15,13.15
Omar Rekik,91187786.0,11.6,12.0,12.9,12.3,11.6,10.7,11.4
Benjamín Kuscevic,75032824.0,13.45,12.6,14.0,13.4,13.45,14.35,13.25
Pablo Pérez,2000014927.0,18.9,16.45,17.95,18.35,18.9,18.75,15.7
Fabio Blanco,2000034357.0,17.75,14.55,16.45,17.65,17.75,14.9,13.3
Gavi,2000049413.0,14.0,12.7,13.7,13.9,14.0,11.6,11.7
Valentín Delmás,2000192672.0,17.05,16.2,17.85,18.45,17.05,16.8,15.2
Alexis,2000438631.0,18.9,15.1,17.25,18.55,18.9,15.25,14.0
Alfonso Miranda,2000629593.0,17.95,15.95,17.5,17.75,17.95,16.0,14.15
Atanas Yordanov,2000215422.0,19.8,17.1,17.9,17.65,19.8,17.4,16.1
Jose Carlos,2000438639.0,18.25,15.5,17.8,18.4,18.25,16.2,13.85
Martín Martínez,2000439252.0,16.85,13.85,16.65,17.0,16.85,15.0,14.55
Jairo,2000737759.0,8.6,6.7,9.1,8.1,8.6,8.3,6.7
Adrian Molina,2000570287.0,16.35,13.7,16.0,16.55,16.35,14.6,13.4
Oumar Sangaré,2000629589.0,17.3,14.45,17.1,16.6,17.3,15.25,15.45
Mujaid Sadick,67249928.0,16.65,15.65,17.2,14.8,16.65,17.85,15.8
Giovanni Cabrera,2000439549.0,14.5,12.0,12.7,12.0,14.5,14.0,12.6
Orel Mangala,18087973.0,19.2,15.7,16.75,16.5,19.2,18.65,15.8
Ignatius Ganago,49045927.0,18.1,16.25,16.6,16.5,18.1,16.6,15.65
Dragan Rosić,62167554.0,12.05,11.15,13.3,10.85,12.05,13.9,13.0
Franjo Lazar,2000028271.0,16.65,14.5,15.2,14.1,16.65,17.3,13.0
Txus Alba,2000048420.0,16.75,15.45,17.6,17.9,16.75,14.1,14.2
Eiður Gauti Sigurpálsson,2000355767.0,11.9,12.7,11.75,13.45,11.9,13.55,13.3
Abel Angulo,2000438635.0,16.25,15.9,18.15,17.2,16.25,15.65,14.15
Marc Trives,2000439546.0,17.6,16.1,16.55,15.75,17.6,17.05,15.75
Friday Opara,2000442249.0,15.6,14.5,16.7,16.0,15.6,15.4,13.25
Kostyantyn Vivcharenko,71113673.0,18.65,13.55,15.3,16.35,18.65,17.35,14.25
Talla Mendy,2000510695.0,14.55,10.9,13.1,12.65,14.55,15.45,11.4
Joselito,2000510697.0,14.95,11.85,14.2,13.8,14.95,15.95,13.65
