Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ramiro Macagno,14157119.0,15.85,13.4,14.75,13.95,15.6,13.0,13.0,15.1
Eduardo Sarriegi,2000438820.0,18.5,16.35,18.55,16.75,17.6,16.6,16.0,17.55
Omar Rekik,91187786.0,13.7,13.4,11.9,12.7,13.1,13.1,12.8,13.5
Benjamín Kuscevic,75032824.0,15.85,13.8,17.35,14.9,15.55,13.55,13.8,16.15
Pablo Pérez,2000014927.0,17.25,17.6,15.95,17.65,17.75,17.9,18.8,16.6
Fabio Blanco,2000034357.0,15.1,16.2,13.15,15.8,15.55,17.95,18.2,14.25
Gavi,2000049413.0,12.9,12.8,9.7,12.6,12.7,14.1,14.7,11.2
Valentín Delmás,2000192672.0,18.6,17.75,16.95,18.25,19.05,17.85,19.0,18.05
Alexis,2000438631.0,15.25,16.25,12.5,15.9,15.7,18.45,19.05,14.05
Alfonso Miranda,2000629593.0,17.5,17.2,14.55,17.9,17.6,18.0,19.25,16.6
Atanas Yordanov,2000215422.0,17.1,15.85,14.5,17.25,16.7,17.2,18.5,14.85
Jose Carlos,2000438639.0,16.7,17.35,15.9,17.4,17.3,17.8,19.4,16.5
Martín Martínez,2000439252.0,16.15,14.8,14.3,15.75,15.95,16.1,17.25,14.65
Jairo,2000737759.0,11.0,8.9,9.2,8.8,10.1,9.0,9.4,9.0
Adrian Molina,2000570287.0,16.0,14.55,13.85,16.35,16.6,16.45,16.9,15.25
Oumar Sangaré,2000629589.0,17.3,15.8,14.3,16.55,16.35,17.15,17.5,15.75
Mujaid Sadick,67249928.0,16.8,15.25,18.65,16.7,17.05,15.8,15.85,17.4
Giovanni Cabrera,2000439549.0,11.95,11.15,11.5,13.15,12.55,12.6,13.0,11.7
Orel Mangala,18087973.0,18.25,16.0,19.15,18.5,18.1,16.35,17.4,17.95
Ignatius Ganago,49045927.0,15.9,15.3,14.95,16.7,15.7,16.05,16.9,15.5
Dragan Rosić,62167554.0,14.65,12.5,15.65,13.55,14.55,12.25,12.45,14.65
Franjo Lazar,2000028271.0,15.05,13.85,15.05,16.1,16.25,15.1,15.3,15.65
Txus Alba,2000048420.0,17.95,16.65,13.35,16.3,16.55,18.55,18.55,14.7
Eiður Gauti Sigurpálsson,2000355767.0,9.5,9.7,9.75,11.2,12.7,8.7,12.05,9.6
Abel Angulo,2000438635.0,19.15,17.45,17.0,18.55,18.95,18.1,18.1,19.05
Marc Trives,2000439546.0,15.5,14.6,14.55,16.45,16.05,15.6,15.85,15.05
Friday Opara,2000442249.0,17.55,16.2,16.5,16.6,17.05,16.45,17.35,16.3
Kostyantyn Vivcharenko,71113673.0,17.0,15.3,17.65,17.9,17.05,16.2,17.05,18.0
Talla Mendy,2000510695.0,13.75,13.35,16.5,14.85,14.65,12.7,13.45,15.4
Joselito,2000510697.0,15.05,14.15,17.55,15.1,15.6,13.95,13.45,16.35
