Player,UID,CD,BPD,NNCB,Lib
Ramiro Macagno,14157119.0,14.45,13.45,13.15,12.15
Eduardo Sarriegi,2000438820.0,14.9,13.2,15.15,14.9
Omar Rekik,91187786.0,12.4,13.2,12.1,13.4
Benjamín Kuscevic,75032824.0,16.0,14.25,16.15,13.8
Pablo Pérez,2000014927.0,13.2,13.4,12.8,15.8
Fabio Blanco,2000034357.0,10.3,11.3,10.3,14.45
Gavi,2000049413.0,9.0,9.7,8.6,11.6
Valentín Delmás,2000192672.0,14.35,14.1,14.05,16.7
Alexis,2000438631.0,10.75,11.25,10.3,14.55
Alfonso Miranda,2000629593.0,12.4,13.55,12.55,17.1
Atanas Yordanov,2000215422.0,11.75,12.05,12.2,14.45
Jose Carlos,2000438639.0,13.45,13.3,13.75,17.0
Martín Martínez,2000439252.0,11.8,11.1,11.8,12.9
Jairo,2000737759.0,7.6,6.9,7.9,7.6
Adrian Molina,2000570287.0,11.6,11.8,11.3,13.35
Oumar Sangaré,2000629589.0,14.25,13.9,13.6,14.85
Mujaid Sadick,67249928.0,17.05,16.05,16.7,15.75
Giovanni Cabrera,2000439549.0,10.5,9.8,9.8,10.0
Orel Mangala,18087973.0,17.2,15.45,16.8,16.2
Ignatius Ganago,49045927.0,13.65,13.4,13.2,14.8
Dragan Rosić,62167554.0,13.95,13.1,14.15,11.25
Franjo Lazar,2000028271.0,12.05,12.35,12.45,14.0
Txus Alba,2000048420.0,11.5,11.6,11.05,15.25
Eiður Gauti Sigurpálsson,2000355767.0,7.75,10.3,8.7,8.9
Abel Angulo,2000438635.0,15.05,15.3,14.65,18.1
Marc Trives,2000439546.0,12.25,11.95,12.1,13.75
Friday Opara,2000442249.0,13.95,13.8,14.85,15.25
Kostyantyn Vivcharenko,71113673.0,14.6,12.55,13.7,13.85
Talla Mendy,2000510695.0,13.65,12.2,14.1,12.6
Joselito,2000510697.0,16.05,13.35,15.15,12.45
