Player,UID,AMC,AP,T,SS,AM,EG
Javi Izquierdo,67288498.0,9.1,8.0,9.1,7.45,8.35,7.1
Víctor Gómez,67257950.0,12.25,12.05,12.25,11.2,11.9,11.7
Rasmus Lauritsen,27069979.0,12.05,10.95,12.05,10.65,10.95,9.85
Gabriel Torres,2000438016.0,10.0,9.6,10.0,9.1,9.4,9.6
Braian Cufré,14131295.0,13.45,13.25,13.45,12.3,13.1,12.7
Ifeanyi Mathew,53141633.0,14.15,14.15,14.15,13.3,13.65,13.75
Ryan Johansson,90086790.0,12.4,12.2,12.4,11.9,12.4,12.1
Che Nunnely,37055838.0,11.3,11.6,11.3,11.75,11.75,12.05
Àlex Collado,67246435.0,12.95,13.35,12.95,12.5,12.95,13.35
Freddy Vargas,86061304.0,13.25,13.4,13.25,12.8,13.2,13.5
Ángel Cabello,2000438822.0,13.75,14.05,13.75,13.5,13.7,14.15
Olaus Skarsem,89051875.0,11.4,12.0,11.4,11.3,11.7,12.3
Aarón Escandell,67192427.0,8.25,7.25,8.25,6.4,7.25,5.9
Javier Pascua,2000573866.0,11.5,12.1,11.5,12.25,11.85,12.2
Álvaro Santamaría,67298126.0,11.2,11.6,11.2,11.65,11.5,12.25
Óscar Clemente,67259874.0,13.45,13.45,13.45,13.4,13.55,13.1
Rodrigo Zalazar,67271371.0,12.8,12.65,12.8,12.3,12.35,12.25
Nils Mortimer,67265795.0,10.8,11.4,10.8,12.2,12.1,12.5
Michel Vlap,215665.0,12.55,12.75,12.55,12.2,12.35,12.5
John McGinn,61043070.0,14.4,14.45,14.4,14.1,14.35,14.45
Patric,67100019.0,12.75,12.75,12.75,11.45,12.55,12.05
Sergi Rosanas,67265793.0,11.4,11.3,11.4,11.1,11.5,11.3
Pep Chavarría,67277695.0,11.7,11.3,11.7,10.2,11.3,11.1
Fran López,67279609.0,12.1,12.6,12.1,13.95,13.4,12.7
Lluís Recasens,67295940.0,10.5,9.8,10.5,9.5,9.9,9.3
Miguel,2000192899.0,13.4,14.35,13.4,12.55,13.4,14.15
Gonzalo Maroni,14137723.0,12.15,12.35,12.15,12.2,12.6,12.65
Dominik Kruzliak,63026929.0,11.4,10.1,11.4,10.75,10.0,8.8
Sebastián Cabrera,75036622.0,12.9,12.8,12.9,12.35,12.6,12.3
Amarildo Gojani,2000505067.0,12.9,13.7,12.9,13.7,14.0,14.5
Gianluca Bellucci,2000508898.0,12.0,12.2,12.0,12.8,12.9,12.6
Cheick Ibra Koné,2000631747.0,11.2,11.8,11.2,11.6,12.0,11.45
