Player,UID,DM,AM,BWM,HB,SV,RGA
Javi Izquierdo,67288498.0,12.85,12.6,12.6,13.65,12.5,13.0
Víctor Gómez,67257950.0,14.1,14.7,14.7,14.15,13.4,14.7
Rasmus Lauritsen,27069979.0,17.35,17.75,17.75,18.2,15.65,14.6
Gabriel Torres,2000438016.0,13.1,13.5,13.5,14.1,12.1,10.1
Braian Cufré,14131295.0,14.4,15.15,15.15,15.2,14.3,16.1
Ifeanyi Mathew,53141633.0,14.85,14.3,14.3,14.1,15.35,16.35
Ryan Johansson,90086790.0,14.35,15.05,15.05,14.45,14.4,14.65
Che Nunnely,37055838.0,11.75,11.45,11.45,12.7,11.8,12.85
Àlex Collado,67246435.0,12.85,12.5,12.5,12.4,12.8,16.75
Freddy Vargas,86061304.0,15.0,14.85,14.85,15.6,14.3,15.15
Ángel Cabello,2000438822.0,14.55,15.05,15.05,13.25,14.2,15.2
Olaus Skarsem,89051875.0,11.15,11.35,11.35,11.15,13.45,16.45
Aarón Escandell,67192427.0,13.7,13.75,13.75,15.05,12.35,11.3
Javier Pascua,2000573866.0,10.9,10.4,10.4,10.7,11.75,15.2
Álvaro Santamaría,67298126.0,14.15,14.5,14.5,14.6,13.85,15.05
Óscar Clemente,67259874.0,16.4,15.85,15.85,15.8,17.4,18.3
Rodrigo Zalazar,67271371.0,16.25,16.1,16.1,16.55,15.85,15.25
Nils Mortimer,67265795.0,11.1,10.4,10.4,11.55,12.6,16.5
Michel Vlap,215665.0,13.45,13.8,13.8,15.1,14.4,16.95
John McGinn,61043070.0,17.7,17.55,17.55,18.0,17.1,17.5
Patric,67100019.0,17.05,18.0,18.0,19.45,17.45,18.85
Sergi Rosanas,67265793.0,15.25,15.35,15.35,16.6,15.55,15.95
Pep Chavarría,67277695.0,15.95,16.35,16.35,16.2,17.05,15.85
Fran López,67279609.0,14.25,12.9,12.9,13.25,14.5,17.2
Lluís Recasens,67295940.0,17.2,16.15,16.15,14.85,16.55,14.6
Miguel,2000192899.0,13.55,14.1,14.1,14.0,12.8,15.05
Gonzalo Maroni,14137723.0,11.85,11.9,11.9,12.65,12.35,13.75
Dominik Kruzliak,63026929.0,17.8,17.8,17.8,18.65,16.2,13.65
Sebastián Cabrera,75036622.0,17.15,16.85,16.85,17.5,16.75,17.35
Amarildo Gojani,2000505067.0,9.4,9.1,9.1,8.7,10.3,13.4
Gianluca Bellucci,2000508898.0,10.9,10.7,10.7,10.7,11.2,11.8
Cheick Ibra Koné,2000631747.0,12.25,12.0,12.0,11.45,11.9,14.35
