Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Javi Izquierdo,67288498.0,12.0,12.0,12.0,12.0,8.95,8.95,10.65,10.65,9.75,9.75
Víctor Gómez,67257950.0,14.7,14.7,14.7,14.7,16.6,16.6,13.65,13.65,14.83,14.83
Rasmus Lauritsen,27069979.0,14.55,14.55,14.55,14.55,14.5,14.5,14.1,14.1,14.58,14.58
Gabriel Torres,2000438016.0,9.4,9.4,9.4,9.4,10.8,10.8,9.1,9.1,11.25,11.25
Braian Cufré,14131295.0,16.05,16.05,16.05,16.05,16.2,16.2,14.85,14.85,14.67,14.67
Ifeanyi Mathew,53141633.0,15.8,15.8,15.8,15.8,15.5,15.5,15.95,15.95,14.42,14.42
Ryan Johansson,90086790.0,15.05,15.05,15.05,15.05,15.35,15.35,14.3,14.3,14.38,14.38
Che Nunnely,37055838.0,13.25,13.25,13.25,13.25,14.7,14.7,13.25,13.25,13.5,13.5
Àlex Collado,67246435.0,16.6,16.6,16.6,16.6,16.65,16.65,15.45,15.45,15.04,15.04
Freddy Vargas,86061304.0,15.0,15.0,15.0,15.0,15.85,15.85,14.6,14.6,14.71,14.71
Ángel Cabello,2000438822.0,14.85,14.85,14.85,14.85,15.1,15.1,14.65,14.65,14.67,14.67
Olaus Skarsem,89051875.0,16.15,16.15,16.15,16.15,15.05,15.05,15.55,15.55,13.21,13.21
Aarón Escandell,67192427.0,10.15,10.15,10.15,10.15,8.5,8.5,8.9,8.9,9.04,9.04
Javier Pascua,2000573866.0,16.0,16.0,16.0,16.0,14.9,14.9,16.65,16.65,13.58,13.58
Álvaro Santamaría,67298126.0,16.45,16.45,16.45,16.45,17.65,17.65,16.7,16.7,17.5,17.5
Óscar Clemente,67259874.0,18.8,18.8,18.8,18.8,16.35,16.35,18.6,18.6,15.04,15.04
Rodrigo Zalazar,67271371.0,16.1,16.1,16.1,16.1,16.2,16.2,16.55,16.55,15.67,15.67
Nils Mortimer,67265795.0,16.8,16.8,16.8,16.8,16.1,16.1,16.95,16.95,15.17,15.17
Michel Vlap,215665.0,17.15,17.15,17.15,17.15,15.6,15.6,16.95,16.95,15.08,15.08
John McGinn,61043070.0,18.7,18.7,18.7,18.7,18.25,18.25,19.05,19.05,17.0,17.0
Patric,67100019.0,18.05,18.05,18.05,18.05,15.35,15.35,16.4,16.4,14.71,14.71
Sergi Rosanas,67265793.0,16.3,16.3,16.3,16.3,17.3,17.3,15.7,15.7,15.67,15.67
Pep Chavarría,67277695.0,15.9,15.9,15.9,15.9,16.55,16.55,14.4,14.4,15.83,15.83
Fran López,67279609.0,18.55,18.55,18.55,18.55,15.35,15.35,19.35,19.35,14.46,14.46
Lluís Recasens,67295940.0,13.6,13.6,13.6,13.6,13.05,13.05,13.05,13.05,13.54,13.54
Miguel,2000192899.0,17.35,17.35,17.35,17.35,19.3,19.3,16.7,16.7,18.08,18.08
Gonzalo Maroni,14137723.0,13.65,13.65,13.65,13.65,13.55,13.55,13.25,13.25,12.29,12.29
Dominik Kruzliak,63026929.0,14.15,14.15,14.15,14.15,12.75,12.75,15.25,15.25,12.79,12.79
Sebastián Cabrera,75036622.0,18.05,18.05,18.05,18.05,17.85,17.85,17.65,17.65,16.46,16.46
Amarildo Gojani,2000505067.0,14.0,14.0,14.0,14.0,13.1,13.1,13.7,13.7,12.42,12.42
Gianluca Bellucci,2000508898.0,12.9,12.9,12.9,12.9,12.0,12.0,12.8,12.8,11.42,11.42
Cheick Ibra Koné,2000631747.0,16.25,16.25,16.25,16.25,16.35,16.35,15.65,15.65,15.08,15.08
