Player,UID,FB,WB,IWB,CWB,NNFB
Jan Oblak,64016316.0,9.5,6.05,10.7,7.73,10.1
Marc Jurado,2000032704.0,13.9,13.5,13.2,13.77,12.6
Nehuén Pérez,14181374.0,15.5,13.3,14.8,12.92,15.6
Malang Sarr,48036830.0,14.4,13.7,14.1,13.77,14.2
Juan Manuel,2000510085.0,14.1,13.1,13.8,13.69,13.2
Simone Panada,43425634.0,13.5,12.8,14.0,13.08,12.8
Pierre Dwomoh,2000006277.0,11.6,12.2,12.3,13.15,11.2
0,62127037.0,12.5,12.2,13.4,13.08,13.3
Nikola Stanković,2000211075.0,16.15,17.25,13.95,17.31,13.2
João Félix,83169822.0,10.7,11.4,11.8,12.62,10.7
Lorenzo Granelli,2000437491.0,12.3,12.5,12.4,13.15,12.0
Matteo Godfroid,18114989.0,11.85,8.95,12.05,10.54,10.65
Gonzalo Sánchez,2000416515.0,15.7,14.1,14.4,14.0,13.5
Manoel Azambuja,2000410625.0,17.3,16.5,17.6,16.46,15.9
Oğuz Civelek,2000232509.0,15.6,15.85,15.45,15.81,14.9
Thomas Lemar,85093001.0,11.5,12.0,12.1,13.08,10.1
José Giménez,78060464.0,14.1,13.25,14.7,13.12,14.7
Marcos Llorente,67196198.0,18.55,16.75,19.55,17.08,19.45
Dimo Krastev,22081455.0,16.65,16.15,15.7,15.62,16.45
Frank Onyeka,27129125.0,19.25,18.45,16.6,17.19,17.55
Lamine Silva,2000438826.0,21.0,17.2,18.35,16.31,20.95
0,2000495264.0,10.8,11.5,9.7,11.85,9.4
Alexander Villarreal,2000499325.0,14.4,15.0,14.4,15.92,13.8
