Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Víctor,2000440738,12.8,12.8,12.8,12.8,12.1,12.1,12.5,12.5,11.75,11.75
Scott Diaz,2000706461,12.7,12.7,12.7,12.7,10.7,10.7,12.2,12.2,10.75,10.75
Leandro Alves,2000568887,10.6,10.6,10.6,10.6,11.5,11.5,11.4,11.4,11.58,11.58
Özgün Karatepe,2000631119,11.4,11.4,11.4,11.4,11.0,11.0,11.2,11.2,10.92,10.92
Federico Trinidad,2000561699,11.7,11.7,11.7,11.7,11.7,11.7,12.5,12.5,11.75,11.75
Alen Bartolović,2000506471,11.9,11.9,11.9,11.9,12.7,12.7,12.0,12.0,12.67,12.67
Saverio van Lopik,2000437951,12.7,12.7,12.7,12.7,10.2,10.2,12.0,12.0,9.92,9.92
Gonzalo Cuadros,2000647507,12.7,12.7,12.7,12.7,11.5,11.5,12.2,12.2,10.75,10.75
Vicente,2000571659,11.1,11.1,11.1,11.1,11.6,11.6,10.9,10.9,11.08,11.08
Manuel Bosch,2000514796,12.9,12.9,12.9,12.9,12.3,12.3,12.5,12.5,11.83,11.83
Jannis Emde,2000504247,12.0,12.0,12.0,12.0,11.8,11.8,11.5,11.5,11.42,11.42
Harald Klingmann,2000504134,10.6,10.6,10.6,10.6,10.4,10.4,10.4,10.4,10.83,10.83
Aritz García,2000439255,9.5,9.5,9.5,9.5,10.1,10.1,9.2,9.2,10.58,10.58
Carl Mooney,2000410920,12.4,12.4,12.4,12.4,12.9,12.9,13.2,13.2,12.5,12.5
Álvaro Sánchez,2000685713,12.2,12.2,12.2,12.2,12.8,12.8,11.7,11.7,12.08,12.08
Francesco Zamuner,2000626880,12.4,12.4,12.4,12.4,10.5,10.5,12.1,12.1,10.33,10.33
Roberto van Brakel,2000572868,12.8,12.8,12.8,12.8,13.2,13.2,12.2,12.2,12.42,12.42
Mateo Gómez,2000512705,9.2,9.2,9.2,9.2,9.9,9.9,9.0,9.0,10.42,10.42
Felipe,2000510074,12.4,12.4,12.4,12.4,14.2,14.2,12.6,12.6,13.83,13.83
David Krecek,2000569970,10.5,10.5,10.5,10.5,11.5,11.5,9.8,9.8,11.83,11.83
Agustín Agirre,2000439259,11.9,11.9,11.9,11.9,11.1,11.1,11.8,11.8,10.92,10.92
Kian Van Den Bergh,2000632259,11.9,11.9,11.9,11.9,14.1,14.1,11.4,11.4,13.17,13.17
Agustín Kranevitter,2000612966,8.9,8.9,8.9,8.9,7.0,7.0,7.9,7.9,7.33,7.33
Antonio Navarro,2000571902,10.5,10.5,10.5,10.5,11.7,11.7,9.9,9.9,10.83,10.83
Buster Juul Vibe,2000566892,12.5,12.5,12.5,12.5,12.7,12.7,12.7,12.7,12.25,12.25
Lukas Chrenko,2000662685,11.2,11.2,11.2,11.2,10.4,10.4,11.0,11.0,10.25,10.25
Matt Bonfield,2000567798,10.4,10.4,10.4,10.4,10.8,10.8,9.6,9.6,10.5,10.5
Stefán Þór Jónsson,2000531873,10.1,10.1,10.1,10.1,9.5,9.5,9.8,9.8,9.92,9.92
Raffaele Russo,2000324450,8.5,8.5,8.5,8.5,8.4,8.4,6.6,6.6,8.42,8.42
Ronald Woudenberg,2000633117,8.1,8.1,8.1,8.1,6.6,6.6,7.0,7.0,6.67,6.67
