Player,UID,DM,AM,BWM,HB,SV,RGA
Carles,2000192884.0,13.8,12.75,12.75,14.05,11.9,12.5
Odilon Kossounou,93127195.0,16.0,16.2,16.2,15.95,15.8,15.25
Oriol Busquets,67225653.0,17.0,16.35,16.35,16.0,17.35,17.6
Didier,2000509916.0,13.9,13.6,13.6,13.8,13.8,13.0
Dmytro Smalyukh,2000461897.0,14.5,13.8,13.8,12.8,14.2,12.8
Óliver Pueyo,2000569557.0,19.55,18.95,18.95,18.1,18.7,17.65
John Córdoba,2000416582.0,17.6,18.2,18.2,17.0,16.2,17.25
Luis Vicente,2000438000.0,14.4,14.2,14.2,14.3,15.3,14.6
Samuel Chukwueze,67269484.0,12.25,12.25,12.25,11.95,13.55,14.25
Javi Ontiveros,67211745.0,10.5,10.6,10.6,10.2,11.9,13.5
Mohamed Cisse,2000509917.0,13.5,13.4,13.4,13.35,14.85,17.25
Emrah Ağın,2000244749.0,16.65,17.7,17.7,17.45,15.3,14.55
Gianfranco Giuffrè,2000272929.0,12.7,12.45,12.45,13.3,13.55,15.95
Faustino,2000438001.0,10.5,10.0,10.0,10.5,11.8,13.5
Fernando Niño,67258829.0,16.55,17.0,17.0,16.6,15.7,14.65
Abdul Mumin,27128916.0,14.3,14.2,14.2,14.2,14.2,13.4
Maxence Caqueret,48044737.0,19.6,19.45,19.45,18.55,19.45,18.9
Alfonso Pedraza,67212046.0,17.6,17.6,17.6,18.25,17.05,18.7
Manu Morlanes,67228802.0,18.35,17.45,17.45,18.25,17.6,17.4
Iván Muñoz,67295020.0,15.45,16.15,16.15,15.15,14.9,13.35
Francisco Conceição,83261140.0,12.9,12.2,12.2,14.85,14.45,18.35
Wanderson Bastos,2000410491.0,14.9,15.25,15.25,16.0,13.95,12.7
Yesinguer Vinasco,2000415655.0,13.45,13.2,13.2,12.85,13.5,18.0
José Vicente Muñoz,2000509912.0,15.2,15.6,15.6,14.6,12.2,12.25
Álex,2000509919.0,13.85,14.4,14.4,14.3,11.8,13.95
Andrés Torres,2000628761.0,11.3,10.9,10.9,10.6,12.3,14.7
