Player,UID,CD,BPD,NNCB,Lib
Carles,2000192884.0,12.0,11.55,12.15,10.3
Odilon Kossounou,93127195.0,16.05,14.45,15.25,14.8
Oriol Busquets,67225653.0,16.8,16.85,16.8,17.75
Didier,2000509916.0,13.2,13.5,13.7,13.6
Dmytro Smalyukh,2000461897.0,13.2,13.6,12.8,13.5
Óliver Pueyo,2000569557.0,16.6,15.3,15.9,17.8
John Córdoba,2000416582.0,13.95,13.6,13.5,16.05
Luis Vicente,2000438000.0,12.8,13.2,12.5,15.1
Samuel Chukwueze,67269484.0,11.05,11.95,10.95,13.45
Javi Ontiveros,67211745.0,8.7,9.4,8.3,12.4
Mohamed Cisse,2000509917.0,11.35,11.95,11.0,15.5
Emrah Ağın,2000244749.0,15.45,14.8,14.4,13.4
Gianfranco Giuffrè,2000272929.0,11.6,11.75,11.45,14.05
Faustino,2000438001.0,8.5,9.9,9.0,11.7
Fernando Niño,67258829.0,16.1,14.6,15.25,13.8
Abdul Mumin,27128916.0,14.6,14.6,14.9,13.6
Maxence Caqueret,48044737.0,16.05,15.85,16.2,19.1
Alfonso Pedraza,67212046.0,15.6,15.15,15.75,17.3
Manu Morlanes,67228802.0,15.7,15.5,16.75,17.25
Iván Muñoz,67295020.0,15.35,14.05,14.05,14.3
Francisco Conceição,83261140.0,11.1,11.25,12.0,15.1
Wanderson Bastos,2000410491.0,14.5,12.75,14.35,12.9
Yesinguer Vinasco,2000415655.0,10.9,11.45,10.3,14.9
José Vicente Muñoz,2000509912.0,12.2,10.9,11.05,10.4
Álex,2000509919.0,11.35,9.35,10.5,11.65
Andrés Torres,2000628761.0,10.0,11.7,9.7,13.1
