Player,UID,AMC,AP,T,SS,AM,EG
Carles,2000192884.0,13.35,11.95,13.35,11.55,12.1,10.1
Odilon Kossounou,93127195.0,15.3,14.7,15.3,13.25,14.45,13.95
Oriol Busquets,67225653.0,16.0,15.25,16.0,15.85,16.3,15.45
Didier,2000509916.0,13.4,12.9,13.4,12.5,12.9,12.4
Dmytro Smalyukh,2000461897.0,13.2,12.2,13.2,12.75,12.9,11.7
Óliver Pueyo,2000569557.0,19.2,18.55,19.2,18.65,19.0,17.7
John Córdoba,2000416582.0,19.5,20.4,19.5,18.65,19.3,20.45
Luis Vicente,2000438000.0,14.8,14.3,14.8,14.4,15.0,14.6
Samuel Chukwueze,67269484.0,14.1,14.7,14.1,14.6,14.8,15.4
Javi Ontiveros,67211745.0,13.6,14.0,13.6,13.8,13.8,14.8
Mohamed Cisse,2000509917.0,17.65,17.95,17.65,18.9,18.45,18.4
Emrah Ağın,2000244749.0,16.0,13.85,16.0,11.4,13.25,11.2
Gianfranco Giuffrè,2000272929.0,16.85,17.15,16.85,16.85,17.5,18.3
Faustino,2000438001.0,13.7,14.1,13.7,15.0,14.5,14.8
Fernando Niño,67258829.0,15.65,15.15,15.65,15.6,15.1,13.65
Abdul Mumin,27128916.0,12.8,12.8,12.8,11.4,12.2,12.3
Maxence Caqueret,48044737.0,19.6,18.9,19.6,18.95,19.4,18.65
Alfonso Pedraza,67212046.0,19.3,18.85,19.3,19.0,18.95,18.45
Manu Morlanes,67228802.0,17.55,17.3,17.55,18.2,17.95,17.25
Iván Muñoz,67295020.0,15.3,13.8,15.3,13.35,13.5,13.8
Francisco Conceição,83261140.0,17.45,18.5,17.45,18.65,18.7,19.65
Wanderson Bastos,2000410491.0,14.55,13.2,14.55,12.35,13.35,12.9
Yesinguer Vinasco,2000415655.0,19.05,19.8,19.05,17.7,18.65,20.05
José Vicente Muñoz,2000509912.0,14.25,13.2,14.25,10.85,12.4,10.05
Álex,2000509919.0,16.7,17.0,16.7,15.45,16.5,15.95
Andrés Torres,2000628761.0,14.5,15.1,14.5,14.2,14.9,15.1
