Player,UID,FB,WB,IWB,CWB,NNFB
Carles,2000192884.0,12.7,8.85,11.55,9.73,12.95
Odilon Kossounou,93127195.0,17.25,14.45,14.95,13.77,15.4
Oriol Busquets,67225653.0,17.1,15.9,17.15,15.69,16.7
Didier,2000509916.0,14.0,12.8,13.5,13.08,14.0
Dmytro Smalyukh,2000461897.0,14.2,12.7,14.1,12.77,13.3
Óliver Pueyo,2000569557.0,19.4,17.5,18.75,17.5,18.95
John Córdoba,2000416582.0,17.25,16.5,16.55,16.77,15.9
Luis Vicente,2000438000.0,14.6,13.6,15.2,14.23,14.2
Samuel Chukwueze,67269484.0,13.25,14.05,13.35,14.73,12.05
Javi Ontiveros,67211745.0,11.7,12.5,11.9,13.08,9.9
Mohamed Cisse,2000509917.0,13.75,14.7,14.15,15.31,12.6
Emrah Ağın,2000244749.0,16.1,10.05,15.5,10.62,15.05
Gianfranco Giuffrè,2000272929.0,12.65,14.55,13.15,15.62,12.25
Faustino,2000438001.0,11.3,12.0,11.2,12.85,10.3
Fernando Niño,67258829.0,16.0,13.8,14.6,13.38,15.55
Abdul Mumin,27128916.0,14.4,12.3,14.1,12.31,14.5
Maxence Caqueret,48044737.0,19.75,18.25,19.15,18.23,19.1
Alfonso Pedraza,67212046.0,17.85,17.2,17.0,17.19,17.5
Manu Morlanes,67228802.0,19.2,18.5,17.95,17.92,19.0
Iván Muñoz,67295020.0,15.95,15.25,14.9,14.19,14.55
Francisco Conceição,83261140.0,12.8,14.55,14.35,15.62,14.25
Wanderson Bastos,2000410491.0,15.2,13.7,13.95,13.23,15.45
Yesinguer Vinasco,2000415655.0,12.85,13.55,13.7,14.69,11.5
José Vicente Muñoz,2000509912.0,15.2,10.3,12.65,9.96,12.35
Álex,2000509919.0,13.9,13.4,12.1,13.19,12.35
Andrés Torres,2000628761.0,11.5,12.0,12.5,13.31,10.2
