Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Carles,2000192884.0,12.1,12.1,12.1,12.1,10.0,10.0,11.55,11.55,10.17,10.17
Odilon Kossounou,93127195.0,14.45,14.45,14.45,14.45,15.8,15.8,13.25,13.25,15.67,15.67
Oriol Busquets,67225653.0,16.3,16.3,16.3,16.3,15.1,15.1,15.85,15.85,14.83,14.83
Didier,2000509916.0,12.9,12.9,12.9,12.9,12.5,12.5,12.5,12.5,12.5,12.5
Dmytro Smalyukh,2000461897.0,12.9,12.9,12.9,12.9,11.2,11.2,12.75,12.75,11.25,11.25
Óliver Pueyo,2000569557.0,19.0,19.0,19.0,19.0,17.05,17.05,18.65,18.65,15.71,15.71
John Córdoba,2000416582.0,19.3,19.3,19.3,19.3,19.8,19.8,18.65,18.65,18.58,18.58
Luis Vicente,2000438000.0,15.0,15.0,15.0,15.0,13.1,13.1,14.4,14.4,12.0,12.0
Samuel Chukwueze,67269484.0,14.8,14.8,14.8,14.8,14.9,14.9,14.6,14.6,14.0,14.0
Javi Ontiveros,67211745.0,13.8,13.8,13.8,13.8,14.5,14.5,13.8,13.8,12.92,12.92
Mohamed Cisse,2000509917.0,18.45,18.45,18.45,18.45,17.4,17.4,18.9,18.9,15.92,15.92
Emrah Ağın,2000244749.0,13.25,13.25,13.25,13.25,11.5,11.5,11.4,11.4,11.54,11.54
Gianfranco Giuffrè,2000272929.0,17.5,17.5,17.5,17.5,17.55,17.55,16.85,16.85,16.46,16.46
Faustino,2000438001.0,14.5,14.5,14.5,14.5,14.3,14.3,15.0,15.0,13.17,13.17
Fernando Niño,67258829.0,15.1,15.1,15.1,15.1,15.1,15.1,15.6,15.6,15.33,15.33
Abdul Mumin,27128916.0,12.2,12.2,12.2,12.2,12.0,12.0,11.4,11.4,12.5,12.5
Maxence Caqueret,48044737.0,19.4,19.4,19.4,19.4,17.6,17.6,18.95,18.95,16.08,16.08
Alfonso Pedraza,67212046.0,18.95,18.95,18.95,18.95,19.15,19.15,19.0,19.0,17.88,17.88
Manu Morlanes,67228802.0,17.95,17.95,17.95,17.95,17.45,17.45,18.2,18.2,16.54,16.54
Iván Muñoz,67295020.0,13.5,13.5,13.5,13.5,15.35,15.35,13.35,13.35,15.21,15.21
Francisco Conceição,83261140.0,18.7,18.7,18.7,18.7,17.7,17.7,18.65,18.65,15.75,15.75
Wanderson Bastos,2000410491.0,13.35,13.35,13.35,13.35,14.2,14.2,12.35,12.35,13.83,13.83
Yesinguer Vinasco,2000415655.0,18.65,18.65,18.65,18.65,18.2,18.2,17.7,17.7,17.17,17.17
José Vicente Muñoz,2000509912.0,12.4,12.4,12.4,12.4,12.25,12.25,10.85,10.85,11.83,11.83
Álex,2000509919.0,16.5,16.5,16.5,16.5,17.45,17.45,15.45,15.45,15.96,15.96
Andrés Torres,2000628761.0,14.9,14.9,14.9,14.9,13.4,13.4,14.2,14.2,12.92,12.92
