Player,UID,CD,BPD,NNCB,Lib
Álex Remiro,67183918.0,9.7,9.8,9.2,9.5
Kim Christian Høyenhall,2000182998.0,9.1,9.9,9.1,9.5
Robin Le Normand,48037162.0,14.8,14.6,14.8,12.9
António Silva,83320135.0,13.4,13.7,13.7,12.6
William Saliba,49039004.0,14.7,14.1,14.5,12.9
Lukas Mohr,2000432897.0,13.0,12.9,12.6,12.3
Piotr Jabłoński,2000623979.0,10.8,10.8,9.8,11.6
Denis Zakaria,98034601.0,13.5,13.2,14.0,13.3
Renato Pereira,2000190646.0,12.3,12.2,12.1,12.5
John Damiano,2000435431.0,13.0,12.3,12.5,12.7
Ignacio Vallina,2000570634.0,14.1,13.9,13.9,14.3
Brandon Williams,28115834.0,12.6,12.1,12.9,12.1
David Carmo,83111598.0,14.4,14.0,14.2,13.0
Souza,2000607666.0,14.8,14.3,14.7,13.8
Kai Ocaña,2000194470.0,10.4,10.2,10.9,11.0
José Gragera,67263880.0,13.4,13.6,13.4,13.1
Sergi Pascual,2000196434.0,13.7,13.9,13.4,14.3
Paweł Brzyski,2000433744.0,12.7,12.4,12.3,12.7
Scott Diaz,2000706461.0,11.0,10.9,11.2,11.9
Pablo,2000572050.0,9.5,10.9,9.3,11.9
Gaetano Oristanio,43425611.0,10.0,10.9,9.5,12.3
Ayrton Tallura,2000274550.0,9.5,10.4,9.8,12.7
John Bueno,2000419425.0,9.9,11.1,9.5,13.1
Felipe,2000510074.0,10.7,10.4,10.4,10.3
Matthias Hasa,2000568032.0,8.6,10.1,8.4,10.6
Koldo Valencia,2000663358.0,8.7,8.4,8.6,9.9
Luka Bransteter,2000054638.0,11.1,10.7,11.3,11.2
Tibo De Vos,2000663034.0,9.5,10.3,9.3,11.3
Gabriel Martinelli,19351309.0,11.2,11.2,11.0,11.9
Adam Hlozek,31041522.0,10.2,10.7,10.6,10.3
Mikel Oyarzábal,67220143.0,12.7,13.2,12.7,14.6
