Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Arijanet Murić,28108492.0,6.83,15.38,20.0,12.17,8.67,12.67,16.0,16.08
José María Noguera,2000438352.0,14.33,14.25,14.0,12.0,8.0,12.33,13.5,14.0
Dario Maresic,16170605.0,13.0,14.75,13.5,12.67,8.67,12.33,14.0,13.5
Emmanuel,2000569770.0,14.67,18.38,17.25,15.67,11.17,11.83,13.5,20.92
Rubén,2000510866.0,11.67,22.75,16.5,13.67,15.33,20.17,10.5,19.08
Federico Real,2000193194.0,20.67,16.5,20.0,10.67,11.5,12.5,7.0,20.08
Joan Jordán,67187249.0,15.5,13.62,10.25,15.0,18.5,15.17,13.75,18.92
Martín Zubimendi,67246385.0,15.0,13.5,12.5,14.0,13.17,14.33,13.0,16.75
Isaac Lihadji,49048366.0,11.5,19.0,15.0,18.67,17.67,18.5,7.5,18.17
Raphinha,19242277.0,10.17,11.5,14.0,13.67,14.33,15.67,7.5,12.83
Alvaro,2000510252.0,12.67,21.5,15.0,19.5,16.67,18.17,12.5,19.17
0,29126231.0,12.67,19.25,18.5,17.83,15.5,17.67,7.0,18.0
Valeri Gavazov,2000215456.0,9.5,15.62,15.0,16.5,16.83,19.67,6.0,14.0
Munir,67174735.0,6.83,15.12,11.0,20.0,21.0,18.33,7.5,17.92
Rogelinho,2000439844.0,3.83,10.75,16.0,15.67,11.33,13.67,9.0,10.5
Andri Fannar Sigurgeirsson,2000439839.0,13.67,18.62,19.0,18.17,12.17,12.33,12.0,19.25
Lucas Ocampos,14031132.0,6.17,15.12,11.5,20.0,20.5,17.33,12.0,19.25
Mads Pedersen,27088224.0,11.67,17.5,18.75,18.67,14.33,18.17,5.0,17.42
Jordan Henderson,28005568.0,14.33,8.75,5.5,14.33,12.33,12.33,10.5,16.33
Koke,67047092.0,18.5,11.0,5.25,17.33,21.33,18.33,11.5,23.5
Óliver,67169689.0,11.67,12.12,8.0,20.5,17.0,19.17,5.0,18.0
José Marsà,67279755.0,14.0,14.5,15.5,12.33,10.67,12.0,13.0,13.67
Gonçalo Ramos,83209468.0,8.0,17.0,12.5,20.33,21.67,17.33,14.0,19.0
Rasmus Højlund,27160181.0,5.17,12.25,14.0,10.33,12.67,12.67,14.5,12.33
Agustín,2000440745.0,11.5,19.25,15.5,18.0,16.83,14.17,9.5,18.0
