Player,UID,AMC,AP,T,SS,AM,EG
Arijanet Murić,28108492.0,15.1,14.3,15.1,12.7,14.35,13.3
José María Noguera,2000438352.0,13.1,12.8,13.1,12.0,12.6,12.5
Dario Maresic,16170605.0,12.6,12.3,12.6,12.4,12.7,12.3
Emmanuel,2000569770.0,16.85,15.95,16.85,14.55,16.05,15.15
Rubén,2000510866.0,20.35,19.15,20.35,20.35,20.75,19.65
Federico Real,2000193194.0,15.15,13.6,15.15,14.6,15.1,12.7
Joan Jordán,67187249.0,18.25,17.3,18.25,16.85,17.0,16.0
Martín Zubimendi,67246385.0,15.35,14.15,15.35,14.15,14.75,13.4
Isaac Lihadji,49048366.0,18.65,18.95,18.65,18.45,19.35,19.1
Raphinha,19242277.0,13.9,14.4,13.9,14.3,14.4,14.6
Alvaro,2000510252.0,19.45,19.9,19.45,18.65,20.0,20.7
0,29126231.0,19.4,19.1,19.4,18.55,18.75,19.0
Valeri Gavazov,2000215456.0,15.5,16.55,15.5,17.1,17.7,17.45
Munir,67174735.0,18.45,19.2,18.45,18.75,18.8,19.45
Rogelinho,2000439844.0,11.6,13.0,11.6,11.9,12.0,12.7
Andri Fannar Sigurgeirsson,2000439839.0,17.4,16.65,17.4,14.8,15.85,15.45
Lucas Ocampos,14031132.0,18.4,19.15,18.4,19.0,18.05,18.8
Mads Pedersen,27088224.0,18.25,18.4,18.25,18.1,18.8,18.0
Jordan Henderson,28005568.0,14.1,13.6,14.1,12.6,13.1,12.5
Koke,67047092.0,20.3,18.9,20.3,19.6,19.5,17.75
Óliver,67169689.0,18.8,19.25,18.8,17.75,18.6,19.05
José Marsà,67279755.0,13.0,12.8,13.0,12.4,12.8,12.8
Gonçalo Ramos,83209468.0,17.95,18.4,17.95,18.15,18.6,18.55
Rasmus Højlund,27160181.0,11.5,11.5,11.5,12.1,11.9,11.6
Agustín,2000440745.0,18.65,18.5,18.65,16.95,18.15,18.35
