,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBL_abis,Aerial,4.0,7.0,9.0,10.0,12.0,16.0
1,WBL_abis,Awareness,7.833333333333333,11.5,12.0,12.833333333333334,14.0,15.333333333333334
2,WBL_abis,Clearing,3.0,7.0,9.0,10.0,11.0,14.0
3,WBL_abis,Closing,9.25,11.25,11.75,12.5,13.0,16.5
4,WBL_abis,Control,8.5,11.5,12.5,13.0,14.0,18.0
5,WBL_abis,Creativity,10.0,11.666666666666666,12.333333333333334,13.333333333333334,14.0,15.666666666666666
6,WBL_abis,Crossing,8.5,11.375,12.125,12.625,12.875,15.5
7,WBL_abis,Decision,11.25,12.5,13.5,13.75,14.25,17.0
8,WBL_abis,Defensive,9.25,11.25,11.75,12.5,13.0,16.5
9,WBL_abis,Dribbling,7.5,10.5,12.0,13.0,14.0,16.0
10,WBL_abis,Focus,9.0,11.5,12.25,13.0,14.0,15.25
11,WBL_abis,Endeavour,8.75,11.875,12.75,13.0,14.0,16.0
12,WBL_abis,Intelligence,9.5,11.4,12.4,12.7,13.4,14.9
13,WBL_abis,Marking,8.833333333333334,11.333333333333334,11.833333333333334,12.333333333333334,13.0,15.333333333333334
14,WBL_abis,Mobility,8.625,13.0,13.5,14.5,15.25,16.25
15,WBL_abis,Movement,10.833333333333334,12.5,13.333333333333334,13.666666666666666,14.666666666666666,16.166666666666668
16,WBL_abis,Off The Ball,7.25,10.5,11.5,12.25,13.25,15.5
17,WBL_abis,Passing,8.666666666666666,11.666666666666666,12.5,12.833333333333334,13.166666666666666,15.666666666666666
18,WBL_abis,Physical,8.5,10.5,12.0,12.5,14.0,16.0
19,WBL_abis,Tackling,8.25,11.0,11.75,12.5,13.5,15.75
