,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DC_abis,Aerial,5.0,12.0,13.0,14.0,16.0,18.0
1,DC_abis,Awareness,8.0,11.333333333333334,12.166666666666666,13.0,14.0,16.5
2,DC_abis,Clearing,6.0,10.0,12.0,13.0,14.0,18.0
3,DC_abis,Closing,9.5,11.5,12.5,13.25,14.25,16.25
4,DC_abis,Control,6.75,10.0,11.25,12.0,13.0,16.0
5,DC_abis,Creativity,8.666666666666666,11.0,11.833333333333334,12.666666666666666,13.333333333333334,14.666666666666666
6,DC_abis,Crossing,6.625,9.25,10.5,11.5,12.5,14.5
7,DC_abis,Decision,10.0,12.25,13.0,13.5,15.0,17.5
8,DC_abis,Defensive,9.5,11.5,12.5,13.25,14.25,16.25
9,DC_abis,Dribbling,5.25,8.25,9.5,11.0,12.0,14.25
10,DC_abis,Focus,9.0,11.75,12.75,13.25,14.5,16.75
11,DC_abis,Endeavour,8.75,11.5,12.5,13.375,14.0,16.75
12,DC_abis,Intelligence,9.4,11.0,11.8,12.4,13.2,15.4
13,DC_abis,Marking,10.333333333333334,12.0,12.666666666666666,13.333333333333334,14.166666666666666,16.0
14,DC_abis,Mobility,7.5,12.0,13.25,13.75,14.75,17.25
15,DC_abis,Movement,10.5,12.5,13.333333333333334,14.0,14.666666666666666,16.666666666666668
16,DC_abis,Off The Ball,6.0,8.75,10.0,11.0,12.25,14.5
17,DC_abis,Passing,7.333333333333333,10.333333333333334,11.666666666666666,12.5,13.333333333333334,15.333333333333334
18,DC_abis,Physical,9.25,11.5,13.0,13.5,14.75,17.0
19,DC_abis,Tackling,9.5,11.5,12.5,13.25,14.25,16.0
