Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Schurrle,83223653.0,10.17,12.62,13.0,14.33,12.33,13.0,8.0,12.5,alaves
Rafa Mir,67221051.0,7.17,14.5,14.0,10.67,13.17,11.67,15.0,11.25,alaves
Adil Aouchiche,49048441.0,6.33,12.75,14.25,14.0,14.0,14.33,11.0,11.75,alaves
Alexander Sørloth,53063430.0,4.83,13.75,12.5,12.5,14.17,13.0,14.5,13.42,alaves
Suleimane Rodrigues,2000190096.0,10.33,13.0,11.5,11.67,10.83,11.5,10.25,10.17,alaves
Ángel Luis Arcas,2000571805.0,11.5,13.12,14.25,11.17,11.17,12.0,13.25,13.33,albacete
Ramiro Gabarri,2000198124.0,4.17,14.38,15.0,12.17,11.83,13.33,9.5,10.08,albacete
Gustavo Zamora,2000512210.0,5.17,13.38,14.0,11.5,11.5,13.83,10.25,10.33,albacete
Luis Nsambi,2000631649.0,7.33,12.62,12.75,15.0,11.5,14.83,11.5,11.83,albacete
Alberto,2000512206.0,6.0,13.12,13.0,13.5,12.67,14.67,10.5,10.33,albacete
Bright Adjei,2000660374.0,6.33,12.5,12.0,14.33,13.33,15.33,8.5,11.83,albacete
Álex Olmedo,2000034591.0,7.33,12.0,14.0,10.67,9.0,13.0,6.5,9.83,albacete
Raúl De Tomás,67156425.0,6.5,9.62,10.5,13.33,14.83,12.0,11.5,11.67,albacete
Chema Nuñez,67232678.0,9.0,10.0,12.0,13.17,11.5,12.83,6.0,10.33,albacete
Francisco Jesús Carbonell,2000440196.0,10.83,12.88,13.0,14.0,10.67,13.67,11.0,13.17,albacete
Pierre Dwomoh,2000006277.0,8.0,13.25,14.5,14.33,13.67,16.33,14.0,13.5,amadrd
0,62127037.0,11.0,14.5,11.5,16.67,15.0,15.0,16.0,15.17,amadrd
João Félix,83169822.0,5.67,13.25,12.5,16.0,17.0,17.0,9.0,14.33,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,15.67,16.67,17.33,11.0,14.42,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.0,13.33,16.0,6.0,12.67,amadrd
Marcos Llorente,67196198.0,13.67,12.25,11.5,13.83,11.83,12.17,10.5,14.33,amadrd
Alexander Villarreal,2000499325.0,6.67,14.5,15.5,15.5,10.17,13.83,7.0,11.17,amadrd
Vítor Ferreira,83174762.0,12.33,14.5,15.0,14.67,14.67,16.0,6.0,15.0,barc
Jonay Morán,2000194461.0,12.0,14.5,15.0,13.67,13.67,15.0,11.0,13.33,barc
Diego Laínez,51063318.0,6.67,15.25,15.5,14.0,13.67,15.67,6.0,14.17,barc
Ilaix Moriba,67279753.0,12.17,15.25,15.5,15.33,13.33,16.67,13.5,14.08,barc
Phil Foden,28108494.0,9.67,15.0,15.5,16.0,15.67,17.33,8.0,14.83,barc
Harry Kane,28049320.0,10.67,10.25,9.5,16.0,18.0,13.67,12.0,16.5,barc
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,barc
Dejan Kulusevski,43295814.0,9.33,15.5,15.0,15.33,14.67,16.33,11.0,15.17,barc
Rayan Cherki,49056279.0,6.33,15.5,15.0,14.0,15.33,17.33,9.0,12.33,barc
Gennady Korshunov,2000238109.0,7.17,14.0,15.0,11.0,16.83,14.67,13.5,11.17,barc
Mikel Garai,2000438623.0,8.17,15.25,13.5,14.5,16.83,16.67,12.0,12.33,bilbao
Fran Alonso,2000570282.0,6.5,13.75,16.0,13.67,11.67,14.0,13.5,11.58,bilbao
Oihan Sancet,67260204.0,10.17,14.0,15.0,14.67,14.67,13.67,13.5,12.92,bilbao
Aimar Oroz,67276375.0,8.33,11.75,13.0,14.17,9.5,15.5,6.0,11.67,bilbao
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,16.33,12.33,14.0,8.5,13.0,bilbao
Toni Dorado,2000197158.0,9.0,13.12,10.0,14.0,14.17,14.0,9.5,12.33,cadiz
Mateusz Bogusz,96129140.0,9.33,13.62,13.5,13.67,14.17,13.67,7.5,13.5,cadiz
Gerardo Gallardo,2000440602.0,6.0,11.62,17.0,11.67,10.67,13.83,6.5,9.92,cadiz
Tiago Geralnik,14224252.0,8.0,12.12,15.0,12.5,14.0,13.83,11.0,9.42,cadiz
Luciano Ferreyra,14227040.0,12.5,13.5,14.0,14.17,12.5,15.0,7.0,11.33,cadiz
Yesinguer Vinasco,2000415655.0,5.17,14.12,13.0,13.67,12.83,13.33,12.0,11.33,cadiz
Jose Antonio Molina,2000571459.0,5.5,13.12,12.5,13.17,13.17,12.5,9.75,11.33,cadiz
Tòfol Montiel,43459237.0,5.0,12.0,13.5,13.67,13.0,15.0,7.5,11.67,coruna
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.67,13.0,13.67,11.0,12.0,coruna
Joaquín Correa,14042683.0,3.33,10.25,12.0,16.0,13.33,15.67,9.0,13.17,coruna
Salva Gutiérrez,2000571656.0,8.0,11.62,12.5,14.0,10.17,11.83,6.5,12.08,coruna
Iago Salamanca,2000710728.0,5.67,11.12,13.0,14.33,14.0,15.17,10.5,12.08,coruna
Nabil Touaizi,28113829.0,7.67,13.5,14.5,11.5,12.5,15.5,12.5,10.33,coruna
Xabier Santamaría,2000202642.0,4.83,12.88,12.0,11.5,12.0,12.5,7.75,10.58,coruna
Rami Hajal,93099931.0,5.67,12.88,13.0,12.67,11.33,13.0,11.5,11.75,espanyol
Óscar Melendo,67214687.0,7.5,13.0,14.0,14.17,12.0,14.33,6.5,13.25,espanyol
David,2000441683.0,6.83,13.38,13.5,13.5,12.17,14.33,10.0,11.75,espanyol
Matías Vargas,14141967.0,6.67,13.75,14.0,14.67,14.17,15.33,5.5,12.92,espanyol
Oier Zarraga,67260201.0,11.33,13.38,14.5,13.83,11.33,12.33,10.5,13.33,espanyol
Brais Méndez,67199158.0,6.67,11.38,12.5,14.67,13.67,14.33,9.5,12.25,espanyol
Serafín,2000512562.0,9.0,15.0,17.0,12.83,11.33,14.5,11.5,10.17,granada
Félix,2000192673.0,10.33,12.75,13.0,12.5,12.0,13.67,11.0,11.92,granada
Jose Luis,2000438355.0,9.67,13.88,15.0,16.67,12.33,14.67,12.5,13.75,granada
Eugenio Caínzos,2000630560.0,6.33,12.12,15.0,14.67,9.83,14.17,7.5,11.17,granada
Moussa Djenepo,6601602.0,5.5,13.12,15.0,12.0,10.83,13.0,7.5,12.0,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,14.33,12.67,13.0,4.0,13.83,granada
Edimilson Fernandes,98030084.0,11.67,11.25,10.5,12.33,10.17,12.83,11.25,11.33,granada
Migue Ortiz,2000630559.0,7.0,14.25,13.5,13.33,11.33,14.33,8.0,12.0,granada
José,2000570829.0,8.17,12.5,12.5,13.83,12.33,15.33,7.5,12.08,laspalmas
Leo Díaz,2000630127.0,8.33,12.75,17.0,14.67,12.33,16.33,6.0,11.5,laspalmas
Beñat Sanz,2000439251.0,6.0,12.5,11.0,14.67,12.0,13.0,9.5,12.0,laspalmas
Anders Nygaard,2000569028.0,6.0,13.75,12.5,14.0,15.33,13.0,11.0,13.33,laspalmas
Gil Dias,55082920.0,7.5,11.38,13.0,11.83,11.83,13.33,10.0,10.58,laspalmas
Enzo Loiodice,49045906.0,11.67,13.12,11.25,13.33,11.5,13.83,5.5,12.42,laspalmas
Ifeanyi Mathew,53141633.0,10.17,12.5,11.0,14.33,12.33,13.83,9.0,12.83,leganes
Àlex Collado,67246435.0,6.17,11.88,13.0,13.67,12.5,14.67,7.0,12.17,leganes
Freddy Vargas,86061304.0,7.5,13.25,13.0,13.33,11.33,13.67,9.0,12.58,leganes
Ángel Cabello,2000438822.0,7.67,14.62,13.0,14.17,14.33,15.0,12.5,12.17,leganes
